@relation WDF

@attribute ProfileID numeric
@attribute floor_area numeric
@attribute monthly_income numeric
@attribute total_residents numeric
@attribute roof_material_ENC numeric
@attribute water_access_ENC numeric
@attribute wall_material_ENC numeric
@attribute years_electrified numeric
@attribute AMC_winter numeric
@attribute AMC_yearly numeric
@attribute sigma1 numeric
@attribute sigma2 numeric
@attribute mu1 numeric
@attribute A1 numeric
@attribute sigma3 numeric
@attribute sigma4 numeric
@attribute mu2 numeric
@attribute A2 numeric

@data
3082,104,18844.22,1,7,3,2,1.5,411.913136,273.477034,2.439024,2.142857,10,2.520788,2.4,3.636364,18,3.71639
3084,104,32663.32,1,7,3,2,1,569.507233,338.154147,1.282051,1.230769,8,9.733864,1.204819,2.051282,20,4.583956
3090,115,23869.35,2,7,3,2,1,607.764072,398.379147,1.234568,1.311475,7,11.454995,0.547945,2.5,18,4.588142
3094,104,52763.82,2,7,3,2,1.5,649.686438,385.707221,1.052632,1.282051,7,5.996379,2.12766,1.666667,20,9.318938
3096,104,21356.78,1,7,3,2,1.5,807.191717,485.874785,1.081081,4,7,5.398622,1.666667,1.875,18,8.429155
3100,115,22613.07,2,7,3,2,1,622.145912,436.036344,0.520833,1.284404,6,8.655114,1.538462,1.470588,19,6.85451
3106,128,27638.19,2,7,3,2,1,734.179135,454.50836,1.311475,1.065089,7,11.022596,1.090909,3.333333,18,4.743583
3110,115,11306.53,3,7,3,2,2,694.833061,381.396422,3.75,3.157895,10,3.178447,1.538462,2.790698,18,6.319351
3114,128,16331.66,0,7,3,2,1.5,306.340329,211.646177,1.463415,1.960784,7,1.052669,2.105263,1.363636,21,2.348022
3116,128,15075.38,2,7,3,2,1.5,647.900082,412.953812,1.568627,0.657895,7,2.485695,1.111111,2.564103,19,7.014704
3118,128,52763.82,4,7,3,2,0.06,1034.27838,517.780752,1.351351,1.666667,7,4.912744,2,2.068966,21,8.990039
3120,128,16331.66,0,7,3,2,2,464.661341,334.113301,0.833333,2,8,1.875239,0.930233,3,18,3.039553
3122,128,37688.44,2,7,3,2,1.5,601.782573,371.809078,0.943396,1.020408,8,8.370479,1.923077,1.428571,21,5.08566
3132,115,12562.81,2,7,3,6,0.833,309.791413,185.771145,0.75,2.857143,7,1.730385,1.333333,2.173913,19,3.177011
3134,128,40201.01,4,7,3,2,1.6,736.031842,479.951701,0.521739,0.555556,6,5.327958,2.162162,2.051282,20,8.639517
3136,128,47738.69,2,7,3,2,1.5,889.049892,477.841316,0.625,1.092896,6,13.833419,0.821918,2.264151,18,10.274927
3138,128,37688.44,2,7,3,2,1.5,1098.920716,710.102179,0.779221,1.724138,7,11.808155,2.083333,2.608696,21,6.424706
3140,115,37688.44,1,7,3,6,2,588.482745,367.484184,0.740741,1,7,5.692603,1.777778,2.439024,19,5.800972
3142,104,23869.35,1,7,3,2,1.5,487.570892,357.554398,0.006025,2.424242,6,1.875964,1.73913,1.463415,21,3.374344
3146,115,40201.01,2,7,3,2,2,369.40392,250.396404,0.694444,1.269841,7,6.354936,1.818182,1.851852,19,13.958521
3148,104,32663.32,4,7,3,2,2,492.799516,472.224452,1.481481,3.181818,8,8.187558,1.860465,1.818182,20,7.11084
3150,104,26381.91,2,7,3,2,1.5,232.533841,193.331001,0.824742,2.058824,7,7.285756,1.395349,2.702703,19,3.819142
3154,115,15075.38,1,7,3,2,0.833,276.868163,239.561872,1.647059,1.95122,8,5.891897,1.111111,3.333333,17,3.502087
3156,115,16331.66,1,7,3,2,1.5,213.436657,267.828926,0.431655,1.714286,6,3.799701,1.304348,1.904762,18,3.121541
3158,115,45226.13,2,7,3,2,2,689.902053,437.100766,1.126761,2,7,9.595237,1.538462,4,18,3.536532
3160,115,42713.57,2,7,3,2,2,614.325784,316.206371,0.597015,1.578947,7,9.604205,3.333333,1.111111,22,3.648963
3173,104,37688.44,2,7,3,2,0.667,453.952185,241.366602,0.530973,1.22449,6,5.658296,1.304348,2,20,3.238613
3177,115,12562.81,0,7,3,2,0.25,324.962428,183.004936,0.75,1.538462,6,1.119437,1.538462,2.12766,19,4.667059
3183,104,16331.66,1,7,3,6,0.667,179.391603,121.253296,1.481481,1.538462,8,1.032787,1.538462,0.727273,20,0.554112
3185,104,18844.22,0,7,3,2,1.667,194.650452,133.567197,0.625,0.900901,7,0.642364,0.9375,2.564103,19,2.077762
3189,115,30150.75,2,7,3,2,1,565.145433,325.716735,0.754717,1.492537,7,12.034637,1.5625,2.040816,19,5.103647
3195,104,45226.13,3,7,3,2,1.5,524.281531,294.169223,0.704225,1.443299,6,5.341773,2.051282,3.333333,19,5.952392
3199,114,37688.44,3,5,3,6,0.417,571.53534,244.099158,3.076923,2,10,1.620292,1.568627,2.040816,19,9.068979
3201,191,27638.19,1,3,3,2,4,825.983393,630.310272,0.707965,3.243243,8,7.035582,1.025641,4.137931,18,7.175823
3203,120,10050.25,1,7,3,2,3,881.44484,717.836919,0.620155,1.875,7,11.006132,2.222222,1.935484,17,4.814997
3207,125,47738.69,1,7,3,2,1.5,146.529145,126.967679,2.222222,3.255814,9,0.789065,1.176471,1.276596,18,1.317291
3213,162,45226.13,2,7,3,2,2,723.489359,578.722093,1.123596,3.589744,8,6.389461,1.904762,2.857143,18,4.432922
3217,115,27638.19,3,7,3,2,3,537.746483,339.357234,5,1.5,9,3.003015,2.068966,3.529412,20,4.148985
3227,190,40201.01,4,7,3,2,2,913.814743,640.082071,0.805369,1.791045,7,11.391868,1.333333,1.428571,19,7.963343
3237,170,25125.63,3,7,3,2,0.02,461.6224,551.025308,0.925926,2.307692,8,8.970013,2.307692,1.960784,18,3.844423
3249,203,45226.13,2,7,3,2,2,692.961271,536.317092,0.776699,1.25,8,7.838569,1.538462,3.157895,18,5.668702
3251,190,57788.94,2,7,3,2,2,696.808169,549.193515,0.641711,1.764706,7,8.062741,1.818182,2.564103,19,5.464195
3255,128,20100.5,1,3,3,2,0.667,343.668882,202.992477,0.652174,1.212121,7,4.142948,2.564103,1.666667,19,2.789383
3267,220,25125.63,3,7,3,2,1.5,359.082434,293.370873,0.740741,1.538462,8,3.162434,1.481481,3.111111,17,2.333032
3273,100,12562.81,0,7,3,2,2,142.275959,119.005146,0.8,1.777778,7,0.707277,2.051282,1.538462,19,0.599999
3275,110,30150.75,2,7,3,2,2,331.354778,222.985859,1.408451,1.290323,7,3.548746,1.269841,3.125,19,2.608493
3281,176,45226.13,2,7,3,2,1,787.816275,679.596843,0.610687,0.84507,7,4.006018,1.538462,3.125,19,7.608185
3289,127,35175.88,1,7,3,2,2,521.638577,390.016947,0.535714,0.677966,7,8.740151,1.333333,1.846154,18,6.650219
3321,200,22613.07,2,7,3,2,3.5,486.947615,393.565711,0.421053,0.793651,6,12.113134,2.195122,0.952381,19,6.093576
3323,180,60301.51,4,7,3,2,3.5,260.213143,135.428929,0.842105,2.702703,7,2.539498,1.025641,2.4,18,2.219424
3327,150,27638.19,2,7,3,2,2.5,115.960708,107.178063,1.538462,3.333333,8,0.405272,1.025641,1.578947,18,0.77893
3331,100,22613.07,4,7,3,2,3,390.990604,243.909352,4,2.285714,10,2.71373,4.347826,2.051282,20,2.339287
3333,406,70351.76,2,7,3,2,3,538.905422,574.613769,0.659341,2.580645,7,7.126823,1.666667,1.315789,19,7.597184
3339,190,30150.75,3,7,3,2,1.667,470.378004,294.790932,0.560748,2.068966,7,3.555583,0.851064,1,18,5.047262
3341,210,25125.63,4,7,3,2,3,960.777562,763.638617,0.493827,2.5,6,11.025397,1.967213,3.076923,18,12.225502
3343,275,70351.76,2,7,3,2,0.01,364.010412,280.131576,0.714286,1.333333,8,2.343658,1.538462,1.764706,19,3.038917
3345,145,20100.5,2,7,3,2,1,472.100336,208.391538,0.652174,0.857143,6,1.389511,0.533333,2.5,18,8.33411
3347,72,12562.81,3,7,3,2,3.5,435.743426,311.599327,2.028986,1.818182,8,5.081122,2.857143,2.222222,18,4.07306
3349,200,50251.26,4,7,3,2,2.5,739.888196,573.461629,1.785714,3.243243,8,6.291167,1.578947,2.264151,18,10.431594
3351,200,25125.63,3,7,3,2,2.5,892.581967,694.881014,0.44843,2.903226,6,12.297447,3.076923,1.454545,20,9.252633
3432,32,879.4,7,4,2,1,4,136.402423,89.128382,2.5,5,1,0.502023,1.538462,2.352941,19,0.65694
3439,88,2638.19,7,4,2,2,4,140.204122,92.635956,2.727273,0.535714,7,0.634013,1.428571,2.272727,19,1.866894
3451,170,2135.68,7,4,3,2,4,294.365985,207.839231,1.538462,0.540541,6,1.424796,0.681818,1.73913,18,5.846278
3461,119,1381.91,9,4,3,4,3,129.928478,57.997042,4,1.276596,6,1.060148,1.5,3.333333,19,1.683947
3467,24,628.14,7,4,1,4,5,122.339522,100.042148,4,1.666667,5,0.671097,0.689655,1.818182,18,0.799271
3469,44,1884.42,5,4,0,1,4,105.221327,81.169534,0.006025,2.564103,6,0.236922,2.142857,2.564103,19,0.626635
3479,105,2613.07,5,4,3,4,4,93.06419,60.389873,4.347826,2.264151,6,0.841794,0.6,4.615385,18,0.766815
3488,96,5100.5,1,4,0,2,4,307.127886,198.386514,0.869565,1.818182,7,2.282441,1.538462,1.470588,18,2.43581
3539,77,4773.87,7,4,0,2,4,103.992903,86.882743,1.666667,0.062565,6,0.457754,0.006025,3.076923,18,0.457378
3586,98,3768.84,3,4,1,2,4,228.341377,149.584376,2.051282,1.052632,9,0.595055,0.634921,1.538462,16,1.019229
3606,28,3266.33,4,4,1,4,3,137.04065,58.063099,8,1.714286,5,1.531302,1.25,10,19,1.687746
3607,128,2763.82,5,4,0,0,2,79.559772,66.949335,1.818182,1.754386,5,0.440738,1.538462,2.564103,19,1.517161
3640,40,5653.27,19,6,0,4,4,302.829545,194.758382,6.666667,1.025641,5,1.279204,2.4,1.860465,20,4.659784
3641,66,1733.67,10,4,2,0,4,183.120524,118.213608,6.666667,2.173913,5,0.474429,2.608696,2.051282,20,2.880682
3691,150,2713.57,4,4,2,6,4,80.50944,114.126034,0.006025,0.707965,6,0.153488,0.75,2.307692,18,0.711477
3695,66,1608.04,4,4,0,6,4,97.586112,94.940908,1.25,0.062565,1,0.024943,1.538462,1.587302,19,1.057336
3700,30,1306.53,3,6,2,2,6,149.205528,143.567533,0.006026,0.041797,10,0.098634,1.22449,1.851852,19,1.42346
3703,154,3618.09,7,4,2,6,4,92.778098,80.903949,0.004016,1.538462,8,0.428448,2.051282,1.403509,20,1.451199
3704,375,10050.25,5,4,2,6,6,200.30568,238.272549,0.008033,1.538462,6,0.772458,1.25,2.040816,19,2.764973
3723,96,2110.55,7,4,2,6,4,87.915002,80.688495,2.5,0.062565,7,0.277871,1.538462,2.083333,18,0.845529
3724,170,5025.13,3,4,2,6,4,115.363819,128.370048,0.46875,0.882353,6,1.019452,2.222222,1.428571,20,1.750599
3725,180,1306.53,1,4,2,6,6,111.485241,128.974288,1.791045,1.538462,8,0.641106,0.963855,1.212121,18,3.538809
3730,320,0,5,4,2,6,4,161.966566,164.316874,0.004016,0.062565,2,0.222946,1.157025,1.449275,19,3.553596
3739,220,11306.53,10,4,2,6,5,213.99788,205.980327,1.454545,0.652174,7,2.695882,2.028986,1.95122,20,2.430184
3740,140,1507.54,2,4,2,2,3,191.241004,191.22947,2,0.062565,6,0.983333,1.886792,1.754386,19,2.28846
3743,168,6482.41,7,4,2,6,4,96.441455,92.941124,0.550459,1.538462,7,0.404351,2.38806,2.083333,19,1.316937
3744,300,1507.54,5,4,2,2,6,119.856842,104.421373,1.5,0.701754,6,0.364442,1.643836,2.222222,19,2.319229
3750,120,753.77,6,4,2,1,4,207.638104,220.429003,0.008033,0.84507,5,0.349253,1.025641,2.564103,19,0.333925
3758,192,5025.13,3,4,0,6,4,103.081613,108.383678,1.22449,2.553191,7,1.374975,2.222222,2.307692,18,1.793927
3763,225,5025.13,2,4,2,6,3,104.854287,107.182257,0.006026,0.062565,5,0.108459,2.051282,2.439024,19,0.434561
3766,192,7537.69,6,7,2,6,6,362.494688,347.820737,2.777778,2.352941,10,1.802998,1.538462,2.181818,18,5.924648
3767,120,1356.78,5,4,2,6,4,99.495077,107.686069,0.451977,1.269841,6,0.935184,1.304348,1.612903,19,1.428978
3771,30,7537.69,8,4,2,1,6,121.038625,126.486704,1.904762,1.538462,10,0.619424,1.538462,2.564103,19,1.62012
3773,48,1256.28,1,4,2,4,7,98.183829,94.466224,0.010041,1.538462,7,0.341919,0.869565,2.352941,18,1.354721
3779,96,1381.91,7,4,2,6,4,126.952601,127.116302,3.030303,2.926829,6,0.987747,2.181818,2.424242,20,1.430731
3781,132,2713.57,5,4,2,6,6,77.042614,82.271828,1.428571,0.533333,6,0.561692,1.702128,2.439024,19,1.689214
3845,88,1356.78,1,4,2,6,4,89.889394,63.503956,0.006025,0.04171,3,0.082579,1.132075,2.380952,19,0.930221
4051,48,12663.32,6,0,3,1,19,505.694687,361.422765,1.428571,1.428571,6,5.879755,0.8,1.111111,18,6.92732
4053,42,3366.83,7,0,3,1,6,746.273771,501.081065,0.775194,2.272727,6,8.52395,2.105263,2.857143,16,5.637411
4055,42,2010.05,2,0,3,1,7,83.410596,75.822624,0.006025,0.615385,9,0.095238,0.006025,0.006025,16,0.154871
4057,42,1356.78,2,0,3,1,16,401.436494,344.087082,1.558442,2.033898,7,4.225071,2,3.589744,17,1.87881
4063,42,10552.76,3,0,3,6,15,346.941427,280.273665,1.234568,1.269841,6,2.874667,1.666667,1.333333,20,4.473375
4065,42,6884.42,1,0,3,1,14,432.481015,297.246526,1.818182,3.076923,8,1.784748,3.125,2.253521,16,3.188038
4067,48,7914.57,3,0,3,1,19,450.574313,309.549651,0.784314,0.754717,5,2.741863,2.285714,2.153846,17,3.827361
4069,42,1256.28,4,0,3,1,18,368.113468,333.581057,0.555556,1.428571,4,2.007904,1.666667,1.204819,18,2.029888
4071,42,1356.78,0,0,3,1,16,609.973674,397.523513,2.564103,2.44898,9,3.860635,1.538462,2.162162,17,2.551401
4073,42,2713.57,0,0,3,1,3,234.140566,170.682073,0.659341,1.764706,6,1.994803,0.740741,2.553191,18,1.19367
4083,42,5653.27,4,0,3,1,16,498.463139,332.748474,0.588235,0.612245,5,6.753709,0.91954,1.136364,18,10.036313
4087,42,753.77,1,0,3,1,18,378.545098,272.948293,3.333333,2.564103,9,2.832757,2.068966,3.137255,16,3.647017
4089,42,2864.32,4,0,3,6,18,875.039131,567.384909,0.714286,1.2,5,8.246931,4.571429,3.333333,15,7.151421
4112,42,7035.18,4,0,3,1,22,410.016937,293.931362,2.264151,4.375,8,3.613257,2.5,1.73913,18,4.818435
4114,42,3618.09,4,0,3,1,18,509.280916,359.317746,3.333333,1.071429,9,4.95966,1.176471,0.934579,19,4.291451
4116,42,1356.78,4,0,3,1,19,743.955784,479.626549,1.06383,1.666667,6,5.78943,1.818182,2.4,18,5.877405
4128,42,11306.53,4,0,3,1,11,501.299153,304.770593,1.263158,0.447761,6,6.763058,1.025641,2.295082,17,5.372772
4132,42,1356.78,0,0,3,1,25,318.565401,210.156959,0.641026,2.5,7,1.890272,1.25,1.538462,15,1.974274
4136,42,10150.75,5,0,3,1,25,1022.620427,618.337307,2.352941,4.117647,8,9.688243,2.5,2.264151,18,6.061195
4138,42,5025.13,5,0,3,1,10,796.601546,500.073105,0.826446,2.857143,6,3.877222,2.352941,2.916667,17,7.585802
4140,42,3366.83,5,0,3,1,18,354.551947,335.984623,1.369863,1.538462,7,2.782516,1.176471,2.8,17,3.360511
4142,48,18844.22,4,0,3,1,20,541.603212,424.37747,0.879121,0.12513,6,5.92235,0.615385,2.5,17,4.137394
4144,36,3366.83,1,0,3,1,15,368.318422,276.922935,0.631579,1.153846,6,3.742051,2,1.643836,18,2.469505
4152,42,3015.08,3,0,3,1,18,1039.499832,672.281517,0.47619,1.621622,6,9.625121,1.290323,2.4,17,8.358192
4156,42,11306.53,7,0,3,1,17,818.160843,518.275421,0.754717,1.538462,5,5.140906,2.352941,1.764706,18,9.953377
4158,48,16206.03,10,0,3,1,18,1012.99756,622.387196,1,2.105263,6,11.613955,2.105263,2.181818,18,9.714442
4162,42,4208.54,1,0,3,1,12,419.851577,397.445851,1.111111,1.298701,7,4.019559,1.473684,2.105263,18,3.880115
4164,42,8894.47,3,0,3,1,19,621.592556,446.767811,1.217391,1.428571,9,5.717316,1,1.975309,16,5.281174
4166,36,1356.78,4,0,3,1,18,343.749348,277.245049,0.487805,2.285714,5,3.644996,3.076923,3.076923,16,2.367677
4168,42,1356.78,7,0,3,1,16,690.28676,463.668296,2.105263,3.333333,9,3.949455,3.076923,2.545455,17,7.646916
4170,42,1356.78,1,0,3,1,17,463.252152,307.723662,1.333333,1.886792,7,3.314008,1.428571,2.592593,17,2.010649
4172,42,3768.84,3,0,3,1,8,518.261073,351.107712,1.176471,2.162162,6,4.008316,1.111111,1.728395,17,5.837988
4178,42,1356.78,1,0,3,1,15,562.466993,384.654898,0.729927,1.538462,7,3.614232,0.769231,1.5,15,2.956605
4180,42,4070.35,2,0,3,1,18,481.094422,341.251847,1.098901,2.4,7,3.142765,2.424242,2.8,17,3.075886
4186,42,5025.13,2,0,3,1,18,434.660108,285.887585,0.628931,3,6,2.115113,2.857143,2.325581,19,2.398435
4190,42,7889.45,2,0,3,1,18,211.340676,179.554686,1.111111,0.481928,6,0.928626,2.089552,0.740741,21,2.618457
4192,42,16080.4,6,0,3,1,8,530.314224,384.496926,0.735294,1.333333,6,3.540132,2.564103,1.818182,18,5.425602
4194,42,5276.38,3,0,3,1,9,511.735748,346.552445,0.465116,1.363636,6,3.841971,0.8,2.264151,18,3.198052
4198,48,7537.69,5,0,3,1,8,499.630839,375.096126,0.584795,1.15942,5,7.80395,1.090909,2.758621,16,3.934915
4200,42,1381.91,5,0,3,1,5,457.461494,446.74322,0.898876,1.132075,5,8.171042,1.276596,2.424242,16,5.280859
4204,42,3768.84,3,0,3,1,6,483.437961,357.181243,0.75,0.526316,6,5.619933,1.428571,2.857143,16,3.870595
4208,48,7537.69,4,0,3,6,18,528.384943,335.544321,1.237113,3.589744,8,5.791039,2.051282,2.5,18,6.054757
4331,27,753.77,7,4,1,4,3,147.989532,83.152067,0.980392,3.684211,7,1.578383,3.870968,1.785714,19,1.664969
4358,28,2512.56,5,4,1,4,3,241.81021,202.838106,1.408451,1.538462,7,3.383577,2.162162,1.518987,18,3.968407
4490,280,18844.22,3,7,3,6,3,1898.079026,1006.639335,1.315789,3.111111,8,11.130426,2.051282,2.44898,18,9.029169
4527,200,20100.5,1,7,3,2,14,1315.393019,938.948911,1.818182,2.5,8,5.353821,1.724138,3.333333,19,9.664565
4529,230,52763.82,4,4,3,1,14,1440.406234,1310.116301,1.081081,0.851064,8,4.988784,1.666667,1.612903,19,12.22439
4531,200,30150.75,2,7,3,2,18,1170.177978,898.839446,0.909091,3.076923,7,5.636683,3.243243,1.666667,21,10.792568
4535,210,8793.97,1,7,3,2,28,900.503174,774.746124,1.363636,5,10,7.555794,2.222222,2,18,8.746621
4537,500,37688.44,4,0,3,2,10,269.025009,104.30543,1.904762,1.290323,8,1.256877,0.952381,0.674157,19,1.240541
4539,200,66582.91,1,0,3,2,29,1824.9086,1471.373421,2.264151,5.16129,9,17.534892,1.052632,2.926829,18,16.716698
4545,350,74120.6,2,0,3,2,26,758.038435,729.059927,1.219512,3.75,8,7.276567,1.818182,2.105263,18,5.133468
4547,140,66582.91,3,7,3,6,0.02,1516.58612,1285.970003,1.016949,2.857143,8,6.055274,2.272727,2.307692,21,8.999001
4551,220,26381.91,2,4,3,2,18,532.039049,492.326459,1.538462,1.111111,10,3.476736,1.818182,0.869565,21,5.291813
4564,300,100502.51,3,0,3,2,25,2016.858582,1380.56944,0.792079,2.5,7,13.368677,1.538462,2.222222,19,13.147365
4568,300,47738.69,1,0,3,2,10,732.902844,488.7904,1,1.025641,5,0.605976,1.363636,1.886792,19,4.830801
4574,130,74120.6,4,7,3,6,0.833,1530.227528,1180.16084,1.123596,2.962963,8,21.102747,1.403509,2.083333,19,14.833333
4576,350,37688.44,3,7,3,2,8,1713.756429,1362.315724,0.983607,3.589744,8,12.921239,4,4.705882,20,8.786429
4580,220,16331.66,2,7,3,2,8,1895.357546,1414.840373,1.846154,4.242424,9,8.247738,1.818182,1.481481,17,6.243975
4592,275,12562.81,1,7,3,2,12,1938.344006,912.046919,1.587302,1.764706,9,4.387248,1.568627,2.222222,19,11.648937
4594,170,52763.82,2,7,3,2,2,1572.728461,832.006697,1.098901,4.242424,9,12.363978,1.538462,4.166667,19,10.609865
4596,210,100502.51,6,7,3,2,2,2263.371812,1366.189545,0.576923,1.764706,7,12.015173,2.222222,2.5,20,21.208459
4598,225,18844.22,3,0,3,2,10,1714.462464,1051.638445,1.367521,2.222222,9,17.424355,1.142857,1.219512,19,12.15449
4602,300,50251.26,1,7,3,6,10,1040.854074,636.854719,1.333333,3.673469,7,6.812407,2,1.818182,20,7.941538
4604,400,100502.51,4,4,3,2,26,1399.566551,796.265808,0.540541,1.764706,6,14.352238,2.264151,2,20,10.020274
4631,120,43969.85,3,0,3,6,4,589.894281,391.309852,0.816327,0.754717,7,7.117812,2.631579,1.860465,20,4.224811
4639,120,16331.66,1,7,3,2,4,730.461927,511.161442,0.714286,2.5,3,7.117641,0.983607,4.102564,16,3.018512
4663,200,37688.44,4,7,3,6,7,641.867799,521.338408,0.512821,0.571429,6,10.254673,0.740741,1.025641,20,8.787983
4687,336,32663.32,4,7,3,2,9,1208.851671,839.809448,1.473684,3.137255,8,9.027051,2.580645,3.333333,19,8.579065
4697,175,32663.32,4,7,3,2,9,780.056265,590.100745,1.333333,0.618557,7,6.247577,2.040816,2.162162,20,5.438961
4709,200,21356.78,2,7,3,2,7,1605.037543,1093.828607,1.666667,0.816327,8,6.292476,2.857143,1.176471,21,18.984603
4715,54,6532.66,2,7,3,6,9,775.590839,564.177017,2.5,1.666667,7,4.831077,2,1.967213,18,8.506964
4721,140,13819.1,4,7,3,6,6,726.998599,509.982379,1.818182,2.051282,10,4.456672,1.363636,2.5,18,9.148605
4757,224,32663.32,4,7,3,6,0.167,1120.279556,684.467557,0.516129,1.333333,6,8.903607,1,1.860465,20,8.168755
4767,217,21356.78,4,0,3,6,9,1370.182212,707.398851,1.960784,1.333333,7,6.049856,0.842105,1.73913,19,12.04475
4945,42,7537.69,5,0,3,1,3,330.700667,291.918059,0.397351,0.655738,5,1.276496,1.904762,1.5,18,2.897705
4947,36,9798.99,4,0,3,1,7,383.085479,352.603223,0.503145,1.020408,7,3.517798,1.52381,1.960784,19,4.381297
4949,56,5025.13,7,0,3,1,9,324.192081,322.075783,0.008033,1.025641,7,1.241087,1.5,2.666667,18,3.34984
4955,42,6407.04,4,0,3,6,9,339.256739,304.753063,2.352941,1.025641,8,1.595724,1.025641,2.553191,18,2.908011
4959,80,8793.97,5,0,3,6,11,463.204099,323.843929,0.784314,2.580645,6,2.440346,1.886792,2.44898,18,6.711136
4961,63,11105.53,5,0,3,2,12,533.288899,482.755338,1.219512,1.333333,7,3.202518,1.481481,2.727273,18,7.493988
4963,60,7814.07,8,0,3,1,12,310.876395,298.533704,2.222222,1.538462,7,0.764497,4.390244,3.157895,18,2.845369
4971,100,8793.97,3,0,3,1,10,304.680461,276.055633,0.97561,1.5,7,2.363232,1.95122,1.73913,18,3.372124
4973,54,10804.02,5,0,3,1,7,674.389593,534.34706,1.632653,2.857143,10,3.163305,4.117647,2.5,18,7.459045
4975,66,14120.6,10,0,3,1,13,729.24438,642.133989,1.100917,0.97561,7,3.987373,4.615385,3.076923,18,4.303172
4977,48,4522.61,5,0,3,6,12,333.044186,301.356934,0.934579,1.73913,6,2.775229,2.051282,1.538462,19,4.58466
4989,60,4522.61,7,0,3,6,12,262.564995,241.199202,0.833333,0.784314,7,1.994247,1.538462,2.272727,19,2.793239
4999,48,7035.18,4,0,3,6,5,641.854728,522.665874,1.025641,1.538462,7,4.677303,2.051282,2.564103,19,3.932746
5003,77,4321.61,6,0,3,6,8,793.986225,696.102793,0.631579,1.666667,7,3.070251,1.875,2.352941,18,9.244753
5011,84,13869.35,4,0,3,6,10,1145.624792,1011.065479,1.204819,1.111111,6,10.635093,0.84507,2.142857,18,17.392347
5023,30,1306.53,7,0,3,1,18,370.321653,298.938736,0.882353,1.052632,7,0.966168,1.25,3.157895,18,3.152502
5029,42,8040.2,4,7,3,1,18,531.331517,491.520357,1.025641,0.06263,6,0.994431,4.347826,3.75,18,4.243827
5033,60,2060.3,2,0,3,6,19,374.445831,368.599039,0.004016,0.57971,7,0.61636,2.352941,1.875,18,2.741087
5035,50,5276.38,1,7,3,1,19,220.390904,265.669327,0.503145,0.56338,6,0.945663,0.909091,2.4,18,1.336639
5039,42,11306.53,9,0,3,1,17,336.759365,323.041659,3.225806,3.636364,10,2.049218,2.5,1.538462,20,3.121028
5041,50,11557.79,3,0,3,6,8,978.069496,795.886436,0.860215,1.95122,6,8.083618,2.068966,1.702128,20,9.917732
5045,55,1306.53,1,0,3,1,15,486.326635,420.175366,1.348315,2.857143,8,3.407616,3.636364,2.181818,18,5.115558
5059,30,9095.48,6,0,3,6,19,388.771285,385.532736,1.538462,1.176471,7,2.16631,1.95122,1.923077,19,4.921049
5067,82,4271.36,5,0,3,6,1,637.148271,503.86386,0.568182,1.764706,7,1.87487,1.25,2.564103,19,6.595284
5071,56,7286.43,5,0,3,6,0.667,433.210672,376.774554,0.701754,1.052632,6,1.773379,2.941176,2.222222,18,2.431043
5073,54,9296.48,4,0,3,1,5,490.519934,441.361026,0.594059,1.621622,6,1.492194,2.222222,2.553191,18,5.17372
5083,90,6030.15,6,0,3,6,15,964.547784,956.751959,1.290323,1.538462,6,1.708258,4.888889,2.564103,19,9.323513
5084,117,1507.54,6,4,0,1,3,75.361099,69.7873,1.265823,0.754717,7,0.695251,1.025641,1.369863,19,1.497666
5109,98,3768.84,5,4,0,1,4,86.069467,77.024959,1.481481,1.538462,5,0.311175,1.355932,2.173913,19,2.192097
5111,84,1005.03,5,4,0,4,2,109.410944,104.415368,2.325581,1.265823,6,0.912186,1.298701,1.694915,19,1.265963
5160,14,1758.79,8,4,0,4,3,83.180684,75.25271,3.428571,2.903226,6,0.560323,2.857143,1.538462,20,0.385003
5177,15,251.26,2,4,0,4,3,75.064391,76.962581,0.01406,1.296296,7,0.108379,0.006025,0.004017,16,0.002772
5351,138,37688.44,5,7,3,6,7,1136.514574,653.960029,1.030928,4.375,6,12.008907,3.846154,2.439024,19,7.257534
5353,130,16331.66,5,7,3,6,5,737.474892,602.435543,0.560748,0.674157,6,3.650016,1.25,1.025641,18,4.529946
5354,109,11306.53,2,7,3,6,7,1058.350998,800.743898,0.869565,2.051282,6,13.075203,1,1.714286,18,7.237997
5355,140,42713.57,4,7,3,6,8,814.056486,634.509832,1.348315,0.547945,7,9.474392,1.538462,1.75,17,10.806321
5356,80,18844.22,5,7,3,6,3,1378.657966,976.460726,0.628931,2.857143,6,10.74352,2.142857,2.631579,19,8.613165
5358,70,6281.41,5,7,3,6,6,917.34168,833.183725,0.722892,1.395349,6,6.7956,1.666667,2,21,5.912748
5363,70,6281.41,4,7,3,6,6,577.702424,441.31246,0.714286,2.857143,5,5.717912,2,1.428571,19,5.258993
5365,140,23869.35,5,7,3,6,8,1260.444893,936.938461,0.634921,1.481481,6,12.307746,1.621622,2.4,18,13.482021
5366,319,38944.72,4,7,3,6,7,953.150275,807.220953,1.318681,1.842105,7,7.472392,3.333333,0.909091,22,8.383722
5368,70,15075.38,6,7,3,6,3,939.004341,652.736792,4.210526,4.444444,10,7.274417,4,2.12766,19,6.577424
5369,125,42713.57,4,7,3,6,10,1238.278874,895.102868,0.8,1.509434,6,15.098313,2.352941,0.963855,20,8.661381
