@relation WDF

@attribute ProfileID numeric
@attribute floor_area numeric
@attribute monthly_income numeric
@attribute total_residents numeric
@attribute roof_material_ENC numeric
@attribute water_access_ENC numeric
@attribute wall_material_ENC numeric
@attribute years_electrified numeric
@attribute AMC_winter numeric
@attribute AMC_yearly numeric
@attribute sigma1 numeric
@attribute sigma2 numeric
@attribute mu1 numeric
@attribute A1 numeric
@attribute sigma3 numeric
@attribute sigma4 numeric
@attribute mu2 numeric
@attribute A2 numeric

@data
1002651,45,2318.27,3,4,2,4,1,379.785351,306.698077,0.594059,2.352941,5,4.146997,1.875,1.904762,18,4.223355
1002654,71,3497.05,5,0,2,6,12,117.016294,146.972002,0.010042,1.95122,5,0.675878,0.645161,2.5,18,0.954425
1002655,16,1532.42,3,4,2,6,9,119.285027,316.226416,0.674157,0.402685,6,0.7647,1.73913,1.098901,19,0.909905
1002658,94,2514.73,9,4,2,4,2,392.366417,217.865716,1.411765,1.785714,6,3.456494,2.564103,1.22807,17,5.029648
1002662,135,5500.98,6,0,2,6,7,430.617212,349.197295,1.935484,0.888889,8,3.66942,1.515152,1.875,18,5.559581
1002664,17,982.32,7,4,2,1,13,204.662807,217.995168,1.333333,1.538462,6,0.579445,1.5,2.564103,19,0.68503
1002665,95,8860.51,8,4,2,4,12,351.119723,237.143722,2.564103,0.449438,6,0.74545,1.403509,2.12766,19,1.517024
1002668,33,2396.86,2,4,2,6,3,374.142191,252.487264,4.615385,2.641509,6,0.710078,2.4,2.285714,18,0.562935
1002669,37,1532.42,2,0,2,6,7,283.085227,171.837171,0.458015,1.038961,5,1.953733,1.728395,1.034483,18,3.599781
1002675,37,726.92,3,4,2,1,13,330.258208,239.982195,1.176471,1.95122,8,1.72254,3.589744,1.538462,18,2.143907
1002677,48,2259.33,3,7,2,6,1,202.311416,223.997709,1.538462,2.5,9,0.764005,2.941176,2.352941,18,2.292624
1002682,48,9135.56,5,7,3,6,5,382.34178,408.94211,0.535714,2,7,2.589236,2,1.95122,20,5.41922
1002683,63,10805.5,5,7,3,6,5,211.61204,241.951217,0.847458,0.701754,7,1.438035,1.538462,1.791045,18,5.504482
1002685,48,10314.34,3,7,3,6,6,194.232602,188.907372,0.789474,0.629921,6,1.729935,1.111111,1.666667,20,1.59722
1002686,48,8840.86,5,7,3,6,6,953.149341,743.072262,0.634921,1.904762,7,12.88086,3.076923,2.272727,19,10.727597
1002687,48,6876.23,6,7,3,6,6,539.301572,473.097833,1.016949,1.37931,6,1.707814,4.761905,1.311475,20,4.458044
1002688,72,1866.4,2,7,3,6,5,192.712114,186.362329,1.454545,0.857143,7,0.734068,1.538462,1.851852,19,1.474899
1002689,48,13261.3,4,7,3,6,6,435.177153,369.337987,0.39604,0.892857,7,6.764991,2.564103,1.276596,21,5.825661
1002693,48,3634.58,3,7,3,1,6,301.679827,286.1535,1.315789,1.95122,9,2.498098,1.052632,2.5,18,3.705019
1002696,72,6876.23,4,7,3,6,5,400.224853,354.193402,0.923077,0.851064,8,2.261767,2.926829,2.666667,20,4.242931
1002701,80,1178.78,3,7,3,6,5,330.035276,345.33025,1.818182,4.137931,8,3.577558,1.818182,2.4,18,2.770278
1002703,72,3536.35,5,7,3,6,6,188.311784,198.837302,0.5,1.176471,6,1.617,2.325581,2.253521,16,2.514792
1002705,72,687.62,5,7,3,6,6,277.22612,253.47575,1.016949,0.652174,6,1.079373,2.777778,1.818182,19,3.400563
1002709,48,4715.13,5,7,3,1,5,346.924682,313.230051,1.276596,0.377358,7,0.967851,1.333333,1.538462,16,3.864756
1002710,48,5402.75,2,7,3,1,5,316.960215,262.523693,0.006024,2,9,0.756777,2.424242,2.352941,18,4.245796
1002712,64,6876.23,10,7,3,1,5,455.58921,405.058645,1.666667,0.666667,7,1.756778,1.621622,3.076923,18,2.201444
1002713,72,5697.45,3,7,3,2,5,394.752799,350.91298,1.449275,1.538462,7,1.77657,2.142857,1.960784,19,3.718768
1002715,48,8840.86,1,7,3,6,6,364.642635,320.616126,1.538462,2,8,2.146872,2,2.068966,18,2.998268
1002719,64,5206.29,2,7,3,1,5,189.026917,219.165231,0.681818,0.731707,7,3.276274,0.75,1.851852,19,2.00945
1002720,72,2946.95,8,7,3,2,7,427.968244,394.875015,0.677966,1.666667,7,4.126949,2.051282,3.571429,19,4.193162
1002722,72,10805.5,4,7,3,6,5,558.655342,475.378085,0.529101,1.333333,7,2.993656,2.727273,2.564103,19,6.538254
1002723,64,7367.39,5,7,3,1,5,640.501356,563.995746,1.098901,3.5,8,5.463752,2.068966,4.827586,17,4.93134
1002743,100,8840.86,2,7,3,2,29,492.546775,333.332913,0.004016,1.538462,5,4.667482,2.051282,2,19,4.864545
1002744,90,10805.5,3,7,3,2,2,474.778407,319.128111,0.661157,2,7,2.637493,1.777778,2.051282,20,3.553814
1002746,100,10805.5,3,7,3,2,29,439.130683,310.616093,1.298701,0.5,6,1.192141,0.454545,1.666667,17,1.324378
1002747,72,2946.95,5,7,3,2,15,760.658553,568.755333,2.790698,4.545455,8,4.328726,2.105263,2.857143,18,8.016046
1002749,90,14734.77,8,7,3,2,30,846.800807,691.559545,0.365854,1.395349,5,2.872362,4.705882,2.631579,19,6.811808
1002754,100,18664.05,4,7,3,2,12,689.629866,543.785582,1.481481,1.818182,7,6.783659,1.578947,1.408451,19,9.680989
1002755,100,14734.77,2,7,3,2,29,1265.293668,1081.487647,1.538462,2.325581,7,4.733,2.45614,2.926829,18,8.271057
1002770,41,4420.43,3,7,3,2,25,526.204367,394.644563,1.395349,1,7,2.559935,2,2.564103,19,5.417006
1002771,36,12711.2,4,7,3,2,15,703.813405,657.673478,1.481481,2.564103,8,3.700217,1.904762,1.818182,19,5.849659
1002773,108,20235.76,4,7,3,6,20,547.516855,361.67614,1.714286,1.075269,8,1.92922,1.363636,2.564103,19,4.833271
1002778,99,18762.28,5,7,3,6,15,458.036169,289.737142,0.520833,3.076923,5,3.46561,2.962963,1.333333,14,3.364562
1002782,100,10805.5,1,7,3,2,19,385.104879,338.842132,1.473684,3.018868,8,6.635788,0.97561,2.692308,17,3.44334
1002786,80,1473.48,0,4,3,2,10,390.486811,356.788336,1.204819,1.904762,7,2.460428,1.632653,2.380952,19,4.581288
1002789,63,9823.18,2,7,3,2,29,490.903806,405.583015,1.686747,3.030303,10,4.199041,2.580645,3.478261,18,4.759484
1002790,186,14734.77,5,7,3,6,18,862.965594,673.618485,0.470588,3.589744,6,7.113744,2.702703,2.564103,19,8.641249
1002793,120,43222,5,7,3,2,29,971.598823,568.754534,1.509434,1.666667,6,7.641626,2.222222,2.040816,19,9.731296
1002794,63,19155.21,4,7,3,1,29,573.976329,439.097458,1.25,2.083333,7,5.392276,1.666667,1.612903,19,7.468732
1002795,63,12770.14,5,7,3,2,1,511.05495,393.345557,0.808081,0.595238,6,6.890624,1.417323,1.754386,19,6.086063
1002799,100,3339.88,1,7,3,2,29,551.353697,494.91606,1.081081,2.173913,10,4.689858,0.869565,1.960784,19,3.620976
1002800,48,10805.5,3,7,3,6,17,538.570059,479.046911,1.702128,0.857143,6,1.123627,1.6,2.380952,19,5.107245
1002801,100,14734.77,5,5,3,2,12,646.923629,530.65278,0.629921,3.589744,7,3.786791,2.105263,2.564103,19,5.028451
1002802,48,19646.37,4,7,3,6,15,782.400901,664.821323,3.529412,2.173913,9,4.864817,1.818182,1.904762,19,5.692184
1002805,34,3929.27,6,4,0,4,7,264.661969,283.749548,0.731707,1.176471,6,2.048933,1.25,2.307692,18,2.598706
1002806,121,4911.59,6,4,0,4,10,693.050334,405.931314,1.136364,1.25,6,7.840097,2.153846,1.754386,19,7.027283
1002807,71,2868.37,11,4,0,4,11,174.297665,274.314285,0.816327,3.125,6,1.895981,1.052632,1.754386,19,2.111477
1002810,143,6876.23,4,4,0,1,11,317.012637,276.161334,0.008033,0.923077,6,1.717762,1.470588,2.222222,18,4.082405
1002812,23,3929.27,5,4,0,4,11,229.221027,184.059537,0.57554,1.153846,6,2.100023,3.243243,2.857143,18,2.167776
1002813,92,1964.64,8,7,2,2,11,442.505112,286.614208,1.714286,1.818182,6,5.043324,4.615385,1.219512,19,4.867755
1002816,50,1532.42,5,4,0,4,11,219.516684,118.232868,1.666667,2.083333,7,2.457553,1.290323,1.724138,19,2.805804
1002819,56,1178.78,5,4,0,4,9,551.785746,476.083745,1.388889,3.181818,6,5.469722,3.157895,2.222222,19,6.4823
1002820,58,392.93,4,4,0,4,11,142.192414,143.198261,1.449275,1.590909,5,0.969261,1.304348,2.5,19,1.025224
1002832,29,196.46,1,4,0,6,10,78.235764,99.606497,2.222222,2.564103,5,0.427312,1.538462,2.5,18,0.593585
1002834,142,7701.38,6,4,2,4,11,432.068069,416.811748,1.298701,1.481481,6,6.6542,1.481481,1.754386,19,4.715564
1002842,61,5893.91,1,4,2,6,13,150.858419,171.462253,0.833333,2.051282,5,3.576873,1.860465,1.234568,19,3.728274
1002843,84,785.85,3,4,0,4,13,71.342441,143.581488,0.526316,0.632911,4,4.335022,0.909091,1.904762,18,2.254448
1002850,26,7072.69,4,4,0,6,9,959.117238,548.740108,1.538462,2,6,1.843946,2.790698,2.439024,19,3.167571
1002852,123,1532.42,3,7,0,6,11,109.744122,191.345948,0.010041,1.025641,6,0.596437,3,1.234568,19,1.257726
1002856,64,353.63,2,4,0,4,13,114.092897,113.894655,0.010041,0.062565,6,0.225241,1.176471,2.727273,18,0.844321
1002862,82,1532.42,2,4,0,6,13,190.05688,177.57409,1.445783,0.727273,7,2.577087,1.052632,2.051282,15,1.750402
1002871,44,2868.37,11,4,0,4,5,713.802656,424.307686,0.683761,4.230769,5,5.525335,1.666667,1.666667,19,6.086681
1002880,83,1532.42,3,4,0,4,11,846.102243,548.027569,1.333333,3.414634,7,10.25006,2.272727,1.967213,18,12.058749
1002883,86,1532.42,3,4,0,4,13,123.525344,84.947375,2.380952,1.538462,7,0.388072,1.5625,1.612903,19,1.484582
1002887,91,2239.69,3,4,0,6,13,126.04314,98.103543,2.564103,1.204819,6,0.49218,1.276596,1.724138,19,1.857769
1002891,132,3929.27,5,4,2,1,2,479.725712,410.591083,1.538462,0.535714,6,1.614277,1.538462,2.439024,19,2.347155
1002893,114,6483.3,6,4,2,6,3,221.990152,216.647226,2.051282,1.19403,6,0.961354,1.481481,2.702703,19,1.418474
1002895,45,1316.31,5,4,2,1,2,137.229623,122.063282,1.538462,1.621622,3,1.052377,0.625,3.076923,18,1.277522
1002896,53,2259.33,4,4,2,1,3,400.699441,332.274245,0.597015,0.571429,6,1.96574,1.176471,1.818182,18,2.885498
1002899,21,1414.54,8,4,2,1,1,547.014472,380.460706,1.351351,3.076923,5,3.768805,2.051282,2.5,17,5.510758
1002901,80,3300.59,3,4,2,1,2,307.969995,228.108553,2.5,2.051282,4,1.001322,1.785714,3.428571,18,1.379014
1002904,58,1886.05,5,4,2,1,2,193.813363,161.394326,0.714286,0.736196,6,2.180395,0.952381,1.846154,18,1.291561
1002905,91,5893.91,4,7,2,2,2,253.685792,208.702284,1.5,0.062565,6,0.627178,0.952381,2.068966,18,2.708563
1002906,95,2671.91,5,4,2,6,2,272.358178,244.197189,0.008033,1.408451,5,1.199947,1.025641,1.846154,18,4.155128
1002924,29,1394.89,4,4,2,5,2,90.697629,86.344857,1.538462,1.538462,3,0.379401,1.395349,2.564103,19,0.727728
1002925,19,3772.1,8,4,0,1,2,93.387125,106.357642,1.666667,0.08342,6,0.507346,1.010101,3.076923,18,0.869053
1002927,24,1925.34,3,4,2,1,2,95.447126,91.243927,1.25,1.333333,8,1.015334,1.025641,1.290323,18,0.860894
1002931,65,5893.91,2,4,2,1,2,140.649202,146.830561,0.731707,0.560748,4,1.25926,2.051282,2,18,1.561816
1002932,40,1571.71,3,4,2,6,2,102.08313,113.477173,1.538462,0.681818,5,0.572596,1.025641,3.043478,17,0.782289
1002934,36,1434.18,5,4,2,1,2,110.775403,83.992606,0.594059,0.784314,6,1.345563,3.636364,1.935484,15,1.014132
1002952,31,3536.35,6,4,2,1,2,109.543856,119.00246,0.004016,0.512821,6,0.339604,1.25,2.439024,19,0.8731
1002956,88,1335.95,8,4,2,1,2,102.675125,175.590043,0.008033,0.408163,4,0.248648,1.587302,1.265823,19,1.534667
1002958,129,4911.59,5,4,2,1,2,178.228393,194.824856,0.9375,1.315789,6,1.105663,1.333333,1.449275,19,2.662903
1002959,16,5265.23,6,4,2,6,2,423.988927,362.411118,1.6,3.589744,6,1.155033,1.666667,1.538462,21,1.394524
1002962,17,785.85,5,4,2,1,1,73.544729,90.779505,2.857143,1.666667,5,0.775481,1.73913,2.777778,19,1.209451
1002973,59,8840.86,2,4,0,1,1,264.759326,241.685765,0.659341,0.666667,6,1.85926,1.025641,2.5,19,1.525887
1002976,127,9823.18,2,4,2,2,3,655.588381,606.780928,1.025641,2.181818,7,1.549072,0.8,1.263158,18,5.119462
1002979,46,6876.23,5,7,3,6,14,515.770682,192.339174,5,5,6,2.810477,1.428571,5,20,1.400523
1002980,42,11787.82,1,7,3,6,3,194.295209,83.343535,1.470588,0.784314,7,1.573753,2.295082,2.439024,19,2.370781
1002982,43,4911.59,3,0,3,6,14,182.807623,93.85284,0.677966,0.857143,6,2.413263,1.538462,2.564103,19,1.759921
1002983,42,6876.23,5,7,3,6,19,348.425628,175.310132,1.136364,3.428571,6,1.671331,4.102564,2.040816,19,3.083475
1002984,41,1964.64,2,0,3,2,14,186.083151,89.003615,1.351351,1.126761,6,1.693168,2.857143,1.298701,19,2.086498
1002985,46,3929.27,1,0,3,2,14,745.211124,329.665717,0.625,0.714286,6,7.037207,2.285714,1.851852,19,8.43082
1002992,83,1925.34,5,4,2,6,0,177.561104,138.773339,0.006025,0.377358,4,0.315001,2.051282,1.666667,20,1.193969
1002999,135,4597.25,6,4,2,1,9,714.537736,257.547084,1.176471,1.538462,7,3.36414,0.909091,2.105263,18,2.919838
1003004,81,1532.42,1,4,2,6,11,78.621186,73.194571,0.004016,1.73913,8,0.040555,1.025641,2.564103,19,0.594587
1003005,75,2357.56,3,4,2,1,11,133.940449,67.729528,0.659341,1.012658,7,1.905476,1.587302,1.428571,19,2.223244
1003008,57,2750.49,9,4,2,1,11,770.413284,398.92377,0.588235,1.538462,6,4.822106,2.5,2.777778,19,7.770675
1003009,139,392.93,2,4,2,6,10,142.131887,119.408073,0.683761,0.615385,7,0.84544,1.219512,3.076923,18,1.911942
1003012,51,3889.98,5,4,2,6,11,88.460448,118.02174,1.025641,1.538462,6,0.845249,2,1.935484,18,1.235379
1003014,57,3339.88,4,4,2,3,11,203.793124,197.280536,0.004016,1.176471,6,1.034528,1.282051,1.578947,18,2.838085
1003016,114,2239.69,4,4,2,6,11,87.678656,95.247864,0.497512,1.538462,6,0.720718,1.408451,2.5,19,2.534593
1003018,77,1532.42,1,4,2,1,7,171.651192,111.643064,1.473684,2.051282,7,1.600948,2.564103,2.666667,18,2.369599
1003019,102,1414.54,11,4,2,4,7,205.534794,118.310333,1.538462,2.051282,7,1.849715,2.051282,3.076923,18,1.918929
1003022,43,589.39,2,4,2,6,9,159.660462,98.320597,1.269841,1.538462,6,0.804916,1.538462,2.439024,19,1.85238
1003023,107,0,2,4,2,6,9,214.15445,138.183867,0.683761,2.051282,8,0.824056,1.428571,2.564103,19,1.78259
1003030,157,3064.83,5,4,2,6,11,171.621214,178.120638,1.176471,0.576923,6,2.411263,2.222222,0.91954,20,2.482784
1003036,96,2318.27,5,4,2,4,9,83.896944,95.279977,2.222222,1.960784,3,0.734062,1.37931,2.564103,19,1.608828
1003042,34,353.63,2,4,2,6,10,94.5344,93.342725,1.875,1.6,8,0.274261,1.538462,2.5,18,0.746192
1003047,99,1886.05,3,4,2,6,11,109.128454,89.297438,1.538462,0.576923,7,1.001044,0.727273,3.076923,18,1.334687
1003049,89,3418.47,6,4,2,6,11,224.686352,179.927241,2.4,2.564103,3,1.064241,2.051282,2,20,2.210209
1003053,96,3064.83,10,4,2,3,10,101.957348,93.843615,1.481481,0.860215,7,1.187038,2.264151,1.369863,19,1.552836
1003055,103,1493.12,5,4,2,6,11,207.170275,191.313948,1.846154,0.821918,7,0.833906,1.538462,2.325581,19,1.771703
1003057,72,2239.69,7,4,3,6,11,144.156905,92.724821,1.403509,1.020408,7,1.767413,2.439024,2.051282,20,1.593834
1003059,5,707.27,2,4,2,6,11,182.910668,174.872594,0.006025,1.538462,6,0.468874,2.051282,1.612903,19,1.401729
1003062,214,8840.86,5,4,2,6,11,185.634168,168.023277,0.661157,0.769231,4,1.474921,2,2.051282,20,2.370894
1003063,107,5893.91,7,4,2,6,10,141.86186,143.368877,1.6,0.625,4,0.529715,1.304348,2.5,19,1.284659
1003064,167,1532.42,1,4,2,6,11,120.349395,128.598797,2.380952,1.395349,6,0.425766,2.051282,1.666667,20,0.877739
1003066,139,7858.55,7,4,2,1,9,266.006695,231.629103,1.463415,0.454545,7,0.481689,1.111111,2.564103,19,1.725132
1003069,46,392.93,1,4,2,1,13,207.071394,170.200538,2.051282,1.025641,10,0.468153,1.25,1.538462,20,1.138361
1003071,220,982.32,2,4,2,6,10,157.485627,84.508663,0.008033,1.5,6,0.400149,2.222222,1.702128,20,1.258913
1003075,94,6601.18,8,4,2,3,10,295.337942,156.08123,0.983607,0.923077,7,1.155476,1.081081,2.666667,18,4.342935
1003077,136,216.11,3,4,2,1,9,164.53915,91.35196,1.923077,1.538462,9,0.792834,1.538462,1.690141,18,3.022442
1003087,204,707.27,8,4,2,1,2,205.964702,185.547475,2.564103,0.689655,6,1.787965,1.290323,3.076923,18,1.761834
1003088,181,9823.18,5,4,2,6,2,271.43833,246.468501,1.702128,0.465116,6,1.568428,1.794872,1.785714,19,4.407173
1003089,42,1689.59,4,4,2,1,2,110.330133,100.947657,0.006025,1.428571,7,0.272568,1.052632,2.564103,17,0.472902
1003090,145,1532.42,1,4,2,1,2,84.604016,90.863012,1.428571,2.051282,9,0.272936,1.25,3,18,0.544256
1003092,60,3929.27,5,4,2,1,2,196.877471,166.709629,1.538462,1.935484,5,0.640708,2.409639,1.311475,20,1.4887
1003098,38,5893.91,1,4,2,1,2,282.141728,244.980604,3.157895,1.408451,6,1.623588,2.222222,2.051282,20,3.12876
1003137,40,9823.18,2,7,3,6,14,184.327335,167.413334,1.37931,0.659341,8,1.181125,1.851852,2.051282,20,2.477466
1003139,29,7229.86,4,0,3,6,19,360.733969,317.214464,1.081081,1.860465,6,2.847369,1.860465,2.181818,18,4.62167
1003143,56,687.62,1,4,2,4,11,203.458345,167.395119,1.234568,2.439024,6,2.100577,1.176471,1.846154,18,2.388189
1003148,68,1866.4,5,4,0,6,9,156.023884,177.639516,1.95122,1.764706,5,1.835901,1.5,2.702703,19,1.858731
1003149,35,2946.95,5,4,0,4,11,291.202125,237.023747,0.941176,2.711864,6,3.507573,2.564103,1.518987,18,3.293454
1003151,56,13752.46,3,4,0,1,13,135.316004,134.734019,0.008034,1,5,0.836257,1.22449,2.325581,19,1.494369
1003153,34,1964.64,1,4,0,6,1,290.605467,192.935357,2.564103,4.102564,9,1.614718,2.352941,2.051282,20,2.032743
1003155,81,353.63,3,4,0,1,13,77.233927,110.647922,0.004016,0.458015,6,0.415681,1.818182,1.754386,19,1.82483
1003162,34,1375.25,3,4,0,6,11,842.832856,327.801655,0.879121,0.754717,7,6.85978,2.051282,2.325581,19,4.957895
1003163,104,2239.69,11,4,0,4,11,144.244485,90.87019,1.904762,1.935484,5,1.206724,1.333333,1.666667,19,1.890072
1003170,27,3948.92,5,4,2,2,2,164.630222,129.890181,0.004016,0.810811,4,0.656196,1.395349,1.818182,18,2.546231
1003174,102,5893.91,4,4,3,1,9,172.141043,129.986997,0.006025,2.051282,7,0.82448,1.875,1.403509,20,1.673755
1003176,71,707.27,7,4,2,1,9,208.47947,151.70362,2.790698,0.104275,6,0.312718,2.051282,1.95122,20,0.815847
1003181,144,3929.27,5,4,2,1,9,299.083945,246.99515,1.5,0.666667,4,1.192421,1.904762,1.904762,18,5.707103
1003187,48,14734.77,6,7,3,1,6,559.126287,491.476318,1.09589,1.290323,7,5.06234,2.222222,2.692308,17,4.664925
1003189,72,8840.86,4,7,3,2,6,448.424016,394.829571,0.444444,0.606061,7,4.842192,2.142857,2.439024,19,5.128928
1003190,48,8840.86,2,7,3,6,5,308.037533,277.688391,1.355932,1.290323,7,0.879596,1.666667,2.553191,18,3.821072
1003195,54,10805.5,3,7,3,6,5,207.381196,167.412937,0.004016,1.153846,5,0.904064,1.818182,1.25,19,4.561648
1003196,48,16699.41,5,7,3,6,6,148.509955,131.900219,1.470588,3.076923,6,0.537405,1.363636,1.578947,19,0.858518
1003199,63,4420.43,3,7,3,6,6,394.622027,329.036641,1.269841,3.076923,6,2.084594,2,1.290323,20,4.364083
1003255,65,10805.5,3,7,3,6,10,376.575204,416.339387,1.666667,2.5,7,3.125419,2.424242,1.73913,20,5.527579
1003257,93,8840.86,1,7,3,6,10,334.482549,355.183162,1.666667,2.4,9,4.346093,1.73913,1.37931,18,4.731099
1003259,98,29469.55,1,7,3,6,2,391.881731,454.994423,2.857143,1.904762,10,1.904777,2.564103,2.162162,18,1.935374
1003260,49,14734.77,1,7,3,6,6,290.109789,323.073525,0.816327,2.5,7,4.611585,5,0.869565,20,3.921366
1003261,56,5402.75,0,7,3,6,6,255.694284,286.314724,3.076923,2.45614,7,2.190659,2.790698,2.564103,19,1.962632
1003272,71,25540.28,6,7,3,6,10,625.62623,332.547765,1.090909,0.769231,7,6.005291,1.666667,1.22449,21,5.599281
1003282,178,29469.55,4,7,3,6,10,1042.614648,837.104561,0.561798,1.043478,6,12.929952,2.272727,0.888889,20,11.143505
1003292,70,16699.41,4,7,3,6,1,583.008248,507.938907,2.222222,0.491803,8,3.271573,2.083333,1.764706,21,4.590091
1003783,37,657.89,5,4,2,4,6,169.057796,132.015769,0.860215,0.869565,7,1.475956,1.428571,2.5,18,2.320635
1003785,107,733.08,1,4,2,2,3,134.159568,105.498318,0.010041,1.538462,7,1.021709,2.5,1.538462,19,2.514111
1003789,41,1541.35,0,4,2,6,7,93.318039,122.243479,0.78125,1.333333,8,1.026372,1.2,1.846154,18,1.855487
1003794,14,714.29,5,4,2,4,2,414.293774,121.517259,1.95122,1.025641,9,0.608391,2.564103,2.264151,18,0.963539
1003796,220,44172.93,4,7,3,6,11,849.775877,493.900214,0.550459,1,6,17.207983,1.860465,2,19,17.277104
1003799,63,19736.84,4,7,3,6,12,342.431454,188.166659,1.304348,0.952381,7,2.775959,2.051282,1.851852,19,7.213057
1003800,120,6578.95,1,7,3,2,10,247.062285,137.921354,1.066667,0.597015,6,4.310236,0.701754,2.666667,18,2.938744
1003801,80,19736.84,4,7,3,6,7,637.818354,385.551393,0.731707,1.904762,7,5.408442,1.538462,2.173913,19,7.621263
1003802,392,28195.49,3,7,3,6,7,451.560354,291.817048,0.496894,1.5625,6,5.967538,2.903226,1.818182,19,7.381967
1003804,48,15977.44,6,7,3,6,3,460.569593,221.235396,0.701754,2.666667,7,5.484593,2.857143,3.589744,17,3.983794
1003807,80,19736.84,3,7,3,6,7,448.615708,285.041436,1.538462,1.538462,7,1.072718,1.851852,1.098901,19,6.951602
1003811,75,28195.49,3,7,3,6,2,417.751237,220.276494,0.540541,0.634921,7,8.241796,2,1.875,21,2.394435
1003812,150,39473.68,3,7,3,6,11,663.65627,330.926499,0.366972,1.25,6,8.761371,2.051282,1.666667,20,7.625268
1003814,115,24436.09,3,7,3,2,4,474.285843,260.907472,0.559441,1.219512,7,6.631726,2.325581,1.904762,20,3.30742
1003815,175,28195.49,2,7,3,6,2,487.946035,296.85492,0.895522,0.754717,7,3.915079,2.439024,1.860465,20,6.863526
1003826,65,15977.44,3,7,3,6,11,365.688495,207.715191,1.632653,1.538462,7,2.315133,1.25,2.051282,20,3.548733
1003828,93,8458.65,1,7,3,6,12,408.837288,244.016717,1.75,2.857143,10,6.007711,2,2.608696,18,4.502938
1003830,98,28195.49,1,7,3,6,3,469.42233,518.786513,1.632653,4.102564,9,1.889967,2,1.538462,19,1.703125
1003832,56,5169.17,0,7,3,6,7,320.975752,156.060976,1.904762,2.564103,4,0.964756,2.051282,2.051282,19,1.69381
1003835,70,24436.09,6,7,3,6,11,548.272813,231.74735,1.081081,1.034483,7,5.217423,5.454545,1.304348,21,4.297519
1003836,110,28195.49,2,7,3,2,5,407.054078,154.74925,0.857143,1.73913,7,3.549139,2.631579,1.538462,21,4.046176
1003861,200,19736.84,1,7,3,6,14,648.916174,339.349925,1.449275,4.666667,8,4.194349,1.73913,2.5,19,3.527748
1003862,68,39473.68,3,7,3,6,8,576.73844,287.352797,1.25,1.2,8,7.566802,3.076923,1.5,21,6.53346
1003865,50,12218.05,4,7,3,6,1,449.28372,289.204966,1.403509,0.816327,8,3.442946,1.702128,1.290323,22,4.584647
1003866,52,21616.54,4,7,3,6,4,109.472787,71.263508,1.95122,1.463415,10,0.798836,2.051282,2.325581,19,0.79841
1003867,62,12218.05,5,7,3,6,2,689.876888,663.891793,0.888889,2.8,7,8.698421,2.608696,2.222222,19,4.845174
1003870,65,12218.05,5,7,3,6,11,331.940593,178.875945,1.284404,2.12766,8,2.912661,1.025641,1.960784,19,5.221349
1003871,68,28195.49,3,7,3,6,2,447.048435,235.431474,0.833333,1.25,6,2.144422,1.5,2.5,18,6.201464
1003882,55,1879.7,4,0,3,6,16,209.932256,338.604648,0.447761,1.538462,4,0.618547,1.578947,2.181818,18,3.151563
1003883,52,5639.1,3,0,3,6,6,189.69992,262.494605,1.290323,1.19403,6,1.494051,2.564103,1.73913,18,2.283495
1003885,64,7518.8,1,0,3,6,16,234.208819,251.100656,0.447761,1.538462,5,2.518369,2.5,1.509434,20,3.000762
1003888,42,1879.7,2,0,3,6,14,176.480302,198.718665,1.363636,0.588235,7,1.548846,1.25,2.264151,18,2.73401
1003890,41,1503.76,1,0,3,6,16,143.12498,173.327266,1.764706,1.538462,9,1.476657,1.538462,2.352941,16,1.372044
1003891,39,11278.2,3,0,3,6,1,426.785498,366.223455,1.666667,2,7,1.817044,3.529412,1.304348,21,5.977146
1003892,39,11278.2,4,0,3,6,16,82.857092,84.877434,1.111111,1.666667,7,1.370019,1.714286,2.631579,19,1.248827
1003894,39,3759.4,6,0,3,6,14,201.893846,248.505071,2.040816,3.076923,8,2.014122,1.538462,1.587302,19,4.378569
1003896,38,8270.68,2,7,3,2,4,244.723614,166.15471,0.004016,0.833333,5,0.717132,1.714286,2.926829,18,2.35219
1003898,38,7857.14,7,0,3,6,15,131.118405,132.423884,2.5,2.051282,8,0.692935,2,1.162791,19,1.068349
1003899,39,1503.76,2,0,3,6,13,170.90198,114.084364,0.530973,2.5,6,2.987047,1.333333,1.568627,20,3.270299
1003900,31,1503.76,0,0,3,6,17,430.663442,326.997574,0.769231,1.333333,6,1.102194,4.528302,1.666667,20,5.836029
1003901,40,4323.31,4,0,3,6,4,124.610938,100.741461,1.538462,1.538462,9,0.977307,0.8,2.44898,18,1.36038
1003906,48,3759.4,3,0,3,6,17,480.579673,291.441058,0.006025,0.41958,5,0.991049,0.004017,2.352941,18,1.187512
1003907,40,0,6,0,3,2,13,253.706987,233.860379,1.2,2.325581,7,2.320527,3.076923,2.325581,19,2.759601
1003908,42,5639.1,2,0,3,6,2,369.387233,296.156227,0.006025,0.689655,4,1.352738,1.463415,1.538462,20,5.595428
1003909,36,9398.5,4,0,3,6,16,128.56157,113.112249,0.004016,1.481481,4,1.655216,1.818182,1.15942,19,1.654273
1003913,64,7518.8,3,0,3,6,17,350.885603,311.308054,1.25,1.714286,7,1.738946,2.608696,2.051282,20,3.105258
1003914,40,5639.1,4,0,3,6,15,161.080561,163.894931,0.45977,1.538462,5,0.870507,2.769231,1.960784,19,1.448789
