@relation WDF

@attribute ProfileID numeric
@attribute floor_area numeric
@attribute monthly_income numeric
@attribute total_residents numeric
@attribute roof_material_ENC numeric
@attribute water_access_ENC numeric
@attribute wall_material_ENC numeric
@attribute years_electrified numeric
@attribute AMC_winter numeric
@attribute AMC_yearly numeric
@attribute mu1 numeric
@attribute mu2 numeric
@attribute A2 numeric

@data
5011,84,13869.35,4,0,3,6,10,1145.624792,1011.065479,6,18,17.392347
5023,30,1306.53,7,0,3,1,18,370.321653,298.938736,7,18,3.152502
5029,42,8040.2,4,7,3,1,18,531.331517,491.520357,6,18,4.243827
5033,60,2060.3,2,0,3,6,19,374.445831,368.599039,7,18,2.741087
5035,50,5276.38,1,7,3,1,19,220.390904,265.669327,6,18,1.336639
5039,42,11306.53,9,0,3,1,17,336.759365,323.041659,10,20,3.121028
5041,50,11557.79,3,0,3,6,8,978.069496,795.886436,6,20,9.917732
5045,55,1306.53,1,0,3,1,15,486.326635,420.175366,8,18,5.115558
5059,30,9095.48,6,0,3,6,19,388.771285,385.532736,7,19,4.921049
5067,82,4271.36,5,0,3,6,1,637.148271,503.86386,7,19,6.595284
5071,56,7286.43,5,0,3,6,0.667,433.210672,376.774554,6,18,2.431043
5073,54,9296.48,4,0,3,1,5,490.519934,441.361026,6,18,5.17372
5083,90,6030.15,6,0,3,6,15,964.547784,956.751959,6,19,9.323513
5084,117,1507.54,6,4,0,1,3,75.361099,69.7873,7,19,1.497666
5109,98,3768.84,5,4,0,1,4,86.069467,77.024959,5,19,2.192097
5111,84,1005.03,5,4,0,4,2,109.410944,104.415368,6,19,1.265963
5160,14,1758.79,8,4,0,4,3,83.180684,75.25271,6,20,0.385003
5177,15,251.26,2,4,0,4,3,75.064391,76.962581,7,16,0.002772
5351,138,37688.44,5,7,3,6,7,1136.514574,653.960029,6,19,7.257534
5353,130,16331.66,5,7,3,6,5,737.474892,602.435543,6,18,4.529946
5354,109,11306.53,2,7,3,6,7,1058.350998,800.743898,6,18,7.237997
5355,140,42713.57,4,7,3,6,8,814.056486,634.509832,7,17,10.806321
5356,80,18844.22,5,7,3,6,3,1378.657966,976.460726,6,19,8.613165
5358,70,6281.41,5,7,3,6,6,917.34168,833.183725,6,21,5.912748
5363,70,6281.41,4,7,3,6,6,577.702424,441.31246,5,19,5.258993
5365,140,23869.35,5,7,3,6,8,1260.444893,936.938461,6,18,13.482021
5366,319,38944.72,4,7,3,6,7,953.150275,807.220953,7,22,8.383722
5368,70,15075.38,6,7,3,6,3,939.004341,652.736792,10,19,6.577424
5369,125,42713.57,4,7,3,6,10,1238.278874,895.102868,6,20,8.661381
5370,70,12562.81,6,7,3,6,1,530.00371,268.959047,6,18,3.901602
5371,165,52763.82,5,7,3,6,6,1143.532196,866.725464,7,17,12.103553
5373,120,32663.32,4,7,3,6,5,1044.017478,898.686493,6,19,8.965669
5374,75,7537.69,4,7,3,6,6,631.095798,544.406525,6,19,2.861289
5378,70,5653.27,3,7,3,6,3,848.725495,717.248583,6,19,5.09742
5381,200,32663.32,4,7,3,6,8,1550.177231,1281.502705,6,19,9.763585
5385,164,30904.52,4,7,3,6,7,1027.258654,839.878054,6,18,8.033402
5388,400,32663.32,5,7,3,6,8,1522.716555,1195.050602,6,18,17.205463
5389,109,21356.78,3,7,3,6,2,788.003072,535.488703,7,18,6.440097
5393,222,96733.67,4,7,3,6,8,1747.12906,1070.490399,7,17,10.88958
5395,250,18844.22,4,7,3,6,7,1306.781341,1096.108402,7,19,5.947384
5398,120,42713.57,4,7,3,2,4,976.214499,532.561634,6,18,9.775353
5399,90,12412.06,5,7,3,6,5,1557.698705,993.410486,7,17,14.362122
5401,290,85427.14,4,7,3,6,3,691.629047,434.694783,5,18,3.075986
5402,450,54020.1,3,7,3,6,6,1093.574158,638.851082,6,18,10.207261
5403,200,26381.91,5,7,3,6,3,855.736722,535.373967,6,18,9.439248
5405,140,12562.81,3,7,3,6,8,759.001622,584.743061,8,20,4.530216
5406,120,13819.1,4,7,3,6,1,866.519534,688.069993,6,19,5.783289
5407,90,11306.53,5,7,3,6,8,1075.593932,1035.703105,6,20,11.392257
5408,145,26381.91,4,7,3,6,7,704.486058,539.393037,6,21,8.709078
5409,160,13819.1,5,7,3,6,8,1542.761705,1070.029541,7,20,16.255759
5416,234,21356.78,3,7,3,2,5,1000.523533,777.522951,6,20,7.458985
5417,312,3015.08,5,7,3,6,3,975.701817,737.790337,6,18,6.760836
5419,202,8793.97,4,7,3,6,4,1196.318351,980.79308,6,18,12.308199
5421,180,59045.23,4,7,3,6,5,998.641145,678.961862,7,18,6.002212
7047,84,2857.14,4,4,0,1,6,134.48966,69.017177,4,19,2.029485
7057,72,952.38,6,4,0,2,4,107.101392,56.264768,7,18,2.186688
7058,76,3571.43,8,4,0,1,4,144.175581,76.984379,4,19,1.96368
7066,15,4761.9,7,4,0,4,4,207.977797,113.415108,6,19,1.965419
7067,84,2380.95,4,4,0,1,4,255.060144,124.803692,6,19,2.009878
7068,112,1452.38,6,4,0,1,4,246.472713,132.508601,6,18,2.84498
7069,76,2380.95,7,4,0,2,4,145.309958,69.097885,4,19,1.580567
7070,32,9523.81,5,4,0,5,3,185.378577,93.238774,7,18,3.169044
7071,54,1190.48,5,4,0,4,4,108.765644,55.0449,9,18,2.330154
7072,63,2380.95,3,4,0,1,4,188.485031,86.256132,4,19,1.313827
7073,24,1357.14,3,4,0,1,4,140.146316,89.862573,8,19,1.886864
7074,64,4761.9,6,4,0,8,4,92.865815,53.408516,6,19,1.47925
7075,48,2380.95,7,4,0,1,4,117.704464,56.291726,7,19,0.941085
7077,48,1190.48,5,4,1,1,4,161.572584,82.394973,6,18,1.491859
7081,20,19047.62,1,4,0,5,1,114.794059,50.538136,6,18,1.942372
7083,140,2380.95,7,4,0,1,4,135.086028,126.711166,6,19,1.546171
7098,80,952.38,7,4,0,1,4,124.943206,50.024097,7,19,1.915785
7100,15,3571.43,8,4,0,4,4,127.792548,66.069634,6,18,1.390338
7102,84,4857.14,13,4,0,1,4,128.418038,64.737329,6,18,2.214376
7107,80,1357.14,8,4,0,1,4,125.746062,106.697304,7,19,1.833138
7108,55,1357.14,5,4,0,1,4,84.578069,78.28449,6,19,1.483388
7112,144,952.38,1,4,0,1,4,123.517591,62.608337,6,19,2.363469
7117,67,17857.14,2,7,3,6,1,475.805842,450.380358,10,18,4.509801
7119,60,17857.14,1,7,3,6,6,323.790235,347.449117,7,18,1.152464
7120,84,25000,2,7,3,6,3,455.712229,410.361766,8,20,5.318571
7133,90,11904.76,3,7,3,6,6,462.650044,404.574025,7,19,5.483259
7136,80,30952.38,4,7,3,6,1,313.779603,239.4148,6,19,4.798463
7140,74,10714.29,5,7,3,6,2,430.017827,447.155086,6,19,3.450593
7142,55,15476.19,1,7,3,6,4,153.30403,155.738675,6,19,1.437036
7147,78,30952.38,4,7,3,6,4,494.63073,579.319743,9,19,5.944419
7149,48,30952.38,2,7,3,8,3,370.920227,349.692206,6,18,3.67586
7162,80,13095.24,2,7,3,6,1,398.373276,380.955727,7,22,5.672991
7168,112,15476.19,4,3,3,6,5,740.54623,708.207528,7,19,8.987652
7170,130,35714.29,3,7,3,2,6,530.967035,542.145641,6,19,7.950009
7174,65,11904.76,1,7,3,6,4,178.046464,223.457386,6,21,0.856899
7180,55,19047.62,2,7,3,6,4,441.404019,441.506262,7,18,3.930855
7181,70,20238.1,4,7,3,6,1,628.064648,611.474041,7,18,5.669449
7185,170,45238.1,4,7,3,6,7,824.150805,499.897903,7,20,10.575835
7187,67,22619.05,2,7,3,2,7,315.84137,286.930525,7,21,3.953452
7188,63,17857.14,4,7,3,2,6,674.371909,619.099909,8,19,11.705373
7208,700,70238.1,1,7,3,2,7,1428.971229,1452.575102,7,18,16.079699
7212,450,45238.1,4,7,3,2,13,1197.700771,1417.713669,7,19,19.494623
7218,400,45238.1,5,4,3,6,5,2398.776121,1691.650524,7,18,23.092891
7225,320,84523.81,3,7,3,2,1,1459.74342,1486.985211,6,19,9.642611
7239,410,63095.24,5,3,3,6,1,1494.934254,1475.322419,7,19,16.701033
7246,400,45238.1,3,7,3,2,16,1051.632811,1017.015073,7,21,13.412415
7250,680,95238.1,4,7,3,2,5,910.972331,947.229108,4,17,18.550294
7541,40,8333.33,3,7,3,2,5,241.789783,253.760419,6,16,0.812097
7580,35,9523.81,12,4,1,4,3,263.977514,135.52006,7,19,3.835853
7594,15,1190.48,4,4,0,4,4,89.77367,50.301372,4,18,0.799381
7596,48,3809.52,1,4,1,1,3,87.358183,58.9646,6,18,1.409446
7603,45,2571.43,3,4,1,4,3,181.43995,158.870551,7,18,2.074223
7608,24,1285.71,1,4,0,4,4,156.295116,161.267218,7,16,1.874379
7618,54,2380.95,5,4,0,4,3,157.564355,149.546545,6,19,2.800487
7620,60,2571.43,4,4,0,1,4,89.348336,73.869136,6,19,1.257333
7627,17,1285.71,0,4,0,4,3,395.990276,184.725418,8,18,3.399491
7636,77,1285.71,4,4,1,1,4,73.734656,52.100002,6,19,1.270719
7647,17,1285.71,1,6,2,4,4,114.618863,66.571941,7,18,1.52508
7654,27,2380.95,14,6,1,4,5,147.739838,114.056888,6,19,2.349145
7659,56,9523.81,5,4,1,1,5,170.068596,133.219135,5,18,2.142492
7661,21,952.38,5,4,1,4,5,118.960076,90.677014,6,19,0.404199
7663,96,4761.9,7,0,0,1,5,350.767034,257.591651,6,18,5.025167
7667,42,1476.19,5,4,1,1,5,193.914719,153.445131,10,19,1.595108
7668,36,2380.95,4,4,1,1,5,308.875976,259.886254,7,18,1.655907
7672,24,1357.14,4,4,1,1,4,187.657098,156.587819,5,16,2.438097
7675,9,1261.9,4,4,1,4,5,202.330865,195.919264,6,18,2.5056
7677,70,10714.29,5,4,2,1,5,372.397118,294.621285,5,17,2.248312
7689,104,2571.43,8,0,2,1,4,151.713464,110.325898,6,19,2.099934
7690,98,952.38,2,4,2,1,3,284.639002,234.164831,8,18,1.915722
7691,42,1666.67,6,4,1,4,5,92.650648,80.393466,6,18,1.344045
7694,60,2500,3,4,1,1,5,182.102986,158.94664,4,18,2.080823
7695,150,9523.81,6,4,2,1,5,237.672262,201.472468,5,19,3.502159
7698,32,119.05,6,4,1,4,5,107.931817,77.949948,6,19,1.535654
7701,99,2500,4,4,3,4,5,214.975526,174.511568,6,20,1.673856
7702,55,1190.48,4,4,2,4,5,182.624854,198.979862,6,20,1.487321
7703,63,2500,8,4,0,1,5,207.956828,181.140065,6,18,1.94472
7705,24,2071.43,3,4,1,4,5,186.526259,212.838085,6,15,1.63732
7707,16,1785.71,2,4,1,4,5,119.433893,116.139851,6,18,1.038248
7710,20,1285.71,1,4,0,4,5,102.76601,69.96647,6,18,1.525641
7712,24,2714.29,2,4,1,4,5,104.078309,100.492581,8,18,0.982384
7715,32,6523.81,26,4,0,1,5,367.448413,535.616368,6,19,4.268566
7716,36,3071.43,7,4,0,4,5,229.362334,186.608894,6,18,2.574838
7718,48,2380.95,7,4,0,4,5,156.905743,156.905743,6,19,1.635706
7736,10,238.1,6,4,0,4,5,123.773289,50.48621,1,19,0.481061
7738,96,714.29,7,4,1,1,5,127.579738,51.5473,1,19,0.645958
7749,27,2476.19,9,4,2,4,5,185.228895,57.634498,5,19,1.083227
7763,119,4047.62,2,4,2,2,5,305.22177,131.959493,6,18,2.917331
7774,20,2000,4,4,2,4,5,137.580665,63.942005,5,20,0.921405
7775,168,1190.48,5,4,0,1,4,123.062104,52.042033,6,20,1.277586
7776,192,2571.43,5,4,0,1,5,277.71292,117.404627,6,17,3.860517
7797,119,3904.76,10,4,0,1,4,339.516708,149.676792,2,19,3.950966
7798,50,1285.71,4,4,2,1,5,181.507787,84.159177,6,18,2.625682
7800,104,1142.86,6,4,1,1,5,156.581598,72.320731,3,20,1.047353
7829,18,5357.14,3,4,0,8,6,116.726458,105.535588,7,18,1.842196
7885,140,1357.14,4,4,0,1,6,82.740643,102.877729,8,18,2.063006
7892,8,1380.95,4,4,0,1,6,118.858298,106.04906,8,18,3.251153
7912,91,2714.29,6,4,3,1,6,142.136017,180.785,9,18,3.212923
7953,18,1357.14,5,4,2,4,5,169.739243,135.283518,6,19,1.440018
7961,60,1357.14,8,4,0,4,5,87.058544,54.285008,8,18,1.457964
7984,40,1904.76,7,4,0,4,5,122.503669,70.168112,7,19,1.555535
8019,120,714.29,6,4,0,2,5,251.837352,210.352203,6,19,2.82063
8263,37,871.46,9,4,0,4,4,202.547158,165.16317,7,18,2.216101
8266,70,2265.8,5,4,0,1,4,130.41229,87.714796,6,18,1.657287
8270,88,2178.65,4,4,3,2,5,128.191063,142.727354,6,19,3.046844
8299,70,3028.32,4,4,1,1,3,86.95238,110.735929,6,18,0.895959
8300,45,7625.27,9,4,0,4,4,107.187753,78.433801,6,20,1.364756
8306,80,2222.22,0,4,0,4,4,159.030305,154.264536,8,18,2.324181
8316,117,6535.95,8,4,0,4,4,95.831153,79.150735,6,19,2.731718
8321,32,1089.32,3,4,0,4,4,538.241802,365.572204,8,18,4.851061
8323,20,653.59,4,4,0,4,5,102.399301,82.255655,6,18,2.138007
8329,6,283.22,4,4,0,4,5,205.474214,87.703064,6,18,2.239764
8339,92,1742.92,9,4,0,1,4,238.186307,182.597493,6,19,2.957564
8340,54,0,5,4,0,4,4,110.247254,60.21198,8,18,1.15625
8343,48,1350.76,0,4,1,4,4,84.895792,53.558766,9,18,0.995912
8355,26,1350.76,12,6,1,4,10,150.705816,117.594924,6,19,2.213148
8359,56,8714.6,6,4,1,1,6,217.380184,174.919207,6,19,1.364073
8360,49,1089.32,5,4,1,4,6,123.360482,136.622605,5,18,2.512754
8362,26,1089.32,7,4,1,4,7,86.066589,105.827769,6,18,0.665957
8365,88,2178.65,1,4,1,1,6,74.040425,165.445255,8,17,0.833955
8366,55,1372.55,8,4,1,1,6,121.419203,132.406889,6,18,1.332736
8368,90,6535.95,8,4,0,1,6,308.142148,324.564642,7,19,3.405912
8372,154,1633.99,3,0,2,2,12,382.26147,309.671397,7,17,2.56506
8378,88,1350.76,3,4,0,1,12,184.533049,215.185965,5,18,2.477117
8382,56,2440.09,6,4,1,4,8,321.531222,247.540041,6,18,3.10934
8385,155,14161.22,4,5,3,1,10,311.229023,305.272576,5,19,2.333516
8387,14,283.22,4,4,0,4,10,192.058971,304.604742,5,18,1.142549
8388,109,1089.32,4,7,0,1,10,261.079617,239.428008,7,16,1.923066
8390,21,871.46,4,4,1,4,3,80.767972,69.314279,6,19,0.878291
8391,54,1285.4,12,4,1,4,3,350.651283,296.491468,6,15,2.460587
8401,122,1350.76,4,0,2,2,10,244.121666,160.025975,6,20,2.309461
8402,98,326.8,1,4,2,1,6,312.005134,281.792319,10,18,2.313325
8404,22,1416.12,6,0,0,4,4,105.041473,78.330005,6,18,0.990226
8406,22,1633.99,5,4,0,4,10,73.657008,58.760277,6,18,1.279603
8408,64,3485.84,4,4,1,1,6,164.252871,155.111733,4,18,1.812625
8411,56,435.73,2,4,1,1,10,96.065722,52.27683,5,18,0.596441
8417,74,566.45,4,0,2,2,7,153.453308,154.344449,6,19,2.4625
8418,36,2178.65,10,4,0,4,8,230.054493,244.077145,7,18,2.068843
8420,48,2832.24,7,4,2,2,10,129.015737,186.345779,6,20,1.458101
8421,70,12135.08,9,0,2,2,10,176.770053,223.430046,6,18,2.368029
8424,28,1350.76,3,4,1,4,10,251.259862,222.495064,6,15,2.597029
8426,31,2701.53,16,4,0,4,8,764.552794,534.150435,6,17,8.970124
8427,19,0,1,4,0,4,8,238.424048,206.542361,5,18,2.543814
8428,17,501.09,4,4,0,4,10,239.427064,149.964286,7,17,2.499961
8430,60,8714.6,7,4,1,4,8,297.166545,270.489702,8,18,2.534554
8432,27,2701.53,1,0,1,2,10,174.327126,145.584799,7,19,0.406715
8433,16,3050.11,1,4,1,4,10,159.340304,156.71371,8,18,1.579889
8439,36,2222.22,12,4,0,4,6,584.905115,371.540912,6,18,8.047055
8442,49,871.46,5,4,1,1,10,194.453736,333.299172,5,20,1.138813
8445,32,871.46,5,4,1,2,8,141.255517,133.6869,6,17,3.030153
8446,63,3572.98,6,4,1,1,8,199.335388,232.005565,7,18,1.997755
8449,34,1307.19,12,0,0,1,10,106.887337,96.977031,6,19,1.52311
8450,46,1742.92,10,0,0,1,5,123.725082,143.189455,6,18,1.501697
8465,40,2178.65,10,4,0,4,6,268.020316,167.216261,7,18,5.025608
8470,63,1742.92,3,4,0,1,6,106.1918,97.780667,7,19,1.262312
8474,24,1350.76,2,4,0,4,4,229.545979,67.982756,7,18,1.132685
8476,72,1742.92,6,4,0,2,6,118.766992,98.074673,7,19,1.685084
8479,90,1350.76,2,4,0,4,7,136.147831,117.576028,6,18,2.044458
8483,32,3921.57,6,4,0,4,3,92.741112,85.558379,6,18,1.32339
8487,20,4357.3,4,4,0,4,2,143.618236,61.896143,7,19,1.87571
8505,36,435.73,2,4,0,4,10,92.037249,57.601569,7,19,1.446442
8509,35,579.52,7,4,0,1,8,194.100447,84.824142,5,18,3.555892
8523,23,762.53,1,4,0,4,8,349.620797,259.221779,10,19,3.294856
8538,41,827.89,3,4,0,1,3,109.325334,110.887472,8,18,1.617139
8540,31,1633.99,12,4,0,4,4,132.129356,90.224615,7,19,1.84807
8577,50,2178.65,0,4,0,1,7,384.751657,357.590832,2,18,1.074189
10159,100,566.45,9,4,0,4,4,184.34042,175.867939,9,19,2.398532
10160,130,871.46,5,4,0,1,5,78.250271,93.454195,7,18,1.141592
10163,60,2265.8,7,4,0,1,4,176.598219,96.723834,8,18,3.296445
10169,34,653.59,5,4,0,1,8,119.724734,52.819803,6,19,2.298129
10172,47,1198.26,7,4,0,1,5,248.016771,136.813477,6,19,2.63337
10174,148,2614.38,4,4,0,1,5,160.065446,101.003369,4,19,2.346987
10175,31,1350.76,3,4,0,1,8,136.153878,52.548676,6,19,1.118763
10177,74,1655.77,13,4,0,1,5,286.742416,154.236222,6,19,3.13207
10178,207,3921.57,4,4,0,1,4,176.376206,119.595206,6,18,1.995993
10181,42,6100.22,6,4,0,4,5,113.033304,72.405683,4,18,2.04407
10189,22,1742.92,6,4,0,4,5,146.607455,74.732544,6,19,2.160717
10190,60,2178.65,5,4,0,1,5,259.622373,119.374966,4,19,1.996073
10191,106,1350.76,4,4,0,1,5,193.356311,91.254805,4,20,2.207851
10193,114,283.22,7,4,0,1,5,118.06865,78.881091,4,19,1.278033
10194,45,1851.85,4,4,0,5,3,199.108942,111.880212,6,17,3.086474
10197,51,1089.32,2,4,0,1,5,140.845356,111.079665,6,18,1.342663
10199,153,1350.76,3,4,0,1,5,114.346655,110.262035,8,18,1.584186
10200,46,2178.65,6,4,0,8,5,122.603097,68.709649,6,19,1.414478
10201,50,1742.92,5,4,0,1,5,94.746829,68.00616,7,19,0.921126
10204,84,718.95,6,4,0,1,6,148.606296,100.774129,6,19,1.335397
10207,84,0,3,4,0,1,5,98.047647,69.609761,1,19,1.007407
10210,85,4357.3,5,4,0,1,4,125.326515,111.55617,5,19,1.729302
10213,105,4357.3,6,4,0,1,5,99.503769,78.184872,6,19,1.68552
10223,91,1089.32,6,4,0,1,5,116.955919,67.58798,6,19,2.206131
10227,31,1350.76,1,4,0,1,5,460.198001,174.114675,6,19,0.17904
10241,82,1525.05,5,4,0,1,5,82.146933,64.616973,7,18,1.224576
10242,103,4357.3,8,4,0,1,5,137.680208,128.472918,4,19,1.981755
10245,257,11982.57,2,4,3,1,8,297.114927,251.574759,7,20,5.074617
10253,64,2222.22,2,4,0,1,5,154.743274,139.108178,6,19,0.867157
10256,111,2701.53,10,4,0,4,5,83.317456,77.863516,7,18,1.30638
10262,44,566.45,7,4,0,1,4,220.179376,213.986867,6,18,2.662187
10404,84,566.45,5,4,0,4,6,85.134317,51.707996,7,19,1.58712
10408,42,3267.97,2,4,2,1,6,161.822512,94.236753,7,19,2.410855
10413,42,1350.76,4,4,0,4,6,113.723114,113.167231,6,18,1.744867
10429,48,3921.57,10,4,0,1,7,294.485251,246.116437,7,19,4.028155
10437,32,1002.18,5,4,0,4,2,150.107444,71.074731,6,18,2.054476
10445,51,2178.65,5,4,0,2,4,143.101754,138.001149,6,18,1.549787
10446,75,6564.27,7,4,0,1,7,309.240139,180.254693,9,19,3.080266
10453,48,217.86,6,4,0,4,6,205.891611,117.542473,6,19,2.907744
10459,72,2178.65,6,4,0,4,1,124.500237,80.895007,7,19,1.150093
10460,68,2614.38,3,4,0,4,7,83.459345,74.23098,6,18,1.402956
10471,80,2614.38,9,4,0,2,7,424.639605,259.836044,6,19,3.505584
10472,50,4793.03,6,4,0,4,1,97.510169,56.302127,6,20,1.362039
10474,70,1633.99,4,4,0,4,6,112.088865,106.447171,6,19,1.461058
10478,80,566.45,15,4,0,4,6,421.935653,190.18458,8,19,3.471728
10479,47,283.22,7,4,0,1,7,198.005997,192.42728,7,20,3.555705
10481,42,3921.57,10,4,0,4,5,284.095983,197.923801,6,20,2.234786
10499,120,1089.32,6,4,0,2,6,229.054707,202.491298,6,19,1.606591
10506,52,2178.65,4,7,3,1,2,216.472212,249.299282,6,18,2.290586
10507,64,3921.57,3,7,3,6,2,302.352684,233.661693,7,20,3.172957
10509,52,3267.97,4,7,3,6,2,188.709789,192.382173,5,19,2.302365
10510,52,4901.96,4,7,3,6,3,497.825247,422.758493,10,18,4.58037
10511,54,1416.12,5,7,3,6,2,184.900273,195.062885,7,16,1.283498
10517,64,7625.27,1,7,3,6,2,288.024004,263.094999,6,19,2.864799
10519,54,4901.96,5,7,3,6,2,351.121704,336.059582,5,18,3.238292
10523,64,4901.96,3,7,3,6,2,160.72281,159.640633,6,17,2.559646
10525,54,3921.57,3,7,3,6,2,345.44513,306.649409,7,18,3.825672
10530,64,5991.29,4,7,3,6,2,547.905538,470.559096,7,19,6.491165
10531,64,1851.85,3,7,3,1,2,348.370259,318.867649,6,19,1.84929
10532,64,3921.57,5,7,3,6,3,511.316487,437.365359,7,18,4.611646
10535,64,7625.27,5,7,3,6,2,351.630184,332.836856,6,18,6.086224
10537,52,3267.97,3,7,3,6,3,165.178992,162.917609,6,19,1.597455
10538,52,2614.38,5,7,3,6,3,637.478176,522.899302,6,18,11.975593
10539,45,9259.26,7,7,3,6,3,472.422778,443.730654,6,19,3.662944
10540,64,4901.96,6,7,3,6,2,219.333533,209.21357,7,18,0.724075
10547,72,15468.41,8,7,3,6,3,394.665911,418.222717,6,19,1.943034
10548,72,3921.57,5,7,3,6,3,341.599212,344.617734,8,22,2.147003
10553,72,3050.11,3,7,3,6,3,260.16166,249.741919,8,17,2.028197
10557,52,2505.45,4,7,3,6,3,246.877583,246.275509,8,19,4.018486
10559,64,7625.27,4,7,3,6,2,625.095507,523.661842,6,21,4.232731
10561,64,2832.24,2,7,3,6,3,374.891385,330.172578,7,18,5.750063
10563,64,3267.97,4,7,3,6,2,250.557463,241.965714,7,17,2.949373
10569,64,2832.24,5,7,3,6,2,323.621769,218.537051,7,16,2.621296
10572,64,8474.95,11,7,3,6,2,506.849561,400.706517,7,18,3.810107
10573,64,9803.92,5,7,3,6,2,289.616049,231.250638,6,18,3.200683
10574,64,2287.58,3,7,3,6,2,532.121907,441.36305,6,19,5.372178
10578,52,3921.57,5,7,3,6,2,347.045041,251.101568,10,19,2.827305
10579,64,4466.23,5,7,3,6,3,376.510546,290.772889,10,19,3.033032
10580,64,2766.88,9,7,3,6,2,570.1602,419.529772,7,18,4.146611
10581,62,1416.12,2,7,3,6,2,211.553842,131.470514,10,19,1.682919
10583,52,1633.99,5,7,3,6,2,371.574423,284.538896,6,18,3.831739
10590,62,16339.87,4,7,3,6,7,275.998423,189.327995,8,19,4.355221
10593,75,26143.79,2,7,3,6,3,334.703977,233.255177,6,22,3.830474
10598,60,17429.19,3,7,3,6,2,554.094853,308.99107,10,18,3.871779
10600,58,17429.19,1,7,3,6,7,281.689364,243.737708,7,17,1.984685
10604,110,5446.62,4,7,3,6,5,718.606252,462.867088,6,18,5.678565
10605,80,17429.19,2,7,3,2,1,196.106784,170.479339,7,18,1.257382
10606,90,21786.49,5,7,3,6,1,132.608624,77.87714,7,19,1.655347
10618,70,16339.87,5,7,3,6,3,471.185444,388.519397,7,19,4.595344
10621,100,13071.9,2,7,3,6,1,388.95964,262.115418,10,18,5.527619
10626,78,10893.25,6,7,3,6,1,643.573959,465.780225,10,19,4.629728
10627,68,7625.27,6,7,3,6,7,485.067307,387.497794,10,19,2.741162
10628,48,16339.87,2,7,3,2,1,369.722264,202.866797,7,21,3.253317
10644,85,20697.17,2,7,3,2,1,148.712119,172.56797,7,19,3.76391
10650,112,10893.25,3,7,3,6,7,605.744646,503.227622,7,20,4.470696
10651,62,23965.14,3,7,3,6,7,599.356743,467.705328,6,19,5.972502
10652,130,38126.36,3,7,3,2,8,647.738106,463.281202,6,19,8.902929
10657,62,8714.6,2,7,3,6,1,399.235244,324.614578,6,20,5.818517
10671,266,45751.63,6,7,3,2,4,1144.784692,1015.460013,7,18,14.142006
10672,350,50108.93,1,7,3,2,8,1042.884289,866.843882,8,20,4.886965
10674,254,45751.63,1,7,3,2,2,2822.514884,1160.677359,7,19,13.889122
10680,293,32679.74,4,7,3,2,6,1520.117098,569.385246,7,18,19.206332
10689,320,57734.2,1,7,3,6,1,533.47147,407.305297,8,19,1.147453
10690,450,45751.63,2,7,3,2,2,1720.119205,1082.161024,7,18,10.945588
10691,519,64270.15,1,4,3,2,8,1889.188493,936.756522,7,18,16.936564
10694,450,57734.2,4,7,3,2,11,1281.947599,833.170084,6,22,14.086625
10696,450,45751.63,4,7,3,2,14,2232.760763,1212.705579,7,21,16.423704
10707,400,57734.2,1,7,3,2,13,517.042556,548.987039,7,19,1.872299
10708,440,45751.63,4,4,3,2,6,2383.678925,1073.332211,8,21,17.216247
10715,308,51198.26,3,7,3,2,5,1923.572754,1227.44173,9,17,10.643064
10716,187,70806.1,4,7,3,2,14,1089.380934,595.823435,6,19,6.589591
10718,320,64270.15,3,7,3,2,2,1818.72604,1265.535594,6,18,11.944115
10719,400,77342.05,3,7,3,2,1,2631.501285,1260.81064,10,18,11.46147
10722,320,64270.15,3,7,3,2,16,1286.150479,903.330173,8,22,10.570964
10726,400,45751.63,1,7,3,2,7,1258.113848,855.551878,6,19,12.519595
10727,550,70806.1,4,7,3,6,6,1078.788107,2143.079997,8,18,18.353128
10736,700,87145.97,6,7,3,2,17,2435.121502,976.397395,9,18,20.349662
10743,340,77342.05,2,7,3,2,1,1401.702553,824.576359,8,19,8.263826
10751,300,51198.26,4,7,3,2,1,1281.810426,1113.774415,6,19,8.870304
10756,110,4901.96,2,7,3,6,26,752.285892,609.054597,8,20,9.323863
10757,90,50108.93,4,7,3,6,10,609.793147,538.548152,6,19,4.368072
10760,144,4901.96,7,7,3,6,27,531.363479,426.404708,6,18,5.219301
10762,72,1198.26,1,7,3,6,26,1438.966502,1064.489599,9,20,9.374024
10768,108,30501.09,2,7,3,6,25,661.478389,599.788467,7,19,6.477313
10770,162,25054.47,3,7,3,6,3,506.090554,463.345172,7,19,3.210704
10772,80,5991.29,2,7,3,6,26,365.036524,276.992142,6,20,5.290794
10773,160,2069.72,1,7,3,6,12,540.74375,303.243662,8,22,3.676659
10774,72,11982.57,4,7,3,6,9,454.650475,364.542679,6,18,4.582122
10775,200,7080.61,2,7,3,6,26,416.530931,391.82505,6,19,2.009313
10776,160,4901.96,8,7,3,6,12,907.36934,754.31057,7,18,7.995151
10778,72,2287.58,3,7,3,6,10,766.337687,611.977537,10,19,5.395129
10779,160,7625.27,3,7,3,6,5,659.892779,538.68557,6,19,6.633402
10787,108,16448.8,7,7,3,6,12,609.738667,469.707391,7,19,8.343225
10788,108,20370.37,2,7,3,6,25,562.083915,474.61022,6,18,6.699481
