all_scores,batch_fit_time,dbi,mia,n_sample,silhouette,t0,total_sample,transform,experiment_name,som_dim,n_clust,date
6.800456774397711,0.03803300857543945,1.0605063941698267,1.53339892954304,313,0.23912796206804587,1643190179.0653954,313,,1200_2500,0,21,2022-01-26
5.742669062585081,0.041535377502441406,1.0147448784368345,1.4787604143071795,313,0.26130089345212204,1643190179.1269479,313,,1200_2500,0,22,2022-01-26
6.366078282267649,0.05704927444458008,1.0625419950231665,1.4742044197362831,313,0.24605479790936435,1643190179.203514,313,,1200_2500,0,23,2022-01-26
6.208352024344753,0.05254530906677246,1.0496137272002908,1.449130429003257,313,0.24499693071866335,1643190179.274575,313,,1200_2500,0,24,2022-01-26
6.054892355433139,0.06155252456665039,1.0381026216999352,1.4010158572493727,313,0.24020216200023842,1643190179.3576462,313,,1200_2500,0,25,2022-01-26
5.975396733751388,0.06355476379394531,1.0455802941951886,1.3736644027411988,313,0.24036503253933705,1643190179.439717,313,,1200_2500,0,26,2022-01-26
6.045742009669112,0.06805872917175293,1.0527434038550023,1.3690196239158519,313,0.23838701296225975,1643190179.5342982,313,,1200_2500,0,27,2022-01-26
7.084970156593794,0.05554819107055664,1.133940945281579,1.4036019324008777,313,0.22464479974477247,1643190179.611865,313,,1200_2500,0,28,2022-01-26
5.9569881204986626,0.04003429412841797,1.0518436284598403,1.308603432334022,313,0.23106411405198435,1643190179.674419,313,,1200_2500,0,29,2022-01-26
5.812712702889542,0.03903388977050781,1.0451210896358791,1.2864837232855773,313,0.2313087433360794,1643190179.7334697,313,,1200_2500,0,30,2022-01-26
5.207497177395237,0.06955957412719727,0.9799584040270889,1.2607605297232276,313,0.23725272131321798,1643190179.825048,313,,1200_2500,0,31,2022-01-26
5.2155124307134635,0.07256174087524414,1.0189129670153212,1.2577898698775805,313,0.2457243511973501,1643190179.9226322,313,,1200_2500,0,32,2022-01-26
5.237432957332061,0.0515446662902832,0.9997651188774919,1.253786371075759,313,0.2393332555351815,1643190179.9986975,313,,1200_2500,0,33,2022-01-26
5.1726686291930015,0.0785667896270752,1.0192933060149725,1.2398378417310243,313,0.2443145894728705,1643190180.1037874,313,,1200_2500,0,34,2022-01-26
4.589852845347237,0.05354642868041992,0.9561405799473779,1.1884148436309978,313,0.24756603230957192,1643190180.1843572,313,,1200_2500,0,35,2022-01-26
4.662014833941054,0.06355452537536621,0.961045176283771,1.1531774054044241,313,0.23772030384692877,1643190180.2724323,313,,1200_2500,0,36,2022-01-26
5.115399440901468,0.06355476379394531,1.0278736333085765,1.2033844286318354,313,0.24180460181361532,1643190180.3585067,313,,1200_2500,0,37,2022-01-26
4.448794291860941,0.06805825233459473,0.9536550030229359,1.1076148156391685,313,0.23743116472907866,1643190180.458092,313,,1200_2500,0,38,2022-01-26
4.916743835303621,0.06505632400512695,1.0020967043422908,1.167205132080457,313,0.23789167288944296,1643190180.5521734,313,,1200_2500,0,39,2022-01-26
6.28229371680731,0.038533926010131836,0.7803636496929844,3.693563703824897,313,0.4588010338611076,1643192010.6052525,313,,1200_2500,0,2,2022-01-26
8.288402010841493,0.04604053497314453,0.9241703147385277,3.1854446722654193,313,0.3551822657128591,1643192010.6773148,313,,1200_2500,0,3,2022-01-26
6.866483058165914,0.031527042388916016,0.849441731830924,2.7665850207472835,313,0.3422498463003243,1643192010.73136,313,,1200_2500,0,4,2022-01-26
9.968451709805906,0.03152656555175781,1.0147860010579772,2.605138750883732,313,0.2652025020705999,1643192010.783905,313,,1200_2500,0,5,2022-01-26
12.177148431142001,0.03352856636047363,1.1709592399523239,2.6333782991814423,313,0.25322666214944545,1643192010.8369508,313,,1200_2500,0,6,2022-01-26
10.792181140698572,0.033528804779052734,1.1504441396563423,2.4314824642000854,313,0.2591954967348782,1643192010.8934996,313,,1200_2500,0,7,2022-01-26
10.774808816427997,0.032027244567871094,1.1824011489412847,2.2370726416935685,313,0.24549087662424848,1643192010.9460444,313,,1200_2500,0,8,2022-01-26
9.762056549225596,0.026021718978881836,1.1385904542254008,2.09365866413915,313,0.244192374565198,1643192010.9905825,313,,1200_2500,0,9,2022-01-26
8.692058819160124,0.03853344917297363,1.0884898052510366,1.9583107560520931,313,0.2452354888323363,1643192011.0501342,313,,1200_2500,0,10,2022-01-26
9.010667938756237,0.02502155303955078,1.1406172734952444,1.9053138738584612,313,0.24118455265737787,1643192011.0946724,313,,1200_2500,0,11,2022-01-26
8.614446399755074,0.032027482986450195,1.1227669448664206,1.8650408451923444,313,0.24308076394406863,1643192011.1442149,313,,1200_2500,0,12,2022-01-26
8.745875926304329,0.034529685974121094,1.1277623306908735,1.8071471526670544,313,0.23302782956976695,1643192011.198762,313,,1200_2500,0,13,2022-01-26
9.059273336189074,0.04003500938415527,1.1499387925044589,1.838551434645596,313,0.23337651247015778,1643192011.2548103,313,,1200_2500,0,14,2022-01-26
7.219144912622208,0.031026363372802734,1.0563864489342651,1.7847159284220158,313,0.26115970032485997,1643192011.3033514,313,,1200_2500,0,15,2022-01-26
6.90780894846791,0.039533376693725586,1.017676074135663,1.6972142903833196,313,0.25003794819590697,1643192011.3604004,313,,1200_2500,0,16,2022-01-26
6.749574033513391,0.04203629493713379,1.0160934793838785,1.672533034157317,313,0.25178624630579244,1643192011.4214532,313,,1200_2500,0,17,2022-01-26
6.760841116804916,0.03803229331970215,1.049611609779233,1.5885717636153163,313,0.24662365780399978,1643192011.4775012,313,,1200_2500,0,18,2022-01-26
6.763257795235707,0.04153633117675781,1.029259316774648,1.5607575079712326,313,0.23752224962310303,1643192011.5365524,313,,1200_2500,0,19,2022-01-26
6.760178238310517,0.05054306983947754,1.0397633705264038,1.5729933207046576,313,0.24193753171811996,1643192011.6056116,313,,1200_2500,0,20,2022-01-26
6.800456774397711,0.03803253173828125,1.0605063941698267,1.53339892954304,313,0.23912796206804587,1643192011.6686656,313,,1200_2500,0,21,2022-01-26
5.742669062585081,0.057549476623535156,1.0147448784368345,1.4787604143071795,313,0.26130089345212204,1643192011.7477338,313,,1200_2500,0,22,2022-01-26
6.366078282267649,0.050543785095214844,1.0625419950231665,1.4742044197362831,313,0.24605479790936435,1643192011.8177938,313,,1200_2500,0,23,2022-01-26
6.208352024344753,0.04804182052612305,1.0496137272002908,1.449130429003257,313,0.24499693071866335,1643192011.8878543,313,,1200_2500,0,24,2022-01-26
6.054892355433139,0.060552358627319336,1.0381026216999352,1.4010158572493727,313,0.24020216200023844,1643192011.968924,313,,1200_2500,0,25,2022-01-26
5.975396733751388,0.0760657787322998,1.0455802941951886,1.3736644027411988,313,0.24036503253933705,1643192012.0660074,313,,1200_2500,0,26,2022-01-26
6.045742009669112,0.06755828857421875,1.0527434038550023,1.3690196239158519,313,0.23838701296225975,1643192012.1635914,313,,1200_2500,0,27,2022-01-26
7.084970156593794,0.0540468692779541,1.133940945281579,1.4036019324008777,313,0.22464479974477247,1643192012.2381554,313,,1200_2500,0,28,2022-01-26
5.9569881204986626,0.044538259506225586,1.0518436284598403,1.308603432334022,313,0.23106411405198435,1643192012.3057134,313,,1200_2500,0,29,2022-01-26
5.812712702889542,0.060051679611206055,1.0451210896358791,1.2864837232855773,313,0.2313087433360794,1643192012.3912868,313,,1200_2500,0,30,2022-01-26
5.207497177395237,0.06405520439147949,0.9799584040270889,1.2607605297232276,313,0.23725272131321798,1643192012.4863691,313,,1200_2500,0,31,2022-01-26
5.2155124307134635,0.08207035064697266,1.0189129670153212,1.2577898698775805,313,0.2457243511973501,1643192012.5964632,313,,1200_2500,0,32,2022-01-26
5.237432957332062,0.04603910446166992,0.9997651188774919,1.253786371075759,313,0.23933325553518148,1643192012.6665232,313,,1200_2500,0,33,2022-01-26
5.172668629193001,0.05554795265197754,1.0192933060149725,1.2398378417310243,313,0.24431458947287052,1643192012.7465925,313,,1200_2500,0,34,2022-01-26
4.589852845347237,0.06355428695678711,0.9561405799473779,1.1884148436309978,313,0.24756603230957192,1643192012.839172,313,,1200_2500,0,35,2022-01-26
4.662014833941054,0.06355452537536621,0.961045176283771,1.1531774054044241,313,0.23772030384692877,1643192012.929249,313,,1200_2500,0,36,2022-01-26
5.115399440901469,0.0565488338470459,1.0278736333085765,1.2033844286318354,313,0.24180460181361527,1643192013.0098186,313,,1200_2500,0,37,2022-01-26
4.448794291860941,0.060552358627319336,0.9536550030229359,1.1076148156391685,313,0.23743116472907866,1643192013.1003964,313,,1200_2500,0,38,2022-01-26
4.916743835303621,0.06655716896057129,1.0020967043422908,1.167205132080457,313,0.23789167288944296,1643192013.1959784,313,,1200_2500,0,39,2022-01-26
6.5078886735232135,0.09207892417907715,0.7971689957334847,3.7015549031016204,313,0.4534135343714173,1643192032.782815,313,,1200_2500,0,2,2022-01-26
8.416669096370963,0.03553056716918945,0.9352608225379367,3.181307604052262,313,0.3535071098131922,1643192032.8378625,313,,1200_2500,0,3,2022-01-26
9.515497753096401,0.030525684356689453,0.9988066845488851,2.90622266586371,313,0.3050554685389506,1643192032.8899071,313,,1200_2500,0,4,2022-01-26
9.609757843107138,0.03553009033203125,1.0387895283589534,2.664515488323049,313,0.2880271108397968,1643192032.9434528,313,,1200_2500,0,5,2022-01-26
9.257461190918745,0.044538259506225586,1.03451120660548,2.4370603717991055,313,0.27233884256230756,1643192033.0085092,313,,1200_2500,0,6,2022-01-26
9.504294679594764,0.03252816200256348,1.066112526240294,2.326876553611271,313,0.26100960928176853,1643192033.061054,313,,1200_2500,0,7,2022-01-26
8.218556109629857,0.03102707862854004,1.0244897595719535,2.1435111483417533,313,0.2672008552002631,1643192033.107094,313,,1200_2500,0,8,2022-01-26
8.383003926654839,0.03252720832824707,1.0687013526768578,2.0655761420977226,313,0.26332851999483176,1643192033.1541338,313,,1200_2500,0,9,2022-01-26
7.3568929537092345,0.032527923583984375,1.0276859721347618,1.924357281338492,313,0.26881388595029937,1643192033.206179,313,,1200_2500,0,10,2022-01-26
8.07974915369641,0.04053473472595215,1.0608015045362957,1.9274329756211968,313,0.2530553562416525,1643192033.261226,313,,1200_2500,0,11,2022-01-26
7.709112022457798,0.03803277015686035,1.0685095740248827,1.8251009197615182,313,0.2529652962164459,1643192033.3152728,313,,1200_2500,0,12,2022-01-26
7.358071858192438,0.03953433036804199,1.0450719665559385,1.7763778219333892,313,0.25230015410182877,1643192033.37032,313,,1200_2500,0,13,2022-01-26
7.308392817059417,0.04353737831115723,1.08523983652651,1.7803838358320925,313,0.2643732365401607,1643192033.432373,313,,1200_2500,0,14,2022-01-26
6.944565601792319,0.045539140701293945,1.0491606398362532,1.727522537972753,313,0.2609880524137129,1643192033.4954276,313,,1200_2500,0,15,2022-01-26
7.496164035329372,0.04703998565673828,1.0952087336389265,1.6589607761387237,313,0.24237841144196753,1643192033.5599825,313,,1200_2500,0,16,2022-01-26
6.168747522408664,0.05104351043701172,1.0027540586381662,1.6096971203497261,313,0.26166256841366065,1643192033.628041,313,,1200_2500,0,17,2022-01-26
6.695078453082905,0.05504775047302246,1.0440689540643335,1.6292792137693288,313,0.25407915030713357,1643192033.702606,313,,1200_2500,0,18,2022-01-26
6.800083265360025,0.06005120277404785,1.084592161597163,1.595887402306526,313,0.2545390842712976,1643192033.7811728,313,,1200_2500,0,19,2022-01-26
6.461749320516547,0.06755805015563965,1.0545527864598276,1.5345186817637817,313,0.2504323320916599,1643192033.8687484,313,,1200_2500,0,20,2022-01-26
6.2755291495636465,0.06555628776550293,1.0472743194532745,1.520234325198883,313,0.25370009928849924,1643192033.9608278,313,,1200_2500,0,21,2022-01-26
6.418396282171095,0.059051513671875,1.0378725609615596,1.5123196245361743,313,0.24454629672364983,1643192034.0393956,313,,1200_2500,0,22,2022-01-26
6.0588247957433925,0.06905961036682129,1.042207957343071,1.4688439294103872,313,0.25266299702246825,1643192034.1289725,313,,1200_2500,0,23,2022-01-26
5.868031009208135,0.06205248832702637,1.0181450483312322,1.4536947020158535,313,0.25222635332367077,1643192034.2135441,313,,1200_2500,0,24,2022-01-26
5.540738985025397,0.06505513191223145,1.020055460945312,1.4038780991009272,313,0.25845532976010793,1643192034.3026211,313,,1200_2500,0,25,2022-01-26
5.819144901772995,0.06905961036682129,1.0371318285327757,1.427742752168283,313,0.2544630656609956,1643192034.3972027,313,,1200_2500,0,26,2022-01-26
5.046346761603104,0.06655693054199219,0.9824165543227902,1.3459659991370128,313,0.26203099818050407,1643192034.4827764,313,,1200_2500,0,27,2022-01-26
4.924666241743242,0.07806777954101562,0.9784985487935051,1.2878190247364985,313,0.25588110644575746,1643192034.5838633,313,,1200_2500,0,28,2022-01-26
5.662798015107991,0.0955817699432373,1.0550480047465212,1.3655038645059443,313,0.25440994432028785,1643192034.7064683,313,,1200_2500,0,29,2022-01-26
5.585834255899455,0.09007716178894043,1.051601629623995,1.3555173221853305,313,0.2551927178090094,1643192034.827072,313,,1200_2500,0,30,2022-01-26
4.749925155601049,0.07756614685058594,0.9802272103076283,1.2287461225762861,313,0.2535724973453521,1643192034.9291596,313,,1200_2500,0,31,2022-01-26
5.032836133304149,0.07206177711486816,1.010673110080251,1.249406373210187,313,0.2509005641193833,1643192035.024742,313,,1200_2500,0,32,2022-01-26
4.943855476868545,0.07706594467163086,1.0167356464524373,1.2857723828293337,313,0.26442735249103916,1643192035.1228263,313,,1200_2500,0,33,2022-01-26
4.531626104603117,0.07706570625305176,0.9708412614646462,1.2556376676303922,313,0.26900384741507244,1643192035.2209105,313,,1200_2500,0,34,2022-01-26
4.616175697224244,0.08207082748413086,0.9795594921473101,1.2197689840171955,313,0.2588368305043918,1643192035.3255007,313,,1200_2500,0,35,2022-01-26
4.449387736016822,0.08557367324829102,0.9885855312228018,1.168827385397582,313,0.2596954705357821,1643192035.4390981,313,,1200_2500,0,36,2022-01-26
4.283582685133394,0.09808468818664551,0.9736805014048163,1.1589499172245623,313,0.2634353109192152,1643192035.5682094,313,,1200_2500,0,37,2022-01-26
3.9345469894052654,0.08457303047180176,0.9152016370499585,1.1230305086899246,313,0.26122431954114894,1643192035.6768029,313,,1200_2500,0,38,2022-01-26
4.318857580620101,0.09157872200012207,0.9679376529869764,1.1181334970608456,313,0.2505948604852585,1643192035.7929025,313,,1200_2500,0,39,2022-01-26
2.7950004710374445,0.20217394828796387,0.9363157552451581,1.2465111847424957,313,0.41757705354893676,1643194630.2716057,313,,1200_2500,0,2,2022-01-26
2.284690047538652,0.033028364181518555,0.8268985626397466,1.2106006753634815,313,0.4381530700268146,1643194630.3506737,313,,1200_2500,0,3,2022-01-26
2.3447072906870314,0.035531044006347656,0.822856025789305,1.0735334779419947,313,0.37674787583071084,1643194630.4087243,313,,1200_2500,0,4,2022-01-26
2.5211476159589794,0.03402972221374512,0.8790854975325205,0.9673182213910239,313,0.3372890244668787,1643194630.4672744,313,,1200_2500,0,5,2022-01-26
2.1179139075944073,0.03052663803100586,0.8272977560380955,0.8949107511468759,313,0.34956928778993585,1643194630.5183184,313,,1200_2500,0,6,2022-01-26
1.694039331094087,0.03402900695800781,0.7786553476485798,0.8252536192083441,313,0.3793230369379378,1643194630.5728648,313,,1200_2500,0,7,2022-01-26
1.6153787234629793,0.035030364990234375,0.7949639667764486,0.7747636478406943,313,0.3812785038305261,1643194630.6259108,313,,1200_2500,0,8,2022-01-26
1.5244416939024346,0.0320279598236084,0.7690724877979376,0.7311452314915199,313,0.3688587660478736,1643194630.6794567,313,,1200_2500,0,9,2022-01-26
1.3894364294672465,0.039534568786621094,0.7538024010277509,0.6819513549035947,313,0.36997487456663486,1643194630.7400086,313,,1200_2500,0,10,2022-01-26
1.4933232224541897,0.040534019470214844,0.8001612110426212,0.6641393112765742,313,0.3558630225670238,1643194630.8005602,313,,1200_2500,0,11,2022-01-26
1.3155857457060698,0.03953361511230469,0.770707464792268,0.6193186064496137,313,0.36281441527727243,1643194630.8606117,313,,1200_2500,0,12,2022-01-26
1.3397808037688317,0.04604005813598633,0.808792863950009,0.6066551041148915,313,0.36622283115771015,1643194630.928671,313,,1200_2500,0,13,2022-01-26
1.2338888835655337,0.045038700103759766,0.7793500722785485,0.5762766616079515,313,0.3639884140772747,1643194630.9922256,313,,1200_2500,0,14,2022-01-26
1.2030537404669306,0.05104398727416992,0.7815455631050708,0.5540001896109134,313,0.35989779640411573,1643194631.061785,313,,1200_2500,0,15,2022-01-26
1.1231085998069383,0.04854249954223633,0.7709469160889588,0.5506486148713741,313,0.3779873571947695,1643194631.1313455,313,,1200_2500,0,16,2022-01-26
1.0219650147074486,0.05804920196533203,0.770097241923154,0.4639515768546956,313,0.34960867014021785,1643194631.2114136,313,,1200_2500,0,17,2022-01-26
1.0410996402368013,0.049042463302612305,0.8153555563886877,0.4557325260611286,313,0.35691497046956583,1643194631.278972,313,,1200_2500,0,18,2022-01-26
0.8727030085260006,0.05354571342468262,0.7397089338951892,0.4317994374892667,313,0.36599610456391796,1643194631.3540356,313,,1200_2500,0,19,2022-01-26
0.917111334565317,0.0565485954284668,0.7823008025877659,0.423049915036722,313,0.3608638074730318,1643194631.4326038,313,,1200_2500,0,20,2022-01-26
0.8432617322484693,0.06055164337158203,0.7408048742025273,0.40963422676456474,313,0.3598633973561578,1643194631.5156748,313,,1200_2500,0,21,2022-01-26
0.7698782211955052,0.06205344200134277,0.715664660164535,0.39551106548417714,313,0.3676598252532817,1643194631.6007488,313,,1200_2500,0,22,2022-01-26
0.750897465522,0.06555628776550293,0.7200266979326868,0.38989704728340924,313,0.37386766686450174,1643194631.6893249,313,,1200_2500,0,23,2022-01-26
0.6373887932384655,0.06805825233459473,0.6727170322553672,0.36049981412916127,313,0.3804810622060141,1643194631.785407,313,,1200_2500,0,24,2022-01-26
0.725197157056053,0.06955957412719727,0.7290401533209858,0.3713430673938856,313,0.3733109047014622,1643194631.876986,313,,1200_2500,0,25,2022-01-26
0.6471489494472109,0.07356381416320801,0.7056547386024843,0.33166071054676266,313,0.3616446448773551,1643194631.9775727,313,,1200_2500,0,26,2022-01-26
0.6395893142911577,0.08307147026062012,0.7005990234167735,0.32368442472827,313,0.35456031986896697,1643194632.09117,313,,1200_2500,0,27,2022-01-26
0.5925395730253866,0.08557367324829102,0.6950499746672086,0.3113024874363872,313,0.3651583722952962,1643194632.2082708,313,,1200_2500,0,28,2022-01-26
0.5847086937455612,0.07506442070007324,0.6815746411399474,0.3074951794531048,313,0.35843646388335343,1643194632.3123605,313,,1200_2500,0,29,2022-01-26
0.4968724428387414,0.07956862449645996,0.6498492926439482,0.2809384671221318,313,0.3674336678700539,1643194632.4189522,313,,1200_2500,0,30,2022-01-26
0.4703289416688542,0.07256317138671875,0.6418592270035104,0.2783562336994436,313,0.3798735335316169,1643194632.516536,313,,1200_2500,0,31,2022-01-26
0.46595743664775435,0.08457303047180176,0.6550293558521674,0.2721227182900314,313,0.382542169852756,1643194632.6316347,313,,1200_2500,0,32,2022-01-26
0.48031619635334355,0.0860743522644043,0.6653279308171026,0.2619419216107897,313,0.36283864259150594,1643194632.7462332,313,,1200_2500,0,33,2022-01-26
0.4845245355538945,0.08307123184204102,0.6535258130282033,0.2530987539071654,313,0.34137913931338354,1643194632.8598309,313,,1200_2500,0,34,2022-01-26
0.4025484971167358,0.0835716724395752,0.6163251912009666,0.2464671542357847,313,0.37735556596818504,1643194632.971427,313,,1200_2500,0,35,2022-01-26
