@relation 'combine_winter_dataframe-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,14,13'

@attribute ProfileID numeric
@attribute floor_area numeric
@attribute monthly_income numeric
@attribute total_residents numeric
@attribute roof_material_ENC numeric
@attribute water_access_ENC numeric
@attribute wall_material_ENC numeric
@attribute years_electrified numeric
@attribute Province_ENC numeric
@attribute AMC_winter numeric
@attribute AMC_yearly numeric
@attribute mu1 numeric
@attribute mu2 numeric
@attribute A1 numeric

@data
618,70,1488.1,4,4,2,5,3,0,118.689075,126.087504,4,20,0.469766
620,35,2976.19,3,4,2,5,3,0,66.228074,57.752006,8,20,0.82332
622,99,892.86,2,4,2,5,3,0,114.174159,81.198558,6,20,1.963985
625,84,2380.95,10,4,2,5,3,0,500.288691,413.324823,6,19,3.459209
627,120,2380.95,3,4,2,2,3,0,164.082662,146.675212,6,17,1.683995
632,77,2380.95,9,4,2,5,3,0,108.074904,91.383944,7,19,1.504299
633,80,1398.81,3,4,2,5,3,0,108.445353,94.116597,3,21,0.140726
634,80,1785.71,6,4,2,5,1,0,155.295812,64.41487,8,19,1.465699
635,40,4464.29,5,4,2,5,3,0,98.022329,375.881728,5,20,1.22208
637,90,1041.67,1,4,2,1,3,0,100.520623,63.997303,7,18,1.083376
639,120,2976.19,3,4,2,5,3,0,112.71265,90.939951,6,18,1.511627
640,120,2589.29,3,4,2,5,3,0,484.598014,345.306729,7,20,5.685315
646,216,5952.38,5,4,2,5,3,0,133.196953,147.976114,7,19,0.667279
647,140,2380.95,3,4,2,5,3,0,135.152505,125.630324,7,19,0.937567
662,208,7440.48,6,4,3,6,5,2,824.481133,620.153262,7,17,8.309439
663,144,0,1,4,3,6,11,2,536.437505,466.25053,9,18,5.686001
664,132,1398.81,1,4,3,6,5,2,752.499056,308.284963,7,19,8.164306
667,255,11904.76,5,4,3,6,7,2,1452.853307,890.279643,6,19,20.476457
673,306,16369.05,10,4,3,2,27,2,1832.653328,1108.697706,6,20,8.996724
674,216,18764.88,5,4,3,2,13,2,1396.453433,949.660653,7,19,7.969871
682,135,9226.19,4,4,3,2,3,2,791.642273,596.954559,6,18,6.730764
686,96,13467.26,5,7,3,2,5,2,679.979646,514.228133,10,19,3.586951
688,324,14880.95,5,4,3,2,2,2,967.579575,730.402563,5,18,7.032128
689,224,11904.76,4,4,3,2,2,2,995.914918,768.177542,7,19,16.309827
697,210,0,3,4,3,6,18,2,1168.604288,780.78993,8,18,12.861524
698,180,7440.48,5,7,3,2,34,2,933.90408,640.575024,7,18,9.342099
701,240,0,9,7,3,6,5,2,2497.824512,1142.263101,6,20,14.663564
704,143,2797.62,2,4,3,2,5,2,1045.980508,610.678454,6,20,7.634188
705,143,4761.9,5,4,3,6,5,2,1178.673854,747.582103,6,16,12.743119
712,195,14880.95,3,4,3,6,18,2,1114.010099,910.143636,7,19,11.364319
717,182,3779.76,3,4,3,6,23,2,552.47035,534.769792,10,19,5.8385
718,210,22916.67,4,4,3,2,5,2,802.389087,834.832782,6,18,8.783835
720,323,17857.14,4,7,3,6,20,2,735.532254,609.194856,6,19,5.315818
721,225,13392.86,5,4,3,6,12,2,956.188289,810.102221,7,21,7.04654
729,72,2648.81,6,4,2,4,2,3,166.496762,69.54668,6,19,0.420556
732,108,3571.43,6,4,0,2,3,3,303.268433,114.867538,6,16,1.306068
740,72,3571.43,5,4,0,4,27,3,282.04501,99.171265,6,18,3.278318
742,90,5357.14,5,4,2,4,15,3,251.369059,77.205146,6,18,1.754068
745,29,1785.71,4,4,2,4,3,3,1172.395172,535.990581,6,19,8.213586
746,112,1041.67,10,4,0,1,3,3,217.527437,188.226856,6,17,2.642216
747,90,892.86,5,7,0,1,4,3,343.196187,221.44359,6,18,2.430924
749,112,5952.38,6,7,3,2,4,3,209.362359,72.498076,5,19,3.672775
755,67,7142.86,2,4,2,4,3,3,229.17829,105.301553,6,19,1.704256
758,48,5565.48,3,4,0,1,3,3,1411.030194,420.936888,8,19,3.280485
759,72,2678.57,5,4,2,1,3,3,242.773995,99.128039,6,18,1.389222
760,82,5773.81,7,4,0,4,3,3,431.404964,193.939559,8,19,2.407051
761,55,1190.48,3,4,2,4,3,3,398.655112,165.694423,8,17,2.867636
763,48,3422.62,1,4,0,4,3,3,886.870106,464.243768,6,19,8.998329
770,72,4761.9,5,4,0,4,4,3,543.492939,182.707194,5,19,6.371175
773,54,8035.71,5,4,2,4,15,3,84.999578,128.957003,6,19,2.718575
777,72,2380.95,6,4,0,4,3,3,123.62092,54.367681,6,19,0.795449
779,67,1190.48,6,4,3,4,20,3,77.86048,122.235272,6,19,3.947649
782,90,892.86,5,4,2,4,3,3,131.710791,119.801203,6,19,1.031698
783,48,1190.48,4,4,2,4,20,3,191.014306,119.310428,6,19,1.759656
785,29,1785.71,5,4,2,4,3,3,355.913646,296.894147,6,18,2.938201
787,90,892.86,3,4,0,4,4,3,597.348257,531.387836,6,18,3.854901
790,72,3273.81,5,4,0,4,3,3,229.206777,73.574684,5,17,2.390246
791,29,2232.14,5,4,2,4,3,3,185.769274,157.698949,7,17,1.264869
792,48,5773.81,9,4,0,4,3,3,74.182745,77.786847,6,18,0.586328
799,72,2619.05,3,4,2,1,4,3,592.398761,228.394428,6,18,4.776598
803,91,1488.1,5,4,3,2,9,1,139.317987,99.680291,6,15,0.678399
804,56,3125,2,4,2,2,3,1,281.496407,144.537711,2,20,2.485674
805,120,4761.9,4,4,2,2,3,1,200.128969,164.471839,7,18,2.424248
809,49,2559.52,4,4,3,2,10,1,123.421478,60.709934,6,19,3.095051
813,120,2172.62,11,4,2,1,9,1,124.985894,52.773085,7,19,1.245238
814,49,1785.71,5,4,2,2,5,1,95.384152,53.364553,7,19,1.546364
816,108,2083.33,2,4,2,2,9,1,526.19479,128.082603,7,20,7.105049
819,36,2976.19,4,4,2,2,4,1,996.290623,285.350427,8,18,11.031607
822,63,7440.48,7,4,3,2,9,1,393.319095,106.530625,7,20,10.24243
826,90,446.43,3,4,2,2,9,1,243.4996,102.47783,5,19,5.914285
827,35,2380.95,3,4,2,2,4,1,387.331045,106.362275,8,19,3.332523
830,240,2797.62,2,4,3,2,15,2,713.301841,837.648229,7,18,5.094944
833,210,7440.48,3,4,3,6,2,2,658.947959,628.845958,7,18,7.480955
834,195,0,3,4,3,2,28,2,1023.328004,932.864354,8,18,11.877517
837,168,11907.74,4,7,3,2,4,8,952.656663,706.043711,9,19,6.113336
3,210,27855.15,2,4,3,6,2,8,994.282506,569.030589,7,20,5.512601
4,180,11142.06,2,7,3,2,5,8,619.423681,404.916203,10,18,6.521461
5,190,27855.15,5,7,3,2,10,8,884.76718,510.245011,7,20,12.142991
6,190,22284.12,3,7,3,6,1,8,538.049648,331.499595,7,17,11.216377
8,270,25069.64,4,7,3,2,6,8,176.74138,195.239508,7,18,7.883521
10,80,15320.33,5,0,3,2,13,3,554.679979,405.133445,6,17,3.599299
11,80,1309.19,3,0,3,2,14,3,605.951366,421.836118,9,17,3.394726
12,80,5571.03,1,0,3,2,13,3,249.52274,200.98027,4,20,1.802885
14,70,12451.25,6,0,2,2,6,3,528.844564,472.252682,8,17,2.571487
16,80,2618.38,7,0,3,2,6,3,971.023747,615.621167,5,17,6.012949
17,70,4094.71,5,0,3,2,6,3,788.21495,631.112013,6,16,6.329939
19,80,2618.38,6,0,3,2,4,3,177.198525,157.806094,6,18,0.622651
20,70,4178.27,1,0,3,2,7,3,123.765898,105.193289,5,19,2.595175
21,80,417.83,4,0,3,2,10,3,312.292213,240.98206,6,18,2.876494
22,80,5571.03,3,0,3,2,13,3,541.374755,410.725031,5,18,5.516055
25,70,5292.48,4,0,3,2,12,3,211.624726,119.423261,9,17,1.506849
26,80,1309.19,11,0,2,2,2,3,602.168032,445.079365,5,18,4.387713
28,80,9749.3,11,0,3,2,2,3,674.020419,466.731096,5,16,7.874409
31,80,20891.36,13,0,3,2,13,3,304.842735,368.942178,6,18,4.621706
32,80,1309.19,6,0,3,2,7,3,905.20804,537.238015,5,18,6.100524
33,70,4178.27,2,0,3,2,16,3,755.98125,513.585766,8,18,3.177733
34,80,6963.79,6,0,3,2,6,3,398.867288,265.629109,9,18,2.377857
35,80,6963.79,6,0,3,2,11,3,568.31059,396.428478,5,18,7.142238
37,150,3621.17,8,0,3,2,7,3,1029.352305,647.551226,6,18,9.910697
40,81,3342.62,7,0,0,4,3,3,300.699826,146.647486,6,18,2.272337
41,110,696.38,7,4,0,1,14,3,148.421924,137.82905,6,19,0.760911
42,42,668.52,13,4,0,4,3,3,227.820869,273.178014,6,18,0.700342
51,96,3064.07,5,4,2,4,3,3,489.254932,399.206453,5,16,6.91968
53,66,3342.62,8,4,0,1,3,3,169.484295,138.071463,5,18,1.060718
58,70,2228.41,4,4,0,4,3,3,140.451388,200.541092,4,18,3.31017
60,63,696.38,6,4,0,1,3,3,155.422957,164.010573,9,13,0.209696
61,30,696.38,10,4,0,2,3,3,164.15411,151.166682,3,17,1.54657
86,70,13924.79,4,4,2,5,3,0,310.462389,335.976341,7,19,5.672614
87,32,2228.41,5,4,2,5,3,0,130.582856,116.566958,6,18,1.774483
89,40,5849.58,7,4,2,5,2,0,96.779935,78.841109,6,20,1.451979
94,64,1253.48,3,4,2,2,4,0,95.609816,85.670241,6,20,0.05922
95,77,1559.89,4,4,2,8,3,0,225.962656,186.008565,6,18,1.867437
100,70,2228.41,7,4,2,5,4,0,283.380522,225.70618,7,18,1.732832
101,80,1671.31,3,4,2,1,2,0,100.097123,78.398386,6,18,1.062663
105,40,9749.3,4,4,2,1,4,0,287.91418,201.479185,10,18,1.22702
106,88,1949.86,1,7,3,2,3,0,187.069794,164.032089,7,17,1.002033
114,80,1253.48,2,4,2,5,4,0,101.501156,98.480181,7,19,0.409314
119,28,1114.21,3,4,2,1,4,0,105.706782,89.147359,6,19,1.133526
842,120,13927.58,2,4,3,2,3,8,500.251588,356.918507,9,21,4.118439
846,180,8356.55,4,7,3,6,5,8,346.297954,260.402074,9,17,1.69141
847,180,16713.09,2,7,3,2,21,8,784.208449,545.933443,6,18,5.511098
848,154,8356.55,1,7,3,6,4,8,611.242803,425.505736,6,19,5.492565
849,120,11142.06,4,7,3,6,1,8,594.602605,440.480323,7,21,6.911031
850,210,19498.61,5,7,3,2,3,8,827.70325,519.854996,8,18,6.366701
851,190,22284.12,4,7,3,2,10,8,1216.343083,874.083012,8,21,17.570712
852,190,33426.18,2,7,3,6,5,8,1491.236268,1102.808659,7,17,12.418061
853,190,22284.12,5,7,3,2,21,8,1384.132943,924.710804,9,17,14.475957
854,210,27855.15,4,7,3,6,9,8,775.683592,572.679007,8,21,7.853584
855,100,19498.61,4,7,3,2,1,8,846.227484,739.857004,7,21,6.397949
856,190,16713.09,4,7,3,2,5,8,391.551236,395.710232,6,20,7.702932
857,190,33426.18,5,7,3,6,5,8,621.137621,570.271921,7,19,8.364613
858,210,19498.61,4,7,3,6,7,8,570.38605,657.259283,7,18,7.77644
860,350,27855.15,4,7,3,2,3,8,1210.410873,740.331289,7,20,11.483333
861,330,33426.18,4,7,3,6,2,8,1605.193149,1151.53703,8,17,5.797958
862,100,13927.58,3,7,3,6,3,8,658.196305,448.025456,6,17,4.103114
863,224,14484.68,3,7,3,6,3,8,375.556439,283.404864,7,17,1.90882
864,210,33426.18,4,7,3,6,13,8,1152.65068,804.471142,6,20,11.945029
867,121,8356.55,3,7,3,2,4,8,784.49313,522.339974,6,19,8.838134
869,190,25069.64,4,7,3,2,4,8,690.798129,479.114773,10,18,4.166212
870,1000,19498.61,4,7,3,2,1,8,794.540058,752.796493,6,19,7.360056
873,210,16713.09,3,7,3,2,1,8,864.852995,465.980269,10,18,9.396438
875,190,0,4,7,3,6,3,8,789.186477,605.711352,9,18,4.773723
879,110,19498.61,1,7,3,2,2,8,270.435215,202.772658,10,20,1.68104
880,190,18941.5,4,7,3,2,5,8,1016.284744,747.376759,8,21,14.835228
883,180,36211.7,6,7,3,2,2,8,1384.703289,993.118431,7,21,13.051646
885,252,22284.12,3,7,3,2,9,8,971.320412,621.407814,8,20,6.676238
887,190,0,1,7,3,6,1,8,300.151381,323.618095,6,20,0.752786
889,180,22284.12,4,7,3,2,9,8,699.475182,379.942943,6,19,5.351916
891,190,27855.15,6,7,3,2,1,8,692.332438,332.293829,8,20,4.587186
892,250,0,5,7,3,2,5,8,1347.810415,861.56042,10,21,8.499736
893,210,22284.12,4,7,3,2,4,8,386.267031,488.739191,8,18,7.970596
894,180,19498.61,5,7,3,2,1,8,173.145313,250.720799,7,19,3.94412
895,150,22284.12,2,7,3,6,7,8,170.798676,213.124473,8,19,5.654328
899,80,4178.27,6,0,3,2,7,3,326.073412,292.33036,5,18,1.170598
900,70,5988.86,4,0,2,2,10,3,414.055538,368.500365,5,21,2.597874
902,80,2225.63,12,0,2,2,4,3,287.817229,196.532853,7,18,2.459469
903,70,4735.38,5,0,3,2,6,3,294.717792,264.75462,5,18,1.819472
904,80,38997.21,4,0,3,2,4,3,752.739168,541.630278,5,19,7.730569
905,70,2618.38,8,0,2,2,6,3,632.334653,465.139621,6,17,3.738339
908,80,4178.27,3,0,3,2,12,3,535.642485,428.174564,6,18,3.223469
909,70,2618.38,2,0,3,2,10,3,710.808099,359.800131,5,18,1.252354
911,80,1309.19,4,0,3,2,5,3,330.832327,200.833305,6,18,1.209347
912,80,6963.79,8,0,3,2,7,3,537.863281,374.228828,5,19,6.846664
913,70,3621.17,6,0,3,2,10,3,787.173807,458.757061,5,17,10.614436
914,80,13927.58,5,0,3,2,10,3,281.775477,217.068151,9,18,1.7966
916,70,5952.65,4,0,2,2,4,3,308.062044,216.401411,5,19,2.716766
919,70,8662.95,2,0,3,2,6,3,959.327044,586.342503,8,18,4.042546
921,80,696.38,5,0,3,2,13,3,493.67352,325.008332,7,17,4.744103
923,70,2618.38,2,0,3,2,5,3,385.268101,230.085385,7,19,2.929551
924,70,2785.52,7,0,3,2,6,3,538.47005,347.617695,5,17,5.538082
926,120,3342.62,5,4,0,4,1,3,278.872606,154.353833,10,18,1.504187
928,104,1114.21,9,4,0,1,3,3,622.25251,591.547172,6,18,2.302192
929,21,23398.33,5,4,0,4,3,3,373.538821,302.656427,8,18,2.303851
932,44,1114.21,4,4,0,8,3,3,162.136971,145.660454,8,18,1.945131
933,54,1114.21,5,4,0,4,3,3,90.445929,135.879354,2,20,0.064151
934,40,1392.76,4,4,0,4,2,3,229.346905,424.091299,7,18,2.744128
937,49,5013.93,5,4,0,4,4,3,83.18862,57.202003,6,21,0.522878
942,45,835.65,2,4,0,4,2,3,271.292906,221.689386,8,18,0.714553
947,77,1671.31,4,4,2,4,3,3,79.025534,60.615787,5,18,0.22766
1148,42,3621.17,6,4,2,5,4,0,242.991723,223.88507,8,20,2.174613
1153,32,2144.85,3,4,2,1,3,0,485.271602,311.735677,6,14,4.085813
1155,28,1253.48,4,4,2,8,4,0,124.349482,85.453411,6,19,1.71278
1157,104,6239.55,4,4,2,5,4,0,123.411248,105.505275,8,19,1.119775
1158,66,2701.95,4,4,2,5,4,0,109.822578,108.807809,7,19,1.156816
1163,48,2785.52,1,4,2,1,4,0,99.918071,89.647801,7,19,1.853633
1165,88,4735.38,5,4,2,5,4,0,163.452908,156.666801,6,18,1.095052
1166,240,5571.03,2,4,3,2,15,2,838.485296,460.549552,6,19,10.85108
1167,255,13927.58,3,4,3,6,30,2,2375.152631,832.928427,8,18,7.329015
1171,260,22284.12,2,7,3,2,5,2,585.891556,240.16569,6,18,5.299401
1172,192,19498.61,5,4,3,2,26,2,496.524413,225.515338,6,19,2.284287
1177,320,11142.06,4,7,3,6,9,2,134.247616,62.209951,5,16,0.262477
1179,216,11142.06,1,4,3,2,1,2,694.380413,274.081982,7,19,5.403647
1181,121,0,1,4,3,6,13,2,571.276881,339.7064,10,19,4.949604
1182,121,1364.9,2,4,3,1,10,2,552.409168,324.233439,7,21,6.073843
1183,64,4178.27,4,4,3,2,6,2,650.915397,331.093086,7,18,3.508437
1184,81,8356.55,4,4,3,2,20,2,1166.054437,404.018649,7,19,8.079284
1185,180,13927.58,5,4,3,6,8,2,1085.516048,577.238639,6,20,10.86578
1186,156,7799.44,5,4,3,2,2,2,1001.68195,398.539843,6,19,9.405139
1187,165,0,4,4,3,2,16,2,1610.701266,752.894702,6,18,12.85793
1189,156,4456.82,4,7,3,2,11,2,822.085187,372.48862,7,19,5.911591
1191,306,13091.92,7,4,3,2,28,2,2030.618558,837.103052,6,20,17.453615
1192,289,9749.3,5,4,3,2,8,2,1591.732381,577.544147,7,19,7.676639
1193,121,22284.12,3,4,3,2,1,2,1628.895708,510.106579,7,19,18.165873
1194,121,7799.44,4,4,3,6,2,2,386.209222,306.415614,9,19,3.428711
1197,121,6128.13,4,4,3,6,1,2,526.06642,396.293901,7,18,5.240955
1200,204,5571.03,3,4,3,2,21,2,592.855885,352.844456,7,20,3.79133
1205,288,11142.06,8,7,3,7,4,2,2564.706576,1103.161544,6,18,23.252947
1207,306,8356.55,5,4,3,2,3,2,1225.850198,559.065769,8,18,7.441861
1209,180,2506.96,4,4,3,2,32,2,2543.25006,942.209454,6,18,14.330951
1210,361,22284.12,4,4,3,6,1,2,1680.924292,582.611306,6,18,15.565959
1211,187,22284.12,4,4,3,2,16,2,1138.722957,662.112797,7,20,4.477898
1213,182,13927.58,2,7,3,2,27,2,882.069942,445.319039,7,19,10.094369
1214,221,16713.09,8,4,3,2,1,2,1846.29529,830.320266,7,18,14.009794
1216,236,8356.55,3,4,3,6,20,2,892.033483,521.527431,9,19,8.673395
1217,252,23676.88,6,7,3,2,26,2,928.846482,420.170939,7,18,9.380049
1218,247,16713.09,3,7,3,6,2,2,1457.161465,603.100518,7,19,11.20899
1220,143,22284.12,3,7,3,2,1,2,725.121586,310.575564,7,20,9.326482
1222,110,1309.19,2,4,3,2,10,2,823.513804,473.732488,8,18,6.208001
1223,121,1392.76,4,4,3,2,5,2,760.532396,361.835898,9,20,5.628166
1230,288,16713.09,4,7,3,2,11,2,1100.585839,851.306397,5,20,9.866304
1231,270,11142.06,3,4,3,6,21,2,775.422912,655.31353,7,19,9.562339
1236,135,13927.58,3,4,3,2,26,2,631.332041,543.772518,7,19,6.066744
1238,192,8356.55,3,4,3,2,5,2,684.317545,662.189117,6,21,6.45689
1239,285,11142.06,2,7,3,6,20,2,681.294039,561.271123,7,19,7.202269
1240,216,19498.61,3,4,3,2,13,2,716.367974,607.762373,6,22,2.421137
1245,28,835.65,3,4,2,8,4,0,72.069571,82.924819,6,18,0.877165
1246,56,2228.41,2,4,2,5,4,0,191.575262,227.22406,6,19,1.727881
1248,44,557.1,5,4,2,5,3,0,134.447302,157.908921,7,20,1.52159
