@relation 'combine_winter_dataframe-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,14,13'

@attribute ProfileID numeric
@attribute floor_area numeric
@attribute monthly_income numeric
@attribute total_residents numeric
@attribute roof_material_ENC numeric
@attribute water_access_ENC numeric
@attribute wall_material_ENC numeric
@attribute years_electrified numeric
@attribute Province_ENC numeric
@attribute AMC_winter numeric
@attribute AMC_yearly numeric
@attribute mu1 numeric
@attribute mu2 numeric
@attribute A1 numeric

@data
3096,104,21356.78,1,7,3,2,1.5,2,807.191717,485.874785,7,18,5.398622
3100,115,22613.07,2,7,3,2,1,2,622.145912,436.036344,6,19,8.655114
3106,128,27638.19,2,7,3,2,1,2,734.179135,454.50836,7,18,11.022596
3110,115,11306.53,3,7,3,2,2,2,694.833061,381.396422,10,18,3.178447
3114,128,16331.66,0,7,3,2,1.5,2,306.340329,211.646177,7,21,1.052669
3116,128,15075.38,2,7,3,2,1.5,2,647.900082,412.953812,7,19,2.485695
3118,128,52763.82,4,7,3,2,0.06,2,1034.27838,517.780752,7,21,4.912744
3120,128,16331.66,0,7,3,2,2,2,464.661341,334.113301,8,18,1.875239
3122,128,37688.44,2,7,3,2,1.5,2,601.782573,371.809078,8,21,8.370479
3132,115,12562.81,2,7,3,6,0.833,2,309.791413,185.771145,7,19,1.730385
3134,128,40201.01,4,7,3,2,1.6,2,736.031842,479.951701,6,20,5.327958
3136,128,47738.69,2,7,3,2,1.5,2,889.049892,477.841316,6,18,13.833419
3138,128,37688.44,2,7,3,2,1.5,2,1098.920716,710.102179,7,21,11.808155
3140,115,37688.44,1,7,3,6,2,2,588.482745,367.484184,7,19,5.692603
3142,104,23869.35,1,7,3,2,1.5,2,487.570892,357.554398,6,21,1.875964
3146,115,40201.01,2,7,3,2,2,2,369.40392,250.396404,7,19,6.354936
3148,104,32663.32,4,7,3,2,2,2,492.799516,472.224452,8,20,8.187558
3150,104,26381.91,2,7,3,2,1.5,2,232.533841,193.331001,7,19,7.285756
3154,115,15075.38,1,7,3,2,0.833,2,276.868163,239.561872,8,17,5.891897
3156,115,16331.66,1,7,3,2,1.5,2,213.436657,267.828926,6,18,3.799701
3158,115,45226.13,2,7,3,2,2,2,689.902053,437.100766,7,18,9.595237
3160,115,42713.57,2,7,3,2,2,2,614.325784,316.206371,7,22,9.604205
3173,104,37688.44,2,7,3,2,0.667,2,453.952185,241.366602,6,20,5.658296
3177,115,12562.81,0,7,3,2,0.25,2,324.962428,183.004936,6,19,1.119437
3183,104,16331.66,1,7,3,6,0.667,2,179.391603,121.253296,8,20,1.032787
3185,104,18844.22,0,7,3,2,1.667,2,194.650452,133.567197,7,19,0.642364
3189,115,30150.75,2,7,3,2,1,2,565.145433,325.716735,7,19,12.034637
3195,104,45226.13,3,7,3,2,1.5,2,524.281531,294.169223,6,19,5.341773
3199,114,37688.44,3,5,3,6,0.417,2,571.53534,244.099158,10,19,1.620292
3201,191,27638.19,1,3,3,2,4,0,825.983393,630.310272,8,18,7.035582
3203,120,10050.25,1,7,3,2,3,0,881.44484,717.836919,7,17,11.006132
3207,125,47738.69,1,7,3,2,1.5,0,146.529145,126.967679,9,18,0.789065
3209,140,12562.81,1,7,3,2,3,0,173.427003,214.097331,8,20,1.873768
3213,162,45226.13,2,7,3,2,2,0,723.489359,578.722093,8,18,6.389461
3217,115,27638.19,3,7,3,2,3,0,537.746483,339.357234,9,20,3.003015
3227,190,40201.01,4,7,3,2,2,0,913.814743,640.082071,7,19,11.391868
3237,170,25125.63,3,7,3,2,0.02,0,461.6224,551.025308,8,18,8.970013
3239,206,20100.5,2,7,3,2,3,0,515.941614,666.643894,7,18,11.162146
3249,203,45226.13,2,7,3,2,2,0,692.961271,536.317092,8,18,7.838569
3251,190,57788.94,2,7,3,2,2,0,696.808169,549.193515,7,19,8.062741
3255,128,20100.5,1,3,3,2,0.667,0,343.668882,202.992477,7,19,4.142948
3267,220,25125.63,3,7,3,2,1.5,0,359.082434,293.370873,8,17,3.162434
3273,100,12562.81,0,7,3,2,2,0,142.275959,119.005146,7,19,0.707277
3275,110,30150.75,2,7,3,2,2,0,331.354778,222.985859,7,19,3.548746
3281,176,45226.13,2,7,3,2,1,0,787.816275,679.596843,7,19,4.006018
3289,127,35175.88,1,7,3,2,2,0,521.638577,390.016947,7,18,8.740151
3309,120,25125.63,2,7,3,2,1.5,0,154.040454,97.696209,8,22,12.549575
3315,158,35175.88,1,7,3,2,2.5,0,156.408198,215.693326,9,18,6.627486
3317,180,35175.88,1,7,3,2,3,0,83.883362,100.28108,7,19,8.979851
3321,200,22613.07,2,7,3,2,3.5,0,486.947615,393.565711,6,19,12.113134
3323,180,60301.51,4,7,3,2,3.5,0,260.213143,135.428929,7,18,2.539498
3325,175,47738.69,4,7,3,2,2.5,0,222.824003,105.217904,7,21,3.575429
3327,150,27638.19,2,7,3,2,2.5,0,115.960708,107.178063,8,18,0.405272
3331,100,22613.07,4,7,3,2,3,0,390.990604,243.909352,10,20,2.71373
3333,406,70351.76,2,7,3,2,3,0,538.905422,574.613769,7,19,7.126823
3339,190,30150.75,3,7,3,2,1.667,0,470.378004,294.790932,7,18,3.555583
3341,210,25125.63,4,7,3,2,3,0,960.777562,763.638617,6,18,11.025397
3343,275,70351.76,2,7,3,2,0.01,0,364.010412,280.131576,8,19,2.343658
3345,145,20100.5,2,7,3,2,1,0,472.100336,208.391538,6,18,1.389511
3347,72,12562.81,3,7,3,2,3.5,0,435.743426,311.599327,8,18,5.081122
3349,200,50251.26,4,7,3,2,2.5,0,739.888196,573.461629,8,18,6.291167
3351,200,25125.63,3,7,3,2,2.5,0,892.581967,694.881014,6,20,12.297447
3421,36,628.14,6,4,0,4,5,4,104.994711,91.011202,7,19,0.495871
3432,32,879.4,7,4,2,1,4,4,136.402423,89.128382,1,19,0.502023
3439,88,2638.19,7,4,2,2,4,4,140.204122,92.635956,7,19,0.634013
3451,170,2135.68,7,4,3,2,4,4,294.365985,207.839231,6,18,1.424796
3461,119,1381.91,9,4,3,4,3,4,129.928478,57.997042,6,19,1.060148
3467,24,628.14,7,4,1,4,5,4,122.339522,100.042148,5,18,0.671097
3469,44,1884.42,5,4,0,1,4,4,105.221327,81.169534,6,19,0.236922
3479,105,2613.07,5,4,3,4,4,4,93.06419,60.389873,6,18,0.841794
3488,96,5100.5,1,4,0,2,4,4,307.127886,198.386514,7,18,2.282441
3539,77,4773.87,7,4,0,2,4,4,103.992903,86.882743,6,18,0.457754
3586,98,3768.84,3,4,1,2,4,4,228.341377,149.584376,9,16,0.595055
3606,28,3266.33,4,4,1,4,3,4,137.04065,58.063099,5,19,1.531302
3607,128,2763.82,5,4,0,0,2,4,79.559772,66.949335,5,19,0.440738
3640,40,5653.27,19,6,0,4,4,4,302.829545,194.758382,5,20,1.279204
3641,66,1733.67,10,4,2,0,4,4,183.120524,118.213608,5,20,0.474429
3691,150,2713.57,4,4,2,6,4,4,80.50944,114.126034,6,18,0.153488
3695,66,1608.04,4,4,0,6,4,4,97.586112,94.940908,1,19,0.024943
3700,30,1306.53,3,6,2,2,6,4,149.205528,143.567533,10,19,0.098634
3703,154,3618.09,7,4,2,6,4,4,92.778098,80.903949,8,20,0.428448
3704,375,10050.25,5,4,2,6,6,4,200.30568,238.272549,6,19,0.772458
3723,96,2110.55,7,4,2,6,4,4,87.915002,80.688495,7,18,0.277871
3724,170,5025.13,3,4,2,6,4,4,115.363819,128.370048,6,20,1.019452
3725,180,1306.53,1,4,2,6,6,4,111.485241,128.974288,8,18,0.641106
3730,320,0,5,4,2,6,4,4,161.966566,164.316874,2,19,0.222946
3731,135,15075.38,9,7,2,6,0.167,4,220.221258,216.177736,4,20,0.364631
3739,220,11306.53,10,4,2,6,5,4,213.99788,205.980327,7,20,2.695882
3740,140,1507.54,2,4,2,2,3,4,191.241004,191.22947,6,19,0.983333
3743,168,6482.41,7,4,2,6,4,4,96.441455,92.941124,7,19,0.404351
3744,300,1507.54,5,4,2,2,6,4,119.856842,104.421373,6,19,0.364442
3750,120,753.77,6,4,2,1,4,4,207.638104,220.429003,5,19,0.349253
3758,192,5025.13,3,4,0,6,4,4,103.081613,108.383678,7,18,1.374975
3763,225,5025.13,2,4,2,6,3,4,104.854287,107.182257,5,19,0.108459
3766,192,7537.69,6,7,2,6,6,4,362.494688,347.820737,10,18,1.802998
3767,120,1356.78,5,4,2,6,4,4,99.495077,107.686069,6,19,0.935184
3771,30,7537.69,8,4,2,1,6,4,121.038625,126.486704,10,19,0.619424
3773,48,1256.28,1,4,2,4,7,4,98.183829,94.466224,7,18,0.341919
3779,96,1381.91,7,4,2,6,4,4,126.952601,127.116302,6,20,0.987747
3781,132,2713.57,5,4,2,6,6,4,77.042614,82.271828,6,19,0.561692
3845,88,1356.78,1,4,2,6,4,4,89.889394,63.503956,3,19,0.082579
4051,48,12663.32,6,0,3,1,19,3,505.694687,361.422765,6,18,5.879755
4053,42,3366.83,7,0,3,1,6,3,746.273771,501.081065,6,16,8.52395
4055,42,2010.05,2,0,3,1,7,3,83.410596,75.822624,9,16,0.095238
4057,42,1356.78,2,0,3,1,16,3,401.436494,344.087082,7,17,4.225071
4063,42,10552.76,3,0,3,6,15,3,346.941427,280.273665,6,20,2.874667
4065,42,6884.42,1,0,3,1,14,3,432.481015,297.246526,8,16,1.784748
4067,48,7914.57,3,0,3,1,19,3,450.574313,309.549651,5,17,2.741863
4069,42,1256.28,4,0,3,1,18,3,368.113468,333.581057,4,18,2.007904
4071,42,1356.78,0,0,3,1,16,3,609.973674,397.523513,9,17,3.860635
4073,42,2713.57,0,0,3,1,3,3,234.140566,170.682073,6,18,1.994803
4083,42,5653.27,4,0,3,1,16,3,498.463139,332.748474,5,18,6.753709
4087,42,753.77,1,0,3,1,18,3,378.545098,272.948293,9,16,2.832757
4089,42,2864.32,4,0,3,6,18,3,875.039131,567.384909,5,15,8.246931
4090,42,4271.36,1,0,3,1,18,3,275.074266,228.106546,7,19,3.779968
4091,48,0,5,0,3,1,18,3,351.269483,295.999319,10,18,4.383053
4093,42,13819.1,5,0,3,1,18,3,227.346163,210.854656,5,17,0.976714
4096,42,12060.3,6,0,3,1,15,3,282.534628,282.840757,9,18,4.515857
4100,48,1256.28,1,0,3,1,17,3,306.88722,157.331051,8,16,3.646855
4102,42,8793.97,6,0,3,1,20,3,905.378002,597.174914,5,18,5.518802
4106,42,351.76,2,0,3,1,25,3,108.141033,108.728463,7,16,0.930547
4108,42,1356.78,1,0,3,1,18,3,522.883486,336.67256,8,19,2.822013
4110,42,6557.79,2,0,3,1,16,3,607.083526,386.581313,6,18,8.458901
4112,42,7035.18,4,0,3,1,22,3,410.016937,293.931362,8,18,3.613257
4114,42,3618.09,4,0,3,1,18,3,509.280916,359.317746,9,19,4.95966
4116,42,1356.78,4,0,3,1,19,3,743.955784,479.626549,6,18,5.78943
4128,42,11306.53,4,0,3,1,11,3,501.299153,304.770593,6,17,6.763058
4132,42,1356.78,0,0,3,1,25,3,318.565401,210.156959,7,15,1.890272
4136,42,10150.75,5,0,3,1,25,3,1022.620427,618.337307,8,18,9.688243
4138,42,5025.13,5,0,3,1,10,3,796.601546,500.073105,6,17,3.877222
4140,42,3366.83,5,0,3,1,18,3,354.551947,335.984623,7,17,2.782516
4142,48,18844.22,4,0,3,1,20,3,541.603212,424.37747,6,17,5.92235
4144,36,3366.83,1,0,3,1,15,3,368.318422,276.922935,6,18,3.742051
4152,42,3015.08,3,0,3,1,18,3,1039.499832,672.281517,6,17,9.625121
4156,42,11306.53,7,0,3,1,17,3,818.160843,518.275421,5,18,5.140906
4158,48,16206.03,10,0,3,1,18,3,1012.99756,622.387196,6,18,11.613955
4162,42,4208.54,1,0,3,1,12,3,419.851577,397.445851,7,18,4.019559
4164,42,8894.47,3,0,3,1,19,3,621.592556,446.767811,9,16,5.717316
4166,36,1356.78,4,0,3,1,18,3,343.749348,277.245049,5,16,3.644996
4168,42,1356.78,7,0,3,1,16,3,690.28676,463.668296,9,17,3.949455
4170,42,1356.78,1,0,3,1,17,3,463.252152,307.723662,7,17,3.314008
4172,42,3768.84,3,0,3,1,8,3,518.261073,351.107712,6,17,4.008316
4178,42,1356.78,1,0,3,1,15,3,562.466993,384.654898,7,15,3.614232
4180,42,4070.35,2,0,3,1,18,3,481.094422,341.251847,7,17,3.142765
4186,42,5025.13,2,0,3,1,18,3,434.660108,285.887585,6,19,2.115113
4190,42,7889.45,2,0,3,1,18,3,211.340676,179.554686,6,21,0.928626
4192,42,16080.4,6,0,3,1,8,3,530.314224,384.496926,6,18,3.540132
4194,42,5276.38,3,0,3,1,9,3,511.735748,346.552445,6,18,3.841971
4198,48,7537.69,5,0,3,1,8,3,499.630839,375.096126,5,16,7.80395
4200,42,1381.91,5,0,3,1,5,3,457.461494,446.74322,5,16,8.171042
4204,42,3768.84,3,0,3,1,6,3,483.437961,357.181243,6,16,5.619933
4208,48,7537.69,4,0,3,6,18,3,528.384943,335.544321,8,18,5.791039
4331,27,753.77,7,4,1,4,3,0,147.989532,83.152067,7,19,1.578383
4358,28,2512.56,5,4,1,4,3,0,241.81021,202.838106,7,18,3.383577
4440,133,7537.69,4,4,1,4,5,0,118.673794,142.681132,5,20,0.481402
4447,40,3768.84,4,4,1,4,4,0,98.327892,83.444908,6,19,1.221973
4452,63,1356.78,10,4,1,4,4,0,615.539534,537.329036,6,18,6.000229
4454,144,12562.81,3,4,1,1,4,0,481.069669,365.563578,6,20,5.140651
4490,280,18844.22,3,7,3,6,3,8,1898.079026,1006.639335,8,18,11.130426
4527,200,20100.5,1,7,3,2,14,8,1315.393019,938.948911,8,19,5.353821
4529,230,52763.82,4,4,3,1,14,8,1440.406234,1310.116301,8,19,4.988784
4531,200,30150.75,2,7,3,2,18,8,1170.177978,898.839446,7,21,5.636683
4535,210,8793.97,1,7,3,2,28,8,900.503174,774.746124,10,18,7.555794
4537,500,37688.44,4,0,3,2,10,8,269.025009,104.30543,8,19,1.256877
4539,200,66582.91,1,0,3,2,29,8,1824.9086,1471.373421,9,18,17.534892
4545,350,74120.6,2,0,3,2,26,8,758.038435,729.059927,8,18,7.276567
4547,140,66582.91,3,7,3,6,0.02,8,1516.58612,1285.970003,8,21,6.055274
4551,220,26381.91,2,4,3,2,18,8,532.039049,492.326459,10,21,3.476736
4564,300,100502.51,3,0,3,2,25,8,2016.858582,1380.56944,7,19,13.368677
4568,300,47738.69,1,0,3,2,10,8,732.902844,488.7904,5,19,0.605976
4574,130,74120.6,4,7,3,6,0.833,8,1530.227528,1180.16084,8,19,21.102747
4576,350,37688.44,3,7,3,2,8,8,1713.756429,1362.315724,8,20,12.921239
4580,220,16331.66,2,7,3,2,8,8,1895.357546,1414.840373,9,17,8.247738
4588,350,52763.82,4,7,3,2,19,8,598.375402,519.983571,10,18,4.425211
4592,275,12562.81,1,7,3,2,12,8,1938.344006,912.046919,9,19,4.387248
4594,170,52763.82,2,7,3,2,2,8,1572.728461,832.006697,9,19,12.363978
4596,210,100502.51,6,7,3,2,2,8,2263.371812,1366.189545,7,20,12.015173
4598,225,18844.22,3,0,3,2,10,8,1714.462464,1051.638445,9,19,17.424355
4602,300,50251.26,1,7,3,6,10,8,1040.854074,636.854719,7,20,6.812407
4604,400,100502.51,4,4,3,2,26,8,1399.566551,796.265808,6,20,14.352238
4631,120,43969.85,3,0,3,6,4,8,589.894281,391.309852,7,20,7.117812
4639,120,16331.66,1,7,3,2,4,8,730.461927,511.161442,3,16,7.117641
4663,200,37688.44,4,7,3,6,7,8,641.867799,521.338408,6,20,10.254673
4687,336,32663.32,4,7,3,2,9,8,1208.851671,839.809448,8,19,9.027051
4697,175,32663.32,4,7,3,2,9,8,780.056265,590.100745,7,20,6.247577
4709,200,21356.78,2,7,3,2,7,8,1605.037543,1093.828607,8,21,6.292476
4715,54,6532.66,2,7,3,6,9,8,775.590839,564.177017,7,18,4.831077
4721,140,13819.1,4,7,3,6,6,8,726.998599,509.982379,10,18,4.456672
4757,224,32663.32,4,7,3,6,0.167,8,1120.279556,684.467557,6,20,8.903607
4767,217,21356.78,4,0,3,6,9,8,1370.182212,707.398851,7,19,6.049856
4945,42,7537.69,5,0,3,1,3,8,330.700667,291.918059,5,18,1.276496
4947,36,9798.99,4,0,3,1,7,8,383.085479,352.603223,7,19,3.517798
4949,56,5025.13,7,0,3,1,9,8,324.192081,322.075783,7,18,1.241087
4955,42,6407.04,4,0,3,6,9,8,339.256739,304.753063,8,18,1.595724
4959,80,8793.97,5,0,3,6,11,8,463.204099,323.843929,6,18,2.440346
4961,63,11105.53,5,0,3,2,12,8,533.288899,482.755338,7,18,3.202518
4963,60,7814.07,8,0,3,1,12,8,310.876395,298.533704,7,18,0.764497
4971,100,8793.97,3,0,3,1,10,8,304.680461,276.055633,7,18,2.363232
4973,54,10804.02,5,0,3,1,7,8,674.389593,534.34706,10,18,3.163305
4975,66,14120.6,10,0,3,1,13,8,729.24438,642.133989,7,18,3.987373
4977,48,4522.61,5,0,3,6,12,8,333.044186,301.356934,6,19,2.775229
4989,60,4522.61,7,0,3,6,12,8,262.564995,241.199202,7,19,1.994247
4999,48,7035.18,4,0,3,6,5,8,641.854728,522.665874,7,19,4.677303
5003,77,4321.61,6,0,3,6,8,8,793.986225,696.102793,7,18,3.070251
5011,84,13869.35,4,0,3,6,10,8,1145.624792,1011.065479,6,18,10.635093
5023,30,1306.53,7,0,3,1,18,8,370.321653,298.938736,7,18,0.966168
5029,42,8040.2,4,7,3,1,18,8,531.331517,491.520357,6,18,0.994431
5033,60,2060.3,2,0,3,6,19,8,374.445831,368.599039,7,18,0.61636
5035,50,5276.38,1,7,3,1,19,8,220.390904,265.669327,6,18,0.945663
5039,42,11306.53,9,0,3,1,17,8,336.759365,323.041659,10,20,2.049218
5041,50,11557.79,3,0,3,6,8,8,978.069496,795.886436,6,20,8.083618
5045,55,1306.53,1,0,3,1,15,8,486.326635,420.175366,8,18,3.407616
5059,30,9095.48,6,0,3,6,19,8,388.771285,385.532736,7,19,2.16631
5067,82,4271.36,5,0,3,6,1,8,637.148271,503.86386,7,19,1.87487
5071,56,7286.43,5,0,3,6,0.667,8,433.210672,376.774554,6,18,1.773379
5073,54,9296.48,4,0,3,1,5,8,490.519934,441.361026,6,18,1.492194
5083,90,6030.15,6,0,3,6,15,8,964.547784,956.751959,6,19,1.708258
5084,117,1507.54,6,4,0,1,3,0,75.361099,69.7873,7,19,0.695251
5095,42,251.26,1,4,0,4,4,0,103.168834,119.230805,7,13,0.453712
5109,98,3768.84,5,4,0,1,4,0,86.069467,77.024959,5,19,0.311175
5111,84,1005.03,5,4,0,4,2,0,109.410944,104.415368,6,19,0.912186
5160,14,1758.79,8,4,0,4,3,0,83.180684,75.25271,6,20,0.560323
5177,15,251.26,2,4,0,4,3,0,75.064391,76.962581,7,16,0.108379
5351,138,37688.44,5,7,3,6,7,3,1136.514574,653.960029,6,19,12.008907
5353,130,16331.66,5,7,3,6,5,3,737.474892,602.435543,6,18,3.650016
5354,109,11306.53,2,7,3,6,7,3,1058.350998,800.743898,6,18,13.075203
5355,140,42713.57,4,7,3,6,8,3,814.056486,634.509832,7,17,9.474392
5356,80,18844.22,5,7,3,6,3,3,1378.657966,976.460726,6,19,10.74352
5358,70,6281.41,5,7,3,6,6,3,917.34168,833.183725,6,21,6.7956
5363,70,6281.41,4,7,3,6,6,3,577.702424,441.31246,5,19,5.717912
5365,140,23869.35,5,7,3,6,8,3,1260.444893,936.938461,6,18,12.307746
5366,319,38944.72,4,7,3,6,7,3,953.150275,807.220953,7,22,7.472392
5368,70,15075.38,6,7,3,6,3,3,939.004341,652.736792,10,19,7.274417
5369,125,42713.57,4,7,3,6,10,3,1238.278874,895.102868,6,20,15.098313
5370,70,12562.81,6,7,3,6,1,3,530.00371,268.959047,6,18,6.029737
5371,165,52763.82,5,7,3,6,6,3,1143.532196,866.725464,7,17,7.741732
5373,120,32663.32,4,7,3,6,5,3,1044.017478,898.686493,6,19,11.368738
5374,75,7537.69,4,7,3,6,6,3,631.095798,544.406525,6,19,9.459463
5378,70,5653.27,3,7,3,6,3,3,848.725495,717.248583,6,19,6.778493
5381,200,32663.32,4,7,3,6,8,3,1550.177231,1281.502705,6,19,10.235614
5385,164,30904.52,4,7,3,6,7,3,1027.258654,839.878054,6,18,8.122655
5388,400,32663.32,5,7,3,6,8,3,1522.716555,1195.050602,6,18,15.0693
5389,109,21356.78,3,7,3,6,2,3,788.003072,535.488703,7,18,11.035932
5393,222,96733.67,4,7,3,6,8,3,1747.12906,1070.490399,7,17,11.072543
5395,250,18844.22,4,7,3,6,7,3,1306.781341,1096.108402,7,19,10.448132
5398,120,42713.57,4,7,3,2,4,3,976.214499,532.561634,6,18,9.815182
5399,90,12412.06,5,7,3,6,5,3,1557.698705,993.410486,7,17,12.425849
5401,290,85427.14,4,7,3,6,3,3,691.629047,434.694783,5,18,7.815084
5402,450,54020.1,3,7,3,6,6,3,1093.574158,638.851082,6,18,13.619499
5403,200,26381.91,5,7,3,6,3,3,855.736722,535.373967,6,18,6.958641
5405,140,12562.81,3,7,3,6,8,3,759.001622,584.743061,8,20,7.470108
5406,120,13819.1,4,7,3,6,1,3,866.519534,688.069993,6,19,5.715185
5407,90,11306.53,5,7,3,6,8,3,1075.593932,1035.703105,6,20,11.881204
5408,145,26381.91,4,7,3,6,7,3,704.486058,539.393037,6,21,11.2145
5409,160,13819.1,5,7,3,6,8,3,1542.761705,1070.029541,7,20,13.43856
5410,110,21356.78,5,7,3,6,6,3,668.145266,586.905659,6,18,8.193758
5416,234,21356.78,3,7,3,2,5,3,1000.523533,777.522951,6,20,9.152816
5417,312,3015.08,5,7,3,6,3,3,975.701817,737.790337,6,18,9.180184
5419,202,8793.97,4,7,3,6,4,3,1196.318351,980.79308,6,18,12.062568
5421,180,59045.23,4,7,3,6,5,3,998.641145,678.961862,7,18,7.651554
7047,84,2857.14,4,4,0,1,6,4,134.48966,69.017177,4,19,0.282964
7057,72,952.38,6,4,0,2,4,4,107.101392,56.264768,7,18,1.160776
7058,76,3571.43,8,4,0,1,4,4,144.175581,76.984379,4,19,0.388696
7066,15,4761.9,7,4,0,4,4,4,207.977797,113.415108,6,19,0.249999
7067,84,2380.95,4,4,0,1,4,4,255.060144,124.803692,6,19,0.84378
7068,112,1452.38,6,4,0,1,4,4,246.472713,132.508601,6,18,1.264871
7069,76,2380.95,7,4,0,2,4,4,145.309958,69.097885,4,19,0.607305
7070,32,9523.81,5,4,0,5,3,4,185.378577,93.238774,7,18,0.816639
7071,54,1190.48,5,4,0,4,4,4,108.765644,55.0449,9,18,1.560628
7072,63,2380.95,3,4,0,1,4,4,188.485031,86.256132,4,19,1.198144
7073,24,1357.14,3,4,0,1,4,4,140.146316,89.862573,8,19,0.465294
7074,64,4761.9,6,4,0,8,4,4,92.865815,53.408516,6,19,0.646296
7075,48,2380.95,7,4,0,1,4,4,117.704464,56.291726,7,19,0.537838
7077,48,1190.48,5,4,1,1,4,4,161.572584,82.394973,6,18,0.791165
7081,20,19047.62,1,4,0,5,1,4,114.794059,50.538136,6,18,0.549515
7083,140,2380.95,7,4,0,1,4,4,135.086028,126.711166,6,19,0.857208
7098,80,952.38,7,4,0,1,4,4,124.943206,50.024097,7,19,0.419932
7100,15,3571.43,8,4,0,4,4,4,127.792548,66.069634,6,18,0.785604
7102,84,4857.14,13,4,0,1,4,4,128.418038,64.737329,6,18,2.005989
7107,80,1357.14,8,4,0,1,4,4,125.746062,106.697304,7,19,0.335062
7108,55,1357.14,5,4,0,1,4,4,84.578069,78.28449,6,19,0.298501
7112,144,952.38,1,4,0,1,4,4,123.517591,62.608337,6,19,0.514152
7117,67,17857.14,2,7,3,6,1,0,475.805842,450.380358,10,18,3.951675
7119,60,17857.14,1,7,3,6,6,0,323.790235,347.449117,7,18,2.341247
7120,84,25000,2,7,3,6,3,0,455.712229,410.361766,8,20,2.229556
7133,90,11904.76,3,7,3,6,6,0,462.650044,404.574025,7,19,3.9748
7136,80,30952.38,4,7,3,6,1,0,313.779603,239.4148,6,19,2.367015
7140,74,10714.29,5,7,3,6,2,0,430.017827,447.155086,6,19,9.567
7142,55,15476.19,1,7,3,6,4,0,153.30403,155.738675,6,19,1.332429
7147,78,30952.38,4,7,3,6,4,0,494.63073,579.319743,9,19,1.130892
7149,48,30952.38,2,7,3,8,3,0,370.920227,349.692206,6,18,5.669216
7162,80,13095.24,2,7,3,6,1,0,398.373276,380.955727,7,22,1.879083
7168,112,15476.19,4,3,3,6,5,0,740.54623,708.207528,7,19,5.027976
7170,130,35714.29,3,7,3,2,6,0,530.967035,542.145641,6,19,2.514209
7174,65,11904.76,1,7,3,6,4,0,178.046464,223.457386,6,21,0.560136
7180,55,19047.62,2,7,3,6,4,0,441.404019,441.506262,7,18,9.00781
7181,70,20238.1,4,7,3,6,1,0,628.064648,611.474041,7,18,6.726004
7185,170,45238.1,4,7,3,6,7,0,824.150805,499.897903,7,20,7.201907
7187,67,22619.05,2,7,3,2,7,0,315.84137,286.930525,7,21,2.207282
7188,63,17857.14,4,7,3,2,6,0,674.371909,619.099909,8,19,4.830299
7208,700,70238.1,1,7,3,2,7,2,1428.971229,1452.575102,7,18,13.020469
7212,450,45238.1,4,7,3,2,13,2,1197.700771,1417.713669,7,19,20.880072
7218,400,45238.1,5,4,3,6,5,2,2398.776121,1691.650524,7,18,18.191245
7225,320,84523.81,3,7,3,2,1,2,1459.74342,1486.985211,6,19,9.834055
7231,400,70238.1,4,7,3,2,4,2,319.630803,212.280613,9,18,8.560472
7233,550,63095.24,4,7,3,6,5,2,2145.551841,2068.811035,10,19,18.903262
7238,530,95238.1,5,7,3,2,9,2,1786.147413,1745.275388,7,19,9.536078
7239,410,63095.24,5,3,3,6,1,2,1494.934254,1475.322419,7,19,14.976151
7246,400,45238.1,3,7,3,2,16,2,1051.632811,1017.015073,7,21,13.91898
7247,340,84523.81,4,7,3,2,17,2,1287.625516,1294.497506,10,17,14.015639
7250,680,95238.1,4,7,3,2,5,2,910.972331,947.229108,4,17,13.146752
7253,300,55952.38,3,7,3,2,1,2,1101.534732,776.654057,8,18,14.233983
7255,300,45238.1,2,7,3,2,5,8,114.906764,114.906764,8,17,0.500575
7256,253,70238.1,4,7,3,2,8,8,1246.301868,878.307377,7,19,12.777924
7257,300,50000,5,0,3,2,7,8,3075.621943,1252.247361,10,21,19.825206
7258,250,55952.38,4,0,3,2,11,8,1469.232548,1176.562805,7,19,17.113208
7259,400,35714.29,0,7,3,2,18,8,300.31594,250.643884,5,17,3.655353
7260,300,70238.1,3,7,3,2,10,8,1125.007507,849.383294,6,20,12.338239
7262,240,95238.1,2,0,3,2,11,8,503.310632,423.723272,8,22,10.625984
7263,280,63095.24,4,7,3,2,5,8,2228.907122,1149.542479,9,19,16.308355
7265,390,63095.24,3,4,3,2,5,8,872.129105,743.62143,7,21,5.653788
7267,290,63095.24,4,7,3,2,7,8,1116.43145,721.226598,7,18,9.774792
7268,275,25000,1,0,3,2,14,8,649.170066,651.533669,8,19,6.920702
7269,300,63095.24,4,7,3,2,4,8,1217.725355,650.28234,7,18,12.387154
7273,411,70238.1,2,4,3,2,9,8,784.846767,682.777745,8,16,3.469067
7278,230,45238.1,3,7,3,2,5,8,440.933791,350.111839,8,19,5.984958
7279,285,27380.95,2,7,3,2,6,8,701.436601,503.048334,9,17,8.650625
7282,400,63095.24,2,4,3,6,3,8,1414.117182,1018.972003,7,19,14.181756
7283,250,55952.38,6,7,3,2,1,8,903.276457,817.072449,8,20,15.427188
7287,325,95238.1,2,0,3,2,19,8,988.301342,928.743266,9,22,6.479908
7289,400,55952.38,4,6,3,2,2,8,1078.063303,920.250999,8,18,11.501278
