,Morning,Morning,Morning,Morning,Afternoon,Afternoon,Afternoon,Afternoon
,sigma1,sigma2,mu1,A1,sigma3,sigma4,mu2,A2
ProfileID,,,,,,,,
1001131,1.2903225806451655,4.102564102564103,8,7.734830359282903,1.4285714285714333,2.1276595744680917,19,4.397945364663588
1001138,0.9803921568627484,5.000000000000001,7,8.927950085470087,3.157894736842106,1.9354838709677482,18,9.080036324786324
1001161,1.395348837209307,4.000000000000001,8,14.319351919191918,3.6363636363636407,1.9047619047619107,20,15.82354265432099
1001168,1.2000000000000037,0.655737704918035,6,4.385276029216467,1.4285714285714333,2.6315789473684212,19,10.746227091633461
1001172,2.333333333333341,3.333333333333333,10,8.623590455840453,1.5384615384615385,3.076923076923077,18,14.0847561965812
1001173,0.8196721311475437,3.8709677419354835,6,7.747302272727272,1.3953488372093068,2.857142857142866,18,12.261526919191919
1001180,1.6949152542372936,4.761904761904763,10,6.810188210784314,2.068965517241379,3.225806451612903,19,13.515471635472373
1001181,2.2222222222222294,3.4285714285714284,8,8.930790971663537,2.5806451612903225,1.8867924528301947,19,8.937869469026548
1001184,1.5384615384615434,3.913043478260882,8,13.908027955426354,2.2222222222222223,2.4242424242424243,20,13.427996718639884
1001191,1.4705882352941224,3.1578947368421053,9,9.916286128364387,2.6315789473684212,2.5641025641025643,19,13.04492701863354
1001204,1.3513513513513558,2.5316455696202618,6,7.916475660394028,1.562500000000005,2.0512820512820515,20,7.190982317342522
1002588,1.2121212121212162,3.58974358974359,6,5.727257763586275,2.800000000000009,1.3888888888888935,19,11.591186659988313
1003407,1.4925373134328408,3.076923076923077,8,12.646089060710192,2.5641025641025643,3.6363636363636367,18,15.242429553264603
1003410,2.352941176470596,3.6363636363636367,8,9.74078214890017,4.0,2.173913043478268,19,9.65745989847716
1003413,2.5531914893617103,1.904761904761905,9,4.738162144403217,1.379310344827586,1.9607843137254966,19,7.619310459183671
1003415,1.052631578947372,1.000000000000003,7,9.2397427318874,2.3809523809523885,2.0512820512820515,20,11.70938874788494
1003422,2.264150943396234,2.666666666666675,8,12.766093260473587,2.6086956521739215,2.5641025641025643,19,13.772972768670309
1003439,1.269841269841274,2.745098039215695,7,8.71613664874552,2.0,2.1276595744680917,19,10.440609318996414
1003450,0.6611570247933907,2.916666666666676,7,11.7043281573499,1.9512195121951281,2.1276595744680917,19,8.921064389233957
1003455,1.500000000000005,7.000000000000002,8,12.89913404382811,2.5000000000000013,2.264150943396234,18,11.520880885122413
1003457,0.5714285714285734,2.352941176470589,6,9.855686594202897,2.962962962962963,1.176470588235298,20,9.254815670289855
1003473,1.9672131147541048,1.4285714285714286,9,6.33075663580247,2.3529411764705883,1.9607843137254966,19,8.236118981481482
1003489,2.1818181818181888,4.705882352941178,8,11.024915213178296,3.6363636363636376,2.500000000000008,19,14.12965503875969
1003626,2.4489795918367423,3.500000000000011,8,5.998920792079209,2.500000000000008,1.666666666666672,19,8.843798679867987
1003653,1.2500000000000042,2.5806451612903225,7,11.213797169811322,2.0000000000000004,2.27272727272728,19,13.57625443110349
1003662,1.7283950617284007,3.3333333333333344,8,8.777325471698113,2.142857142857143,3.0303030303030303,19,11.225724056603777
1003671,2.545454545454554,1.2903225806451613,10,9.156103582554515,3.3333333333333344,2.0000000000000067,18,8.494266822429907
1003675,3.1372549019607945,4.615384615384619,10,6.872911163522014,2.1052631578947376,1.562500000000005,18,8.639234433962269
1004375,0.9900990099009934,3.913043478260882,7,13.046774652777778,1.5686274509803972,2.500000000000008,19,13.010156944444446
1004399,1.1764705882352982,2.352941176470596,7,11.199161189358374,1.9512195121951281,2.1276595744680917,19,18.118984350547734
1004439,3.2000000000000104,3.3333333333333366,10,5.744624783765799,3.2,2.2222222222222223,20,8.443262774451101
1004509,2.153846153846161,3.243243243243243,8,9.58050886524823,1.7142857142857142,2.0000000000000067,18,10.684526595744682
1005415,1.7241379310344884,4.615384615384619,8,8.155711923583663,2.307692307692308,2.3809523809523885,19,11.130408913550216
1005416,0.7633587786259558,2.0,6,12.48329549001723,4.210526315789475,1.6949152542372936,19,8.95670184453228
1005421,1.6949152542372936,1.2903225806451613,8,9.898857276995306,2.3255813953488444,1.818181818181824,20,10.487273373574782
1005423,2.5531914893617103,2.500000000000008,10,11.700450984499373,1.9047619047619107,2.7777777777777777,19,10.242931600955796
1005424,1.3513513513513558,6.4,7,11.953786866155287,3.125,2.5641025641025643,19,14.798373677248676
1005432,1.4285714285714333,3.0769230769230775,7,15.171981346899226,3.6363636363636376,3.076923076923077,18,10.870094234496126
1005444,1.1594202898550763,1.5384615384615385,7,13.068521671671672,3.5294117647058822,2.27272727272728,19,6.680906506506506
1005493,0.8080808080808108,1.0256410256410258,7,3.100377688172035,2.068965517241386,2.040816326530619,19,7.542219086021511
1005499,3.111111111111121,1.4814814814814814,7,4.059113805970153,2.5806451612903225,1.8518518518518579,19,5.022665920398012
1005501,0.9790209790209797,2.456140350877201,7,18.054056010928964,1.2244897959183711,3.0303030303030303,19,18.246504098360642
1005518,1.4925373134328408,1.4285714285714286,7,8.7264619944212,3.125,1.6216216216216215,21,11.69484372384937
1005519,1.5384615384615385,3.529411764705894,8,5.768004042904293,2.0000000000000004,0.5882352941176491,21,7.925580280528058
1005534,1.5384615384615437,4.2105263157894735,7,9.258581037649218,2.500000000000008,2.3809523809523885,19,13.016195133149676
1005539,2.068965517241386,2.5641025641025643,8,1.6166629870129876,1.4492753623188455,2.5641025641025643,19,4.0001512445887455
1005540,1.7073170731707374,6.153846153846155,8,11.879994650900903,1.8181818181818188,1.8867924528301947,19,9.461010698198196
1005546,2.068965517241386,5.0,9,10.083833542319752,2.142857142857143,2.9411764705882355,19,12.382382392894462
1005571,2.105263157894744,3.75,9,10.966705660708028,1.1764705882352942,2.500000000000008,18,10.687900630914827
1005572,0.9160305343511469,3.75,7,11.051264124293787,2.926829268292692,1.4035087719298291,20,19.992326553672314
1005605,2.0588235294117716,3.4782608695652177,8,11.661837842712849,3.2,2.7777777777777777,19,14.647394300144299
1005902,1.2658227848101309,2.6666666666666754,6,10.318824859974152,2.000000000000006,1.8750000000000062,18,15.722072310785583
1006162,1.5873015873015925,2.6086956521739215,7,9.71316766467066,2.857142857142857,2.3529411764705883,20,10.614423652694608
1006615,2.1818181818181888,3.076923076923077,9,8.143590361445781,1.1764705882352942,2.040816326530619,19,7.062169678714858
1006628,0.85714285714286,1.6,7,11.895897590361447,3.4482758620689653,2.3529411764705883,20,9.613757028112449
1006637,1.3793103448275907,2.4242424242424243,7,8.761532083333332,1.5000000000000047,1.9230769230769293,19,9.239352916666668
1006654,2.8070175438596583,1.4814814814814814,9,7.58896987951807,3.414634146341474,0.8823529411764734,21,16.449095180722892
1006673,2.3809523809523885,3.7500000000000018,9,3.977740601503763,2.5000000000000013,3.076923076923077,18,4.780875313283209
1006676,0.833333333333336,2.2222222222222294,7,8.652414110429445,1.904761904761911,2.43902439024391,19,10.068520449897752
1006683,1.2307692307692348,4.347826086956522,8,8.522442759562843,4.347826086956522,2.0512820512820515,20,11.534506284153
1006689,1.4285714285714333,4.615384615384616,8,9.46536488673139,2.6666666666666683,1.379310344827586,18,3.044894417475729
1006695,0.7339449541284429,3.7037037037037157,6,9.504195652173918,2.2222222222222223,1.8867924528301947,19,4.620051932367149
1006705,1.1111111111111147,4.242424242424242,9,9.682310606060607,1.7142857142857142,2.7906976744186136,18,9.875800808080808
1006713,2.000000000000006,4.242424242424242,8,9.899135209713023,4.666666666666667,1.5384615384615385,21,10.19033222958057
1006714,1.428571428571433,2.0512820512820515,8,6.325656944444445,0.8695652173913044,1.3793103448275907,20,8.248110416666668
12002343,1.5789473684210578,4.102564102564103,6,5.9211634471587775,2.5641025641025643,1.8461538461538523,18,9.953718422575946
12002460,0.9009009009009039,2.4,6,6.2668572204914,3.58974358974359,1.4492753623188455,19,11.793060968360784
12003885,1.9607843137254966,5.714285714285718,8,7.004122461880105,4.615384615384619,1.8867924528301947,19,7.946937543200713
12004358,1.2307692307692348,3.58974358974359,5,7.4055826188401515,2.6666666666666754,1.1235955056179814,19,21.015725171852516
12004371,1.7910447761194088,1.081081081081081,6,4.586724445317119,2.500000000000008,1.904761904761911,18,8.903610076775838
12005099,3.7500000000000018,2.000000000000006,8,6.7992414008887,3.1372549019607945,1.562500000000005,19,9.722143514407229
12006052,1.8867924528301947,4.615384615384616,7,11.329014384333238,3.58974358974359,2.000000000000006,19,20.677665544864038
12008401,2.153846153846161,4.0,7,5.5809258965683375,3.58974358974359,2.068965517241386,18,12.291419722921688
12019975,1.2048192771084378,5.333333333333333,6,8.800621656962095,3.076923076923077,1.8867924528301947,19,16.407922961118906
12020859,0.5405405405405423,1.363636363636368,3,3.0995215161702037,2.8571428571428577,1.7241379310344884,19,9.02930619474352
12021739,1.31147540983607,2.3809523809523885,6,3.803598379008622,3.0434782608695747,1.6949152542372936,19,7.209195987248735
12021804,1.3888888888888935,3.58974358974359,6,5.664432980688256,2.456140350877201,1.3513513513513558,19,15.340082088343356
12022623,1.7391304347826144,2.27272727272728,8,8.33100223121029,2.4242424242424243,2.2222222222222294,18,9.143020634570929
12023147,1.9672131147541048,4.0,8,12.719739493243306,5.000000000000001,3.125,19,13.028584525356013
12023836,1.2820512820512864,1.0256410256410258,6,4.8718215559818105,2.6315789473684212,2.500000000000008,18,7.120582396700019
12024594,1.2307692307692348,3.0303030303030303,6,10.639249653048804,2.307692307692308,3.181818181818192,17,14.401400840522067
12024655,1.6438356164383616,3.58974358974359,7,7.80808510423922,1.7543859649122864,2.926829268292692,18,13.405456262171692
12026241,3.636363636363648,2.2222222222222294,10,3.8950279855928507,2.43902439024391,1.632653061224495,20,7.714915933551826
12028997,1.2820512820512864,5.0,7,12.128777714839414,4.285714285714286,3.125,19,13.334888852656716
12029032,2.173913043478268,2.2857142857142856,8,5.347898551978278,2.5806451612903225,2.352941176470589,18,6.60891305077551
12029045,0.9160305343511469,3.5294117647058822,7,16.737987378301717,4.285714285714286,1.8461538461538523,18,14.077295569298828
