@relation 'combine_winter_dataframe-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,13,14,15,16,12'

@attribute ProfileID numeric
@attribute floor_area numeric
@attribute monthly_income numeric
@attribute total_residents numeric
@attribute roof_material_ENC numeric
@attribute water_access_ENC numeric
@attribute wall_material_ENC numeric
@attribute years_electrified numeric
@attribute Province_ENC numeric
@attribute AMC_winter numeric
@attribute AMC_yearly numeric
@attribute mu1 numeric
@attribute A1 numeric
@attribute mu2 numeric
@attribute A2 numeric
@attribute sigma2 numeric

@data
25,70,5292.48,4,0,3,2,12,3,211.624726,119.423261,9,1.506849,17,3.284395,1.538462
26,80,1309.19,11,0,2,2,2,3,602.168032,445.079365,5,4.387713,18,8.492182,1.025641
28,80,9749.3,11,0,3,2,2,3,674.020419,466.731096,5,7.874409,16,5.114877,1.492537
31,80,20891.36,13,0,3,2,13,3,304.842735,368.942178,6,4.621706,18,6.733171,1.016949
32,80,1309.19,6,0,3,2,7,3,905.20804,537.238015,5,6.100524,18,9.341282,3.272727
33,70,4178.27,2,0,3,2,16,3,755.98125,513.585766,8,3.177733,18,8.655988,2
34,80,6963.79,6,0,3,2,6,3,398.867288,265.629109,9,2.377857,18,3.658594,2.5
35,80,6963.79,6,0,3,2,11,3,568.31059,396.428478,5,7.142238,18,6.25017,1.5
37,150,3621.17,8,0,3,2,7,3,1029.352305,647.551226,6,9.910697,18,14.314771,2.564103
40,81,3342.62,7,0,0,4,3,3,300.699826,146.647486,6,2.272337,18,2.946519,1.111111
41,110,696.38,7,4,0,1,14,3,148.421924,137.82905,6,0.760911,19,1.456149,2.307692
42,42,668.52,13,4,0,4,3,3,227.820869,273.178014,6,0.700342,18,1.170625,0.625
51,96,3064.07,5,4,2,4,3,3,489.254932,399.206453,5,6.91968,16,6.6455,1.538462
53,66,3342.62,8,4,0,1,3,3,169.484295,138.071463,5,1.060718,18,1.417198,1.538462
58,70,2228.41,4,4,0,4,3,3,140.451388,200.541092,4,3.31017,18,4.500994,0.722892
60,63,696.38,6,4,0,1,3,3,155.422957,164.010573,9,0.209696,13,0.223944,1.538462
61,30,696.38,10,4,0,2,3,3,164.15411,151.166682,3,1.54657,17,1.522428,0.526316
86,70,13924.79,4,4,2,5,3,0,310.462389,335.976341,7,5.672614,19,4.541333,1.276596
87,32,2228.41,5,4,2,5,3,0,130.582856,116.566958,6,1.774483,18,2.019364,0.666667
89,40,5849.58,7,4,2,5,2,0,96.779935,78.841109,6,1.451979,20,0.994566,0.851064
94,64,1253.48,3,4,2,2,4,0,95.609816,85.670241,6,0.05922,20,0.415362,0.754717
95,77,1559.89,4,4,2,8,3,0,225.962656,186.008565,6,1.867437,18,2.990398,1.666667
100,70,2228.41,7,4,2,5,4,0,283.380522,225.70618,7,1.732832,18,3.132705,1.621622
101,80,1671.31,3,4,2,1,2,0,100.097123,78.398386,6,1.062663,18,1.367314,2.051282
105,40,9749.3,4,4,2,1,4,0,287.91418,201.479185,10,1.22702,18,2.955854,2.222222
106,88,1949.86,1,7,3,2,3,0,187.069794,164.032089,7,1.002033,17,2.191266,1.694915
114,80,1253.48,2,4,2,5,4,0,101.501156,98.480181,7,0.409314,19,1.562455,4.102564
119,28,1114.21,3,4,2,1,4,0,105.706782,89.147359,6,1.133526,19,2.03872,1.363636
842,120,13927.58,2,4,3,2,3,8,500.251588,356.918507,9,4.118439,21,3.04137,1.923077
846,180,8356.55,4,7,3,6,5,8,346.297954,260.402074,9,1.69141,17,6.971079,2.285714
847,180,16713.09,2,7,3,2,21,8,784.208449,545.933443,6,5.511098,18,8.877248,2.153846
848,154,8356.55,1,7,3,6,4,8,611.242803,425.505736,6,5.492565,19,7.125612,0.983607
849,120,11142.06,4,7,3,6,1,8,594.602605,440.480323,7,6.911031,21,6.79448,1.25
850,210,19498.61,5,7,3,2,3,8,827.70325,519.854996,8,6.366701,18,9.823192,2.12766
851,190,22284.12,4,7,3,2,10,8,1216.343083,874.083012,8,17.570712,21,9.19675,1
852,190,33426.18,2,7,3,6,5,8,1491.236268,1102.808659,7,12.418061,17,8.494358,0.816327
853,190,22284.12,5,7,3,2,21,8,1384.132943,924.710804,9,14.475957,17,9.321564,2.941176
854,210,27855.15,4,7,3,6,9,8,775.683592,572.679007,8,7.853584,21,8.724131,2.068966
855,100,19498.61,4,7,3,2,1,8,846.227484,739.857004,7,6.397949,21,10.200292,1
856,190,16713.09,4,7,3,2,5,8,391.551236,395.710232,6,7.702932,20,5.265853,0.594059
857,190,33426.18,5,7,3,6,5,8,621.137621,570.271921,7,8.364613,19,10.185307,0.854701
858,210,19498.61,4,7,3,6,7,8,570.38605,657.259283,7,7.77644,18,6.198668,1.071429
860,350,27855.15,4,7,3,2,3,8,1210.410873,740.331289,7,11.483333,20,10.906922,0.958904
861,330,33426.18,4,7,3,6,2,8,1605.193149,1151.53703,8,5.797958,17,8.69731,1.25
862,100,13927.58,3,7,3,6,3,8,658.196305,448.025456,6,4.103114,17,6.748338,1.5
863,224,14484.68,3,7,3,6,3,8,375.556439,283.404864,7,1.90882,17,3.986879,1.111111
864,210,33426.18,4,7,3,6,13,8,1152.65068,804.471142,6,11.945029,20,7.484316,1.463415
867,121,8356.55,3,7,3,2,4,8,784.49313,522.339974,6,8.838134,19,7.414198,2.857143
869,190,25069.64,4,7,3,2,4,8,690.798129,479.114773,10,4.166212,18,8.952067,2.564103
870,1000,19498.61,4,7,3,2,1,8,794.540058,752.796493,6,7.360056,19,6.368056,1.428571
873,210,16713.09,3,7,3,2,1,8,864.852995,465.980269,10,9.396438,18,8.251179,3.888889
875,190,0,4,7,3,6,3,8,789.186477,605.711352,9,4.773723,18,6.51564,2.666667
879,110,19498.61,1,7,3,2,2,8,270.435215,202.772658,10,1.68104,20,2.5748,2.380952
880,190,18941.5,4,7,3,2,5,8,1016.284744,747.376759,8,14.835228,21,11.659046,0.882353
883,180,36211.7,6,7,3,2,2,8,1384.703289,993.118431,7,13.051646,21,11.647772,2.222222
885,252,22284.12,3,7,3,2,9,8,971.320412,621.407814,8,6.676238,20,13.008734,3.414634
887,190,0,1,7,3,6,1,8,300.151381,323.618095,6,0.752786,20,2.303653,2.564103
889,180,22284.12,4,7,3,2,9,8,699.475182,379.942943,6,5.351916,19,4.827107,1.37931
891,190,27855.15,6,7,3,2,1,8,692.332438,332.293829,8,4.587186,20,9.128178,2.105263
892,250,0,5,7,3,2,5,8,1347.810415,861.56042,10,8.499736,21,17.331791,2.666667
893,210,22284.12,4,7,3,2,4,8,386.267031,488.739191,8,7.970596,18,12.988172,2.083333
