@relation 'combine_winter_dataframe-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,13,14,15,16,12'

@attribute ProfileID numeric
@attribute floor_area numeric
@attribute monthly_income numeric
@attribute total_residents numeric
@attribute roof_material_ENC numeric
@attribute water_access_ENC numeric
@attribute wall_material_ENC numeric
@attribute years_electrified numeric
@attribute Province_ENC numeric
@attribute AMC_winter numeric
@attribute AMC_yearly numeric
@attribute mu1 numeric
@attribute A1 numeric
@attribute mu2 numeric
@attribute A2 numeric
@attribute sigma2 numeric

@data
2377,63,753.77,1,4,0,1,2,4,105.316582,96.446947,9,0.456943,17,0.89628,6
2392,78,251.26,7,4,0,1,4,4,86.853296,77.147424,6,0.673552,19,1.058876,2.051282
2394,90,2512.56,7,4,0,1,4,4,98.602861,122.946825,6,1.62135,19,1.515904,0.495868
2395,41,5025.13,8,4,0,4,4,4,98.254768,93.392453,9,0.729821,19,2.139433,1.538462
2443,63,2010.05,6,4,0,4,3,6,239.239147,173.268264,6,2.912077,18,2.126622,4.324324
2465,140,2512.56,2,4,0,2,4,6,254.886819,240.427648,6,1.323474,19,3.51065,1.538462
2481,56,1356.78,8,4,0,4,4,6,82.956297,66.032247,7,0.988449,16,0.548243,1.025641
2497,150,5025.13,10,4,0,2,2,6,216.277462,152.283252,6,0.665536,19,1.752119,1.538462
2507,66,5025.13,6,4,0,4,3,6,130.360472,156.571433,6,0.825021,19,1.083183,1.509434
2527,60,0,3,4,0,6,4,6,117.561704,87.986649,7,0.914682,19,2.102197,0.677966
2559,300,4271.36,6,4,0,6,4,6,188.472575,161.792129,6,2.828194,19,3.376667,2.564103
2560,240,3015.08,11,4,3,4,3,6,87.589581,88.974137,6,1.807944,19,2.825958,0.714286
2921,72,2261.31,4,7,3,6,10,3,361.589871,199.445928,6,3.729252,18,3.598295,1.22449
2931,105,16331.66,3,7,3,6,2,3,627.411707,407.278095,6,5.168096,18,6.235564,0.689655
2935,80,11306.53,3,7,3,6,20,3,744.14988,498.975313,5,4.029851,16,8.000088,1.363636
2937,72,8040.2,3,7,3,6,18,3,710.084671,538.639648,7,9.737948,18,7.234892,1.818182
2939,172,13819.1,8,7,3,6,21,3,1332.896052,812.233388,7,11.517284,17,7.39022,1.818182
2943,80,1356.78,1,7,3,6,20,3,936.445186,654.472553,10,5.16488,19,3.718221,2.285714
2947,72,8793.97,4,7,3,6,15,3,895.639733,548.193116,5,7.293536,19,10.788256,2.051282
2949,80,8793.97,4,7,3,2,12,3,739.897902,517.509833,7,6.694256,15,4.886825,0.869565
2953,119,18844.22,3,7,3,6,20,3,1036.840241,684.389714,5,9.328847,17,8.877138,2.38806
2958,48,37688.44,4,7,3,6,20,3,1199.081193,1001.116865,6,12.073975,19,9.354547,1.578947
2959,72,351.76,2,7,3,6,21,3,460.345192,406.813515,9,2.845088,18,3.784004,1.666667
2971,72,8793.97,3,7,3,6,25,3,815.942021,623.530904,6,8.958384,19,3.893882,2.564103
2973,72,16331.66,6,7,3,6,4,3,693.439575,481.709973,5,6.919636,18,7.001734,1.538462
2977,72,8542.71,8,7,3,1,6,3,856.535159,584.272764,6,7.353414,19,7.165758,1.538462
2983,72,10552.76,5,7,3,6,19,3,877.314632,630.230544,7,8.171002,16,6.392893,2.631579
2989,48,17587.94,2,7,3,6,21,3,802.522103,502.622074,6,3.54061,17,5.320449,1.25
2991,48,13819.1,2,7,3,6,19,3,805.719594,524.576414,7,2.649991,16,5.513901,2.564103
3001,72,11306.53,3,7,3,6,1,3,519.232373,352.923332,6,10.439558,21,4.322241,0.566038
3005,48,5653.27,4,7,3,6,15,3,741.476843,506.601504,6,6.367046,18,4.606025,2.051282
3007,72,11306.53,5,7,3,1,21,3,748.131572,529.673612,6,3.451411,15,4.577941,1.538462
3011,42,3025.13,1,0,3,0,14,3,429.707927,420.483235,10,2.056421,19,2.449333,2.702703
3013,72,3768.84,4,7,2,6,18,3,408.04815,322.680397,4,1.968557,17,2.916348,1.538462
3017,72,2613.07,1,7,3,6,21,3,604.468054,416.464475,6,4.058182,18,5.562453,1.578947
3021,72,5653.27,7,7,3,6,21,3,1232.349947,885.675458,5,12.558276,18,11.772693,1.363636
3027,172,6909.55,3,7,3,6,20,3,731.593686,457.609763,6,3.985088,18,9.261067,0.842105
3031,72,1256.28,4,7,3,6,20,3,810.84674,532.09714,7,7.170801,16,7.34371,1.395349
3033,72,2336.68,9,7,3,2,21,3,788.124731,579.29419,9,4.173598,17,7.295607,2.564103
3035,72,11306.53,4,7,3,6,20,3,855.421958,558.274633,5,9.125779,18,9.593564,1.126761
3037,72,18844.22,4,7,3,6,0.5,3,653.81631,523.814075,6,5.534433,18,5.557558,0.594059
3041,72,11306.53,2,7,3,2,24,3,582.586934,389.006663,5,10.25815,18,4.429623,0.877193
3043,72,11306.53,3,7,3,6,22,3,776.264797,562.011237,5,7.144671,16,4.756704,2.028986
3047,72,13819.1,3,7,3,6,10,3,824.169533,631.782397,5,5.36971,18,10.217357,1.052632
3050,72,7788.94,6,7,3,2,21,3,522.806596,365.793356,6,3.677473,17,4.602939,1.081081
3054,72,9798.99,2,7,3,2,20,3,424.684217,285.736546,9,2.026458,17,4.52031,1.860465
3056,72,8793.97,3,7,3,6,0.083,3,294.326093,299.876907,5,1.980469,17,2.323896,0.952381
3062,104,15075.38,1,7,3,2,1,2,368.989196,177.883187,6,2.155375,19,4.524527,0.606061
3064,101,21356.78,2,7,3,2,1.667,2,1016.048978,552.161981,7,9.689381,18,4.798965,1.481481
3066,104,12562.81,1,7,3,2,1.6,2,383.558985,276.36185,8,1.246013,22,6.361674,2.564103
3076,115,16331.66,0,7,3,2,1.5,2,272.537881,186.46595,6,6.291473,20,2.812849,0.595238
3078,104,12562.81,1,7,3,2,0.417,2,440.59314,227.285859,9,4.929423,18,4.286253,1.886792
3082,104,18844.22,1,7,3,2,1.5,2,411.913136,273.477034,10,2.520788,18,3.71639,2.142857
3084,104,32663.32,1,7,3,2,1,2,569.507233,338.154147,8,9.733864,20,4.583956,1.230769
3090,115,23869.35,2,7,3,2,1,2,607.764072,398.379147,7,11.454995,18,4.588142,1.311475
3094,104,52763.82,2,7,3,2,1.5,2,649.686438,385.707221,7,5.996379,20,9.318938,1.282051
3096,104,21356.78,1,7,3,2,1.5,2,807.191717,485.874785,7,5.398622,18,8.429155,4
3100,115,22613.07,2,7,3,2,1,2,622.145912,436.036344,6,8.655114,19,6.85451,1.284404
3106,128,27638.19,2,7,3,2,1,2,734.179135,454.50836,7,11.022596,18,4.743583,1.065089
3110,115,11306.53,3,7,3,2,2,2,694.833061,381.396422,10,3.178447,18,6.319351,3.157895
3114,128,16331.66,0,7,3,2,1.5,2,306.340329,211.646177,7,1.052669,21,2.348022,1.960784
3116,128,15075.38,2,7,3,2,1.5,2,647.900082,412.953812,7,2.485695,19,7.014704,0.657895
3118,128,52763.82,4,7,3,2,0.06,2,1034.27838,517.780752,7,4.912744,21,8.990039,1.666667
3120,128,16331.66,0,7,3,2,2,2,464.661341,334.113301,8,1.875239,18,3.039553,2
3122,128,37688.44,2,7,3,2,1.5,2,601.782573,371.809078,8,8.370479,21,5.08566,1.020408
3132,115,12562.81,2,7,3,6,0.833,2,309.791413,185.771145,7,1.730385,19,3.177011,2.857143
3134,128,40201.01,4,7,3,2,1.6,2,736.031842,479.951701,6,5.327958,20,8.639517,0.555556
3136,128,47738.69,2,7,3,2,1.5,2,889.049892,477.841316,6,13.833419,18,10.274927,1.092896
3138,128,37688.44,2,7,3,2,1.5,2,1098.920716,710.102179,7,11.808155,21,6.424706,1.724138
3140,115,37688.44,1,7,3,6,2,2,588.482745,367.484184,7,5.692603,19,5.800972,1
3142,104,23869.35,1,7,3,2,1.5,2,487.570892,357.554398,6,1.875964,21,3.374344,2.424242
3146,115,40201.01,2,7,3,2,2,2,369.40392,250.396404,7,6.354936,19,13.958521,1.269841
3148,104,32663.32,4,7,3,2,2,2,492.799516,472.224452,8,8.187558,20,7.11084,3.181818
3150,104,26381.91,2,7,3,2,1.5,2,232.533841,193.331001,7,7.285756,19,3.819142,2.058824
3154,115,15075.38,1,7,3,2,0.833,2,276.868163,239.561872,8,5.891897,17,3.502087,1.95122
3156,115,16331.66,1,7,3,2,1.5,2,213.436657,267.828926,6,3.799701,18,3.121541,1.714286
3158,115,45226.13,2,7,3,2,2,2,689.902053,437.100766,7,9.595237,18,3.536532,2
3160,115,42713.57,2,7,3,2,2,2,614.325784,316.206371,7,9.604205,22,3.648963,1.578947
3173,104,37688.44,2,7,3,2,0.667,2,453.952185,241.366602,6,5.658296,20,3.238613,1.22449
3177,115,12562.81,0,7,3,2,0.25,2,324.962428,183.004936,6,1.119437,19,4.667059,1.538462
3183,104,16331.66,1,7,3,6,0.667,2,179.391603,121.253296,8,1.032787,20,0.554112,1.538462
3185,104,18844.22,0,7,3,2,1.667,2,194.650452,133.567197,7,0.642364,19,2.077762,0.900901
3189,115,30150.75,2,7,3,2,1,2,565.145433,325.716735,7,12.034637,19,5.103647,1.492537
3195,104,45226.13,3,7,3,2,1.5,2,524.281531,294.169223,6,5.341773,19,5.952392,1.443299
3199,114,37688.44,3,5,3,6,0.417,2,571.53534,244.099158,10,1.620292,19,9.068979,2
3201,191,27638.19,1,3,3,2,4,0,825.983393,630.310272,8,7.035582,18,7.175823,3.243243
3203,120,10050.25,1,7,3,2,3,0,881.44484,717.836919,7,11.006132,17,4.814997,1.875
3207,125,47738.69,1,7,3,2,1.5,0,146.529145,126.967679,9,0.789065,18,1.317291,3.255814
3209,140,12562.81,1,7,3,2,3,0,173.427003,214.097331,8,1.873768,20,2.581477,2.051282
3213,162,45226.13,2,7,3,2,2,0,723.489359,578.722093,8,6.389461,18,4.432922,3.589744
3217,115,27638.19,3,7,3,2,3,0,537.746483,339.357234,9,3.003015,20,4.148985,1.5
3227,190,40201.01,4,7,3,2,2,0,913.814743,640.082071,7,11.391868,19,7.963343,1.791045
3237,170,25125.63,3,7,3,2,0.02,0,461.6224,551.025308,8,8.970013,18,3.844423,2.307692
3239,206,20100.5,2,7,3,2,3,0,515.941614,666.643894,7,11.162146,18,8.708331,3.428571
3249,203,45226.13,2,7,3,2,2,0,692.961271,536.317092,8,7.838569,18,5.668702,1.25
3251,190,57788.94,2,7,3,2,2,0,696.808169,549.193515,7,8.062741,19,5.464195,1.764706
3255,128,20100.5,1,3,3,2,0.667,0,343.668882,202.992477,7,4.142948,19,2.789383,1.212121
3267,220,25125.63,3,7,3,2,1.5,0,359.082434,293.370873,8,3.162434,17,2.333032,1.538462
3273,100,12562.81,0,7,3,2,2,0,142.275959,119.005146,7,0.707277,19,0.599999,1.777778
3275,110,30150.75,2,7,3,2,2,0,331.354778,222.985859,7,3.548746,19,2.608493,1.290323
3281,176,45226.13,2,7,3,2,1,0,787.816275,679.596843,7,4.006018,19,7.608185,0.84507
3289,127,35175.88,1,7,3,2,2,0,521.638577,390.016947,7,8.740151,18,6.650219,0.677966
3309,120,25125.63,2,7,3,2,1.5,0,154.040454,97.696209,8,12.549575,22,8.039281,1.165049
3315,158,35175.88,1,7,3,2,2.5,0,156.408198,215.693326,9,6.627486,18,5.669487,2.564103
3317,180,35175.88,1,7,3,2,3,0,83.883362,100.28108,7,8.979851,19,2.423522,0.722892
3321,200,22613.07,2,7,3,2,3.5,0,486.947615,393.565711,6,12.113134,19,6.093576,0.793651
3323,180,60301.51,4,7,3,2,3.5,0,260.213143,135.428929,7,2.539498,18,2.219424,2.702703
3325,175,47738.69,4,7,3,2,2.5,0,222.824003,105.217904,7,3.575429,21,3.242125,2.8
3327,150,27638.19,2,7,3,2,2.5,0,115.960708,107.178063,8,0.405272,18,0.77893,3.333333
3331,100,22613.07,4,7,3,2,3,0,390.990604,243.909352,10,2.71373,20,2.339287,2.285714
3333,406,70351.76,2,7,3,2,3,0,538.905422,574.613769,7,7.126823,19,7.597184,2.580645
3339,190,30150.75,3,7,3,2,1.667,0,470.378004,294.790932,7,3.555583,18,5.047262,2.068966
3341,210,25125.63,4,7,3,2,3,0,960.777562,763.638617,6,11.025397,18,12.225502,2.5
3343,275,70351.76,2,7,3,2,0.01,0,364.010412,280.131576,8,2.343658,19,3.038917,1.333333
3345,145,20100.5,2,7,3,2,1,0,472.100336,208.391538,6,1.389511,18,8.33411,0.857143
3347,72,12562.81,3,7,3,2,3.5,0,435.743426,311.599327,8,5.081122,18,4.07306,1.818182
3349,200,50251.26,4,7,3,2,2.5,0,739.888196,573.461629,8,6.291167,18,10.431594,3.243243
3351,200,25125.63,3,7,3,2,2.5,0,892.581967,694.881014,6,12.297447,20,9.252633,2.903226
3421,36,628.14,6,4,0,4,5,4,104.994711,91.011202,7,0.495871,19,0.35124,1.967213
3432,32,879.4,7,4,2,1,4,4,136.402423,89.128382,1,0.502023,19,0.65694,5
3439,88,2638.19,7,4,2,2,4,4,140.204122,92.635956,7,0.634013,19,1.866894,0.535714
3451,170,2135.68,7,4,3,2,4,4,294.365985,207.839231,6,1.424796,18,5.846278,0.540541
3461,119,1381.91,9,4,3,4,3,4,129.928478,57.997042,6,1.060148,19,1.683947,1.276596
3467,24,628.14,7,4,1,4,5,4,122.339522,100.042148,5,0.671097,18,0.799271,1.666667
3469,44,1884.42,5,4,0,1,4,4,105.221327,81.169534,6,0.236922,19,0.626635,2.564103
3479,105,2613.07,5,4,3,4,4,4,93.06419,60.389873,6,0.841794,18,0.766815,2.264151
3488,96,5100.5,1,4,0,2,4,4,307.127886,198.386514,7,2.282441,18,2.43581,1.818182
3539,77,4773.87,7,4,0,2,4,4,103.992903,86.882743,6,0.457754,18,0.457378,0.062565
3586,98,3768.84,3,4,1,2,4,4,228.341377,149.584376,9,0.595055,16,1.019229,1.052632
3606,28,3266.33,4,4,1,4,3,4,137.04065,58.063099,5,1.531302,19,1.687746,1.714286
3607,128,2763.82,5,4,0,0,2,4,79.559772,66.949335,5,0.440738,19,1.517161,1.754386
3640,40,5653.27,19,6,0,4,4,4,302.829545,194.758382,5,1.279204,20,4.659784,1.025641
3641,66,1733.67,10,4,2,0,4,4,183.120524,118.213608,5,0.474429,20,2.880682,2.173913
3691,150,2713.57,4,4,2,6,4,4,80.50944,114.126034,6,0.153488,18,0.711477,0.707965
3695,66,1608.04,4,4,0,6,4,4,97.586112,94.940908,1,0.024943,19,1.057336,0.062565
3700,30,1306.53,3,6,2,2,6,4,149.205528,143.567533,10,0.098634,19,1.42346,0.041797
3703,154,3618.09,7,4,2,6,4,4,92.778098,80.903949,8,0.428448,20,1.451199,1.538462
3704,375,10050.25,5,4,2,6,6,4,200.30568,238.272549,6,0.772458,19,2.764973,1.538462
3723,96,2110.55,7,4,2,6,4,4,87.915002,80.688495,7,0.277871,18,0.845529,0.062565
3724,170,5025.13,3,4,2,6,4,4,115.363819,128.370048,6,1.019452,20,1.750599,0.882353
3725,180,1306.53,1,4,2,6,6,4,111.485241,128.974288,8,0.641106,18,3.538809,1.538462
3730,320,0,5,4,2,6,4,4,161.966566,164.316874,2,0.222946,19,3.553596,0.062565
3731,135,15075.38,9,7,2,6,0.167,4,220.221258,216.177736,4,0.364631,20,4.244065,0.377358
3739,220,11306.53,10,4,2,6,5,4,213.99788,205.980327,7,2.695882,20,2.430184,0.652174
3740,140,1507.54,2,4,2,2,3,4,191.241004,191.22947,6,0.983333,19,2.28846,0.062565
3743,168,6482.41,7,4,2,6,4,4,96.441455,92.941124,7,0.404351,19,1.316937,1.538462
3744,300,1507.54,5,4,2,2,6,4,119.856842,104.421373,6,0.364442,19,2.319229,0.701754
3750,120,753.77,6,4,2,1,4,4,207.638104,220.429003,5,0.349253,19,0.333925,0.84507
3758,192,5025.13,3,4,0,6,4,4,103.081613,108.383678,7,1.374975,18,1.793927,2.553191
3763,225,5025.13,2,4,2,6,3,4,104.854287,107.182257,5,0.108459,19,0.434561,0.062565
3766,192,7537.69,6,7,2,6,6,4,362.494688,347.820737,10,1.802998,18,5.924648,2.352941
3767,120,1356.78,5,4,2,6,4,4,99.495077,107.686069,6,0.935184,19,1.428978,1.269841
3771,30,7537.69,8,4,2,1,6,4,121.038625,126.486704,10,0.619424,19,1.62012,1.538462
3773,48,1256.28,1,4,2,4,7,4,98.183829,94.466224,7,0.341919,18,1.354721,1.538462
3779,96,1381.91,7,4,2,6,4,4,126.952601,127.116302,6,0.987747,20,1.430731,2.926829
3781,132,2713.57,5,4,2,6,6,4,77.042614,82.271828,6,0.561692,19,1.689214,0.533333
3845,88,1356.78,1,4,2,6,4,4,89.889394,63.503956,3,0.082579,19,0.930221,0.04171
4051,48,12663.32,6,0,3,1,19,3,505.694687,361.422765,6,5.879755,18,6.92732,1.428571
4053,42,3366.83,7,0,3,1,6,3,746.273771,501.081065,6,8.52395,16,5.637411,2.272727
4055,42,2010.05,2,0,3,1,7,3,83.410596,75.822624,9,0.095238,16,0.154871,0.615385
4057,42,1356.78,2,0,3,1,16,3,401.436494,344.087082,7,4.225071,17,1.87881,2.033898
4063,42,10552.76,3,0,3,6,15,3,346.941427,280.273665,6,2.874667,20,4.473375,1.269841
4065,42,6884.42,1,0,3,1,14,3,432.481015,297.246526,8,1.784748,16,3.188038,3.076923
4067,48,7914.57,3,0,3,1,19,3,450.574313,309.549651,5,2.741863,17,3.827361,0.754717
4069,42,1256.28,4,0,3,1,18,3,368.113468,333.581057,4,2.007904,18,2.029888,1.428571
4071,42,1356.78,0,0,3,1,16,3,609.973674,397.523513,9,3.860635,17,2.551401,2.44898
4073,42,2713.57,0,0,3,1,3,3,234.140566,170.682073,6,1.994803,18,1.19367,1.764706
4083,42,5653.27,4,0,3,1,16,3,498.463139,332.748474,5,6.753709,18,10.036313,0.612245
4087,42,753.77,1,0,3,1,18,3,378.545098,272.948293,9,2.832757,16,3.647017,2.564103
4089,42,2864.32,4,0,3,6,18,3,875.039131,567.384909,5,8.246931,15,7.151421,1.2
4090,42,4271.36,1,0,3,1,18,3,275.074266,228.106546,7,3.779968,19,4.087647,2
4091,48,0,5,0,3,1,18,3,351.269483,295.999319,10,4.383053,18,3.162113,2.564103
4093,42,13819.1,5,0,3,1,18,3,227.346163,210.854656,5,0.976714,17,3.745321,0.740741
4096,42,12060.3,6,0,3,1,15,3,282.534628,282.840757,9,4.515857,18,2.871968,2.631579
4100,48,1256.28,1,0,3,1,17,3,306.88722,157.331051,8,3.646855,16,1.153823,2.173913
4102,42,8793.97,6,0,3,1,20,3,905.378002,597.174914,5,5.518802,18,8.643115,1.363636
4106,42,351.76,2,0,3,1,25,3,108.141033,108.728463,7,0.930547,16,0.854523,2.051282
4108,42,1356.78,1,0,3,1,18,3,522.883486,336.67256,8,2.822013,19,2.838454,5.714286
4110,42,6557.79,2,0,3,1,16,3,607.083526,386.581313,6,8.458901,18,7.910727,1.395349
4112,42,7035.18,4,0,3,1,22,3,410.016937,293.931362,8,3.613257,18,4.818435,4.375
4114,42,3618.09,4,0,3,1,18,3,509.280916,359.317746,9,4.95966,19,4.291451,1.071429
4116,42,1356.78,4,0,3,1,19,3,743.955784,479.626549,6,5.78943,18,5.877405,1.666667
4128,42,11306.53,4,0,3,1,11,3,501.299153,304.770593,6,6.763058,17,5.372772,0.447761
4132,42,1356.78,0,0,3,1,25,3,318.565401,210.156959,7,1.890272,15,1.974274,2.5
4136,42,10150.75,5,0,3,1,25,3,1022.620427,618.337307,8,9.688243,18,6.061195,4.117647
4138,42,5025.13,5,0,3,1,10,3,796.601546,500.073105,6,3.877222,17,7.585802,2.857143
4140,42,3366.83,5,0,3,1,18,3,354.551947,335.984623,7,2.782516,17,3.360511,1.538462
4142,48,18844.22,4,0,3,1,20,3,541.603212,424.37747,6,5.92235,17,4.137394,0.12513
4144,36,3366.83,1,0,3,1,15,3,368.318422,276.922935,6,3.742051,18,2.469505,1.153846
4152,42,3015.08,3,0,3,1,18,3,1039.499832,672.281517,6,9.625121,17,8.358192,1.621622
4156,42,11306.53,7,0,3,1,17,3,818.160843,518.275421,5,5.140906,18,9.953377,1.538462
4158,48,16206.03,10,0,3,1,18,3,1012.99756,622.387196,6,11.613955,18,9.714442,2.105263
4162,42,4208.54,1,0,3,1,12,3,419.851577,397.445851,7,4.019559,18,3.880115,1.298701
4164,42,8894.47,3,0,3,1,19,3,621.592556,446.767811,9,5.717316,16,5.281174,1.428571
4166,36,1356.78,4,0,3,1,18,3,343.749348,277.245049,5,3.644996,16,2.367677,2.285714
4168,42,1356.78,7,0,3,1,16,3,690.28676,463.668296,9,3.949455,17,7.646916,3.333333
4170,42,1356.78,1,0,3,1,17,3,463.252152,307.723662,7,3.314008,17,2.010649,1.886792
4172,42,3768.84,3,0,3,1,8,3,518.261073,351.107712,6,4.008316,17,5.837988,2.162162
4178,42,1356.78,1,0,3,1,15,3,562.466993,384.654898,7,3.614232,15,2.956605,1.538462
4180,42,4070.35,2,0,3,1,18,3,481.094422,341.251847,7,3.142765,17,3.075886,2.4
4186,42,5025.13,2,0,3,1,18,3,434.660108,285.887585,6,2.115113,19,2.398435,3
4190,42,7889.45,2,0,3,1,18,3,211.340676,179.554686,6,0.928626,21,2.618457,0.481928
4192,42,16080.4,6,0,3,1,8,3,530.314224,384.496926,6,3.540132,18,5.425602,1.333333
4194,42,5276.38,3,0,3,1,9,3,511.735748,346.552445,6,3.841971,18,3.198052,1.363636
4198,48,7537.69,5,0,3,1,8,3,499.630839,375.096126,5,7.80395,16,3.934915,1.15942
4200,42,1381.91,5,0,3,1,5,3,457.461494,446.74322,5,8.171042,16,5.280859,1.132075
4204,42,3768.84,3,0,3,1,6,3,483.437961,357.181243,6,5.619933,16,3.870595,0.526316
4208,48,7537.69,4,0,3,6,18,3,528.384943,335.544321,8,5.791039,18,6.054757,3.589744
4331,27,753.77,7,4,1,4,3,0,147.989532,83.152067,7,1.578383,19,1.664969,3.684211
4358,28,2512.56,5,4,1,4,3,0,241.81021,202.838106,7,3.383577,18,3.968407,1.538462
4440,133,7537.69,4,4,1,4,5,0,118.673794,142.681132,5,0.481402,20,1.665758,1.538462
4447,40,3768.84,4,4,1,4,4,0,98.327892,83.444908,6,1.221973,19,2.303831,0.458015
4452,63,1356.78,10,4,1,4,4,0,615.539534,537.329036,6,6.000229,18,5.715089,2.564103
4454,144,12562.81,3,4,1,1,4,0,481.069669,365.563578,6,5.140651,20,6.860987,2.285714
4490,280,18844.22,3,7,3,6,3,8,1898.079026,1006.639335,8,11.130426,18,9.029169,3.111111
4527,200,20100.5,1,7,3,2,14,8,1315.393019,938.948911,8,5.353821,19,9.664565,2.5
4529,230,52763.82,4,4,3,1,14,8,1440.406234,1310.116301,8,4.988784,19,12.22439,0.851064
4531,200,30150.75,2,7,3,2,18,8,1170.177978,898.839446,7,5.636683,21,10.792568,3.076923
4535,210,8793.97,1,7,3,2,28,8,900.503174,774.746124,10,7.555794,18,8.746621,5
4537,500,37688.44,4,0,3,2,10,8,269.025009,104.30543,8,1.256877,19,1.240541,1.290323
4539,200,66582.91,1,0,3,2,29,8,1824.9086,1471.373421,9,17.534892,18,16.716698,5.16129
4545,350,74120.6,2,0,3,2,26,8,758.038435,729.059927,8,7.276567,18,5.133468,3.75
4547,140,66582.91,3,7,3,6,0.02,8,1516.58612,1285.970003,8,6.055274,21,8.999001,2.857143
4551,220,26381.91,2,4,3,2,18,8,532.039049,492.326459,10,3.476736,21,5.291813,1.111111
4564,300,100502.51,3,0,3,2,25,8,2016.858582,1380.56944,7,13.368677,19,13.147365,2.5
4568,300,47738.69,1,0,3,2,10,8,732.902844,488.7904,5,0.605976,19,4.830801,1.025641
4574,130,74120.6,4,7,3,6,0.833,8,1530.227528,1180.16084,8,21.102747,19,14.833333,2.962963
4576,350,37688.44,3,7,3,2,8,8,1713.756429,1362.315724,8,12.921239,20,8.786429,3.589744
4580,220,16331.66,2,7,3,2,8,8,1895.357546,1414.840373,9,8.247738,17,6.243975,4.242424
4588,350,52763.82,4,7,3,2,19,8,598.375402,519.983571,10,4.425211,18,11.908407,1.764706
4592,275,12562.81,1,7,3,2,12,8,1938.344006,912.046919,9,4.387248,19,11.648937,1.764706
4594,170,52763.82,2,7,3,2,2,8,1572.728461,832.006697,9,12.363978,19,10.609865,4.242424
4596,210,100502.51,6,7,3,2,2,8,2263.371812,1366.189545,7,12.015173,20,21.208459,1.764706
4598,225,18844.22,3,0,3,2,10,8,1714.462464,1051.638445,9,17.424355,19,12.15449,2.222222
4602,300,50251.26,1,7,3,6,10,8,1040.854074,636.854719,7,6.812407,20,7.941538,3.673469
4604,400,100502.51,4,4,3,2,26,8,1399.566551,796.265808,6,14.352238,20,10.020274,1.764706
4631,120,43969.85,3,0,3,6,4,8,589.894281,391.309852,7,7.117812,20,4.224811,0.754717
4639,120,16331.66,1,7,3,2,4,8,730.461927,511.161442,3,7.117641,16,3.018512,2.5
4663,200,37688.44,4,7,3,6,7,8,641.867799,521.338408,6,10.254673,20,8.787983,0.571429
4687,336,32663.32,4,7,3,2,9,8,1208.851671,839.809448,8,9.027051,19,8.579065,3.137255
4697,175,32663.32,4,7,3,2,9,8,780.056265,590.100745,7,6.247577,20,5.438961,0.618557
4709,200,21356.78,2,7,3,2,7,8,1605.037543,1093.828607,8,6.292476,21,18.984603,0.816327
4715,54,6532.66,2,7,3,6,9,8,775.590839,564.177017,7,4.831077,18,8.506964,1.666667
4721,140,13819.1,4,7,3,6,6,8,726.998599,509.982379,10,4.456672,18,9.148605,2.051282
4757,224,32663.32,4,7,3,6,0.167,8,1120.279556,684.467557,6,8.903607,20,8.168755,1.333333
4767,217,21356.78,4,0,3,6,9,8,1370.182212,707.398851,7,6.049856,19,12.04475,1.333333
4945,42,7537.69,5,0,3,1,3,8,330.700667,291.918059,5,1.276496,18,2.897705,0.655738
4947,36,9798.99,4,0,3,1,7,8,383.085479,352.603223,7,3.517798,19,4.381297,1.020408
4949,56,5025.13,7,0,3,1,9,8,324.192081,322.075783,7,1.241087,18,3.34984,1.025641
4955,42,6407.04,4,0,3,6,9,8,339.256739,304.753063,8,1.595724,18,2.908011,1.025641
4959,80,8793.97,5,0,3,6,11,8,463.204099,323.843929,6,2.440346,18,6.711136,2.580645
4961,63,11105.53,5,0,3,2,12,8,533.288899,482.755338,7,3.202518,18,7.493988,1.333333
4963,60,7814.07,8,0,3,1,12,8,310.876395,298.533704,7,0.764497,18,2.845369,1.538462
4971,100,8793.97,3,0,3,1,10,8,304.680461,276.055633,7,2.363232,18,3.372124,1.5
4973,54,10804.02,5,0,3,1,7,8,674.389593,534.34706,10,3.163305,18,7.459045,2.857143
4975,66,14120.6,10,0,3,1,13,8,729.24438,642.133989,7,3.987373,18,4.303172,0.97561
4977,48,4522.61,5,0,3,6,12,8,333.044186,301.356934,6,2.775229,19,4.58466,1.73913
4989,60,4522.61,7,0,3,6,12,8,262.564995,241.199202,7,1.994247,19,2.793239,0.784314
4999,48,7035.18,4,0,3,6,5,8,641.854728,522.665874,7,4.677303,19,3.932746,1.538462
5003,77,4321.61,6,0,3,6,8,8,793.986225,696.102793,7,3.070251,18,9.244753,1.666667
5011,84,13869.35,4,0,3,6,10,8,1145.624792,1011.065479,6,10.635093,18,17.392347,1.111111
5023,30,1306.53,7,0,3,1,18,8,370.321653,298.938736,7,0.966168,18,3.152502,1.052632
5029,42,8040.2,4,7,3,1,18,8,531.331517,491.520357,6,0.994431,18,4.243827,0.06263
5033,60,2060.3,2,0,3,6,19,8,374.445831,368.599039,7,0.61636,18,2.741087,0.57971
5035,50,5276.38,1,7,3,1,19,8,220.390904,265.669327,6,0.945663,18,1.336639,0.56338
5039,42,11306.53,9,0,3,1,17,8,336.759365,323.041659,10,2.049218,20,3.121028,3.636364
5041,50,11557.79,3,0,3,6,8,8,978.069496,795.886436,6,8.083618,20,9.917732,1.95122
