@relation 'WDF_large_small_R-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,14,15,13'

@attribute ProfileID numeric
@attribute floor_area numeric
@attribute monthly_income numeric
@attribute total_residents numeric
@attribute roof_material {Asbestos,Tiles,Plastic,Blocks,IBR/Corr.Iron/Zinc,Concrete,'Wood/Masonite board',Thatch/Grass}
@attribute water_access {'tap inside house','tap in yard','nearby river/dam/borehole','block/street taps'}
@attribute wall_material {Brick,Blocks,Asbestos,Plaster,Daub/Mud/Clay,IBR/Corr.Iron/Zinc,'Wood/Masonite board',Plastic,Concrete}
@attribute years_electrified numeric
@attribute Province {WC,KZN,EC,GP,FS,LIM,NC,NW,MP}
@attribute AMC_winter numeric
@attribute AMC_yearly numeric
@attribute mu1 numeric
@attribute mu2 numeric
@attribute A1 numeric

@data
458,42,3645.83,1,Asbestos,'tap in yard',Blocks,3,EC,94.33352,247.078553,7,18,1.595108
183,100,25889.97,6,Tiles,'tap inside house',Brick,2,GP,1093.053672,912.481257,6,18,13.4298
196,50,2912.62,2,IBR/Corr.Iron/Zinc,'tap inside house',Brick,15,GP,975.329081,685.154056,10,20,8.20523
198,50,13106.8,4,IBR/Corr.Iron/Zinc,'tap inside house',Brick,15,GP,1123.502915,843.049269,7,18,9.418852
204,100,24271.84,5,IBR/Corr.Iron/Zinc,'tap inside house',Brick,15,GP,1118.237253,816.557275,7,18,10.795609
205,100,22653.72,3,Tiles,'tap inside house',Brick,25,GP,1114.02973,678.952377,7,18,17.718882
228,50,11488.67,2,IBR/Corr.Iron/Zinc,'tap inside house',Brick,15,GP,659.304126,508.528061,6,20,4.983346
231,60,17799.35,6,IBR/Corr.Iron/Zinc,'tap inside house',Brick,40,GP,1372.884027,1209.419345,6,20,10.685833
314,124,4530.74,9,IBR/Corr.Iron/Zinc,'tap inside house',Plaster,1,KZN,107.593385,108.285393,6,19,1.04067
315,108,7928.8,8,IBR/Corr.Iron/Zinc,'tap inside house',Daub/Mud/Clay,1,KZN,105.822623,104.939622,6,19,1.605758
324,60,1132.69,5,IBR/Corr.Iron/Zinc,'tap in yard',Daub/Mud/Clay,1,KZN,123.50821,123.50821,6,18,1.97673
333,144,12459.55,9,IBR/Corr.Iron/Zinc,'tap in yard',Plaster,1,KZN,92.549052,77.115529,6,19,0.878898
341,58,4207.12,6,IBR/Corr.Iron/Zinc,'tap in yard',Plaster,1,KZN,986.719058,586.39123,8,18,10.508152
342,54,2265.37,6,IBR/Corr.Iron/Zinc,'tap in yard',Plaster,1,KZN,235.525641,219.993144,5,18,4.526762
343,108,5987.06,6,IBR/Corr.Iron/Zinc,'tap inside house',Blocks,1,KZN,207.499515,179.44974,8,19,2.275723
346,56,1456.31,2,IBR/Corr.Iron/Zinc,'tap in yard',Daub/Mud/Clay,1,KZN,254.455689,231.56699,6,19,4.258237
347,100,3236.25,7,IBR/Corr.Iron/Zinc,'nearby river/dam/borehole',Daub/Mud/Clay,1,KZN,100.546247,100.546247,6,18,0.938911
362,80,2589,5,IBR/Corr.Iron/Zinc,'tap in yard',Plaster,1,KZN,103.208541,103.208541,6,18,1.477887
364,60,6634.3,10,IBR/Corr.Iron/Zinc,'tap in yard',Daub/Mud/Clay,1,KZN,187.89462,187.89462,6,18,2.068273
365,42,4530.74,6,IBR/Corr.Iron/Zinc,'tap in yard',Plaster,1,KZN,128.63766,87.784016,6,19,1.614108
367,96,5663.43,11,IBR/Corr.Iron/Zinc,'nearby river/dam/borehole',Daub/Mud/Clay,1,KZN,471.697295,346.106207,7,19,3.728972
368,63,4692.56,6,IBR/Corr.Iron/Zinc,'tap in yard',Daub/Mud/Clay,1,KZN,156.363447,139.755896,9,18,1.456829
370,58,4530.74,4,IBR/Corr.Iron/Zinc,'tap in yard',Daub/Mud/Clay,1,KZN,107.820176,108.675581,6,18,3.003068
371,56,2912.62,5,IBR/Corr.Iron/Zinc,'tap in yard',Daub/Mud/Clay,1,KZN,76.265797,61.889871,8,18,0.86009
376,90,4207.12,8,IBR/Corr.Iron/Zinc,'block/street taps',Daub/Mud/Clay,1,KZN,97.358558,152.70531,6,18,0.858673
378,54,1132.69,4,IBR/Corr.Iron/Zinc,'tap in yard',Daub/Mud/Clay,1,KZN,133.760732,146.982825,7,18,1.505528
464,15,6148.87,3,IBR/Corr.Iron/Zinc,'tap in yard',IBR/Corr.Iron/Zinc,3,FS,78.915982,74.960162,6,19,2.002917
467,36,6472.49,4,Asbestos,'tap inside house',Blocks,3,FS,129.178381,123.710833,6,19,0.701112
468,42,3236.25,4,Asbestos,'tap inside house',Blocks,3,FS,153.135017,131.074394,8,18,1.262132
469,42,1003.24,4,Asbestos,'tap inside house',Blocks,3,FS,334.971858,268.072349,6,19,1.869214
478,36,2589,4,IBR/Corr.Iron/Zinc,'tap inside house',IBR/Corr.Iron/Zinc,2,FS,73.441228,62.726035,7,20,2.348197
481,140,9061.49,5,IBR/Corr.Iron/Zinc,'tap in yard',Brick,1,FS,91.92053,91.92053,6,17,1.732618
491,27,1132.69,5,IBR/Corr.Iron/Zinc,'tap in yard',Brick,12,FS,154.36907,125.135761,8,19,3.936972
497,15,1132.69,6,IBR/Corr.Iron/Zinc,'tap in yard',IBR/Corr.Iron/Zinc,2,FS,135.966924,117.776399,7,20,1.611811
502,42,291.26,8,IBR/Corr.Iron/Zinc,'tap in yard',IBR/Corr.Iron/Zinc,2,FS,315.822953,315.822953,6,18,8.765031
504,36,0,5,IBR/Corr.Iron/Zinc,'tap in yard',IBR/Corr.Iron/Zinc,3,FS,229.445923,229.445923,6,19,6.3308
505,36,0,6,IBR/Corr.Iron/Zinc,'tap in yard',IBR/Corr.Iron/Zinc,2,FS,165.079789,165.079789,8,19,2.651942
508,175,1779.94,3,IBR/Corr.Iron/Zinc,'tap in yard',Brick,3,FS,118.527557,118.527557,6,19,1.606686
519,48,0,5,IBR/Corr.Iron/Zinc,'tap inside house',Brick,3,FS,76.221812,64.971433,7,19,1.062554
590,88,1339.29,6,IBR/Corr.Iron/Zinc,'tap in yard','Wood/Masonite board',4,EC,355.141613,306.89463,6,18,3.141682
592,88,8928.57,4,IBR/Corr.Iron/Zinc,'tap in yard',IBR/Corr.Iron/Zinc,3,EC,475.959169,427.87598,6,19,4.087969
593,35,2976.19,4,IBR/Corr.Iron/Zinc,'tap in yard',IBR/Corr.Iron/Zinc,3,EC,175.47402,155.704377,6,19,1.841562
594,78,4464.29,4,IBR/Corr.Iron/Zinc,'tap in yard',IBR/Corr.Iron/Zinc,3,EC,165.76691,150.465979,7,18,1.649524
595,120,23809.52,6,IBR/Corr.Iron/Zinc,'tap in yard',IBR/Corr.Iron/Zinc,4,EC,84.616501,73.43813,6,19,1.323226
596,40,2083.33,5,IBR/Corr.Iron/Zinc,'tap in yard',IBR/Corr.Iron/Zinc,3,EC,122.841185,103.208835,9,19,0.754574
597,40,892.86,2,IBR/Corr.Iron/Zinc,'tap in yard',IBR/Corr.Iron/Zinc,3,EC,65.569081,60.773088,6,19,1.083006
599,40,2083.33,3,IBR/Corr.Iron/Zinc,'tap in yard',Blocks,3,EC,117.390966,100.634594,8,20,0.166718
600,32,2678.57,4,IBR/Corr.Iron/Zinc,'tap in yard',IBR/Corr.Iron/Zinc,3,EC,154.611311,124.608889,6,19,2.196263
606,77,1488.1,2,IBR/Corr.Iron/Zinc,'tap in yard',IBR/Corr.Iron/Zinc,3,EC,79.841663,62.686062,6,19,1.417479
611,54,2976.19,3,IBR/Corr.Iron/Zinc,'tap in yard',IBR/Corr.Iron/Zinc,3,EC,299.484609,295.807464,9,19,1.229246
612,99,2678.57,5,IBR/Corr.Iron/Zinc,'tap in yard',IBR/Corr.Iron/Zinc,3,EC,103.359769,96.620175,6,20,1.115821
615,40,1488.1,4,IBR/Corr.Iron/Zinc,'tap in yard',IBR/Corr.Iron/Zinc,3,EC,181.996799,156.863208,6,19,3.19975
618,70,1488.1,4,IBR/Corr.Iron/Zinc,'tap in yard',IBR/Corr.Iron/Zinc,3,EC,118.689075,126.087504,4,20,0.469766
620,35,2976.19,3,IBR/Corr.Iron/Zinc,'tap in yard',IBR/Corr.Iron/Zinc,3,EC,66.228074,57.752006,8,20,0.82332
622,99,892.86,2,IBR/Corr.Iron/Zinc,'tap in yard',IBR/Corr.Iron/Zinc,3,EC,114.174159,81.198558,6,20,1.963985
625,84,2380.95,10,IBR/Corr.Iron/Zinc,'tap in yard',IBR/Corr.Iron/Zinc,3,EC,500.288691,413.324823,6,19,3.459209
627,120,2380.95,3,IBR/Corr.Iron/Zinc,'tap in yard',Brick,3,EC,164.082662,146.675212,6,17,1.683995
632,77,2380.95,9,IBR/Corr.Iron/Zinc,'tap in yard',IBR/Corr.Iron/Zinc,3,EC,108.074904,91.383944,7,19,1.504299
633,80,1398.81,3,IBR/Corr.Iron/Zinc,'tap in yard',IBR/Corr.Iron/Zinc,3,EC,108.445353,94.116597,3,21,0.140726
635,40,4464.29,5,IBR/Corr.Iron/Zinc,'tap in yard',IBR/Corr.Iron/Zinc,3,EC,98.022329,375.881728,5,20,1.22208
637,90,1041.67,1,IBR/Corr.Iron/Zinc,'tap in yard',Blocks,3,EC,100.520623,63.997303,7,18,1.083376
639,120,2976.19,3,IBR/Corr.Iron/Zinc,'tap in yard',IBR/Corr.Iron/Zinc,3,EC,112.71265,90.939951,6,18,1.511627
640,120,2589.29,3,IBR/Corr.Iron/Zinc,'tap in yard',IBR/Corr.Iron/Zinc,3,EC,484.598014,345.306729,7,20,5.685315
646,216,5952.38,5,IBR/Corr.Iron/Zinc,'tap in yard',IBR/Corr.Iron/Zinc,3,EC,133.196953,147.976114,7,19,0.667279
647,140,2380.95,3,IBR/Corr.Iron/Zinc,'tap in yard',IBR/Corr.Iron/Zinc,3,EC,135.152505,125.630324,7,19,0.937567
662,208,7440.48,6,IBR/Corr.Iron/Zinc,'tap inside house',Plaster,5,GP,824.481133,620.153262,7,17,8.309439
663,144,0,1,IBR/Corr.Iron/Zinc,'tap inside house',Plaster,11,GP,536.437505,466.25053,9,18,5.686001
664,132,1398.81,1,IBR/Corr.Iron/Zinc,'tap inside house',Plaster,5,GP,752.499056,308.284963,7,19,8.164306
667,255,11904.76,5,IBR/Corr.Iron/Zinc,'tap inside house',Plaster,7,GP,1452.853307,890.279643,6,19,20.476457
673,306,16369.05,10,IBR/Corr.Iron/Zinc,'tap inside house',Brick,27,GP,1832.653328,1108.697706,6,20,8.996724
674,216,18764.88,5,IBR/Corr.Iron/Zinc,'tap inside house',Brick,13,GP,1396.453433,949.660653,7,19,7.969871
682,135,9226.19,4,IBR/Corr.Iron/Zinc,'tap inside house',Brick,3,GP,791.642273,596.954559,6,18,6.730764
686,96,13467.26,5,Tiles,'tap inside house',Brick,5,GP,679.979646,514.228133,10,19,3.586951
688,324,14880.95,5,IBR/Corr.Iron/Zinc,'tap inside house',Brick,2,GP,967.579575,730.402563,5,18,7.032128
689,224,11904.76,4,IBR/Corr.Iron/Zinc,'tap inside house',Brick,2,GP,995.914918,768.177542,7,19,16.309827
697,210,0,3,IBR/Corr.Iron/Zinc,'tap inside house',Plaster,18,GP,1168.604288,780.78993,8,18,12.861524
698,180,7440.48,5,Tiles,'tap inside house',Brick,34,GP,933.90408,640.575024,7,18,9.342099
701,240,0,9,Tiles,'tap inside house',Plaster,5,GP,2497.824512,1142.263101,6,20,14.663564
704,143,2797.62,2,IBR/Corr.Iron/Zinc,'tap inside house',Brick,5,GP,1045.980508,610.678454,6,20,7.634188
705,143,4761.9,5,IBR/Corr.Iron/Zinc,'tap inside house',Plaster,5,GP,1178.673854,747.582103,6,16,12.743119
712,195,14880.95,3,IBR/Corr.Iron/Zinc,'tap inside house',Plaster,18,GP,1114.010099,910.143636,7,19,11.364319
717,182,3779.76,3,IBR/Corr.Iron/Zinc,'tap inside house',Plaster,23,GP,552.47035,534.769792,10,19,5.8385
718,210,22916.67,4,IBR/Corr.Iron/Zinc,'tap inside house',Brick,5,GP,802.389087,834.832782,6,18,8.783835
720,323,17857.14,4,Tiles,'tap inside house',Plaster,20,GP,735.532254,609.194856,6,19,5.315818
721,225,13392.86,5,IBR/Corr.Iron/Zinc,'tap inside house',Plaster,12,GP,956.188289,810.102221,7,21,7.04654
729,72,2648.81,6,IBR/Corr.Iron/Zinc,'tap in yard',Daub/Mud/Clay,2,KZN,166.496762,69.54668,6,19,0.420556
732,108,3571.43,6,IBR/Corr.Iron/Zinc,'block/street taps',Brick,3,KZN,303.268433,114.867538,6,16,1.306068
740,72,3571.43,5,IBR/Corr.Iron/Zinc,'block/street taps',Daub/Mud/Clay,27,KZN,282.04501,99.171265,6,18,3.278318
742,90,5357.14,5,IBR/Corr.Iron/Zinc,'tap in yard',Daub/Mud/Clay,15,KZN,251.369059,77.205146,6,18,1.754068
745,29,1785.71,4,IBR/Corr.Iron/Zinc,'tap in yard',Daub/Mud/Clay,3,KZN,1172.395172,535.990581,6,19,8.213586
746,112,1041.67,10,IBR/Corr.Iron/Zinc,'block/street taps',Blocks,3,KZN,217.527437,188.226856,6,17,2.642216
747,90,892.86,5,Tiles,'block/street taps',Blocks,4,KZN,343.196187,221.44359,6,18,2.430924
749,112,5952.38,6,Tiles,'tap inside house',Brick,4,KZN,209.362359,72.498076,5,19,3.672775
755,67,7142.86,2,IBR/Corr.Iron/Zinc,'tap in yard',Daub/Mud/Clay,3,KZN,229.17829,105.301553,6,19,1.704256
758,48,5565.48,3,IBR/Corr.Iron/Zinc,'block/street taps',Blocks,3,KZN,1411.030194,420.936888,8,19,3.280485
759,72,2678.57,5,IBR/Corr.Iron/Zinc,'tap in yard',Blocks,3,KZN,242.773995,99.128039,6,18,1.389222
760,82,5773.81,7,IBR/Corr.Iron/Zinc,'block/street taps',Daub/Mud/Clay,3,KZN,431.404964,193.939559,8,19,2.407051
761,55,1190.48,3,IBR/Corr.Iron/Zinc,'tap in yard',Daub/Mud/Clay,3,KZN,398.655112,165.694423,8,17,2.867636
763,48,3422.62,1,IBR/Corr.Iron/Zinc,'block/street taps',Daub/Mud/Clay,3,KZN,886.870106,464.243768,6,19,8.998329
770,72,4761.9,5,IBR/Corr.Iron/Zinc,'block/street taps',Daub/Mud/Clay,4,KZN,543.492939,182.707194,5,19,6.371175
773,54,8035.71,5,IBR/Corr.Iron/Zinc,'tap in yard',Daub/Mud/Clay,15,KZN,84.999578,128.957003,6,19,2.718575
777,72,2380.95,6,IBR/Corr.Iron/Zinc,'block/street taps',Daub/Mud/Clay,3,KZN,123.62092,54.367681,6,19,0.795449
779,67,1190.48,6,IBR/Corr.Iron/Zinc,'tap inside house',Daub/Mud/Clay,20,KZN,77.86048,122.235272,6,19,3.947649
782,90,892.86,5,IBR/Corr.Iron/Zinc,'tap in yard',Daub/Mud/Clay,3,KZN,131.710791,119.801203,6,19,1.031698
783,48,1190.48,4,IBR/Corr.Iron/Zinc,'tap in yard',Daub/Mud/Clay,20,KZN,191.014306,119.310428,6,19,1.759656
785,29,1785.71,5,IBR/Corr.Iron/Zinc,'tap in yard',Daub/Mud/Clay,3,KZN,355.913646,296.894147,6,18,2.938201
790,72,3273.81,5,IBR/Corr.Iron/Zinc,'block/street taps',Daub/Mud/Clay,3,KZN,229.206777,73.574684,5,17,2.390246
791,29,2232.14,5,IBR/Corr.Iron/Zinc,'tap in yard',Daub/Mud/Clay,3,KZN,185.769274,157.698949,7,17,1.264869
792,48,5773.81,9,IBR/Corr.Iron/Zinc,'block/street taps',Daub/Mud/Clay,3,KZN,74.182745,77.786847,6,18,0.586328
799,72,2619.05,3,IBR/Corr.Iron/Zinc,'tap in yard',Blocks,4,KZN,592.398761,228.394428,6,18,4.776598
803,91,1488.1,5,IBR/Corr.Iron/Zinc,'tap inside house',Brick,9,FS,139.317987,99.680291,6,15,0.678399
804,56,3125,2,IBR/Corr.Iron/Zinc,'tap in yard',Brick,3,FS,281.496407,144.537711,2,20,2.485674
805,120,4761.9,4,IBR/Corr.Iron/Zinc,'tap in yard',Brick,3,FS,200.128969,164.471839,7,18,2.424248
809,49,2559.52,4,IBR/Corr.Iron/Zinc,'tap inside house',Brick,10,FS,123.421478,60.709934,6,19,3.095051
813,120,2172.62,11,IBR/Corr.Iron/Zinc,'tap in yard',Blocks,9,FS,124.985894,52.773085,7,19,1.245238
814,49,1785.71,5,IBR/Corr.Iron/Zinc,'tap in yard',Brick,5,FS,95.384152,53.364553,7,19,1.546364
816,108,2083.33,2,IBR/Corr.Iron/Zinc,'tap in yard',Brick,9,FS,526.19479,128.082603,7,20,7.105049
819,36,2976.19,4,IBR/Corr.Iron/Zinc,'tap in yard',Brick,4,FS,996.290623,285.350427,8,18,11.031607
822,63,7440.48,7,IBR/Corr.Iron/Zinc,'tap inside house',Brick,9,FS,393.319095,106.530625,7,20,10.24243
826,90,446.43,3,IBR/Corr.Iron/Zinc,'tap in yard',Brick,9,FS,243.4996,102.47783,5,19,5.914285
827,35,2380.95,3,IBR/Corr.Iron/Zinc,'tap in yard',Brick,4,FS,387.331045,106.362275,8,19,3.332523
830,240,2797.62,2,IBR/Corr.Iron/Zinc,'tap inside house',Brick,15,GP,713.301841,837.648229,7,18,5.094944
833,210,7440.48,3,IBR/Corr.Iron/Zinc,'tap inside house',Plaster,2,GP,658.947959,628.845958,7,18,7.480955
834,195,0,3,IBR/Corr.Iron/Zinc,'tap inside house',Brick,28,GP,1023.328004,932.864354,8,18,11.877517
3,210,27855.15,2,IBR/Corr.Iron/Zinc,'tap inside house',Plaster,2,WC,994.282506,569.030589,7,20,5.512601
4,180,11142.06,2,Tiles,'tap inside house',Brick,5,WC,619.423681,404.916203,10,18,6.521461
5,190,27855.15,5,Tiles,'tap inside house',Brick,10,WC,884.76718,510.245011,7,20,12.142991
6,190,22284.12,3,Tiles,'tap inside house',Plaster,1,WC,538.049648,331.499595,7,17,11.216377
10,80,15320.33,5,Asbestos,'tap inside house',Brick,13,KZN,554.679979,405.133445,6,17,3.599299
11,80,1309.19,3,Asbestos,'tap inside house',Brick,14,KZN,605.951366,421.836118,9,17,3.394726
12,80,5571.03,1,Asbestos,'tap inside house',Brick,13,KZN,249.52274,200.98027,4,20,1.802885
14,70,12451.25,6,Asbestos,'tap in yard',Brick,6,KZN,528.844564,472.252682,8,17,2.571487
16,80,2618.38,7,Asbestos,'tap inside house',Brick,6,KZN,971.023747,615.621167,5,17,6.012949
17,70,4094.71,5,Asbestos,'tap inside house',Brick,6,KZN,788.21495,631.112013,6,16,6.329939
19,80,2618.38,6,Asbestos,'tap inside house',Brick,4,KZN,177.198525,157.806094,6,18,0.622651
22,80,5571.03,3,Asbestos,'tap inside house',Brick,13,KZN,541.374755,410.725031,5,18,5.516055
25,70,5292.48,4,Asbestos,'tap inside house',Brick,12,KZN,211.624726,119.423261,9,17,1.506849
26,80,1309.19,11,Asbestos,'tap in yard',Brick,2,KZN,602.168032,445.079365,5,18,4.387713
28,80,9749.3,11,Asbestos,'tap inside house',Brick,2,KZN,674.020419,466.731096,5,16,7.874409
32,80,1309.19,6,Asbestos,'tap inside house',Brick,7,KZN,905.20804,537.238015,5,18,6.100524
33,70,4178.27,2,Asbestos,'tap inside house',Brick,16,KZN,755.98125,513.585766,8,18,3.177733
34,80,6963.79,6,Asbestos,'tap inside house',Brick,6,KZN,398.867288,265.629109,9,18,2.377857
35,80,6963.79,6,Asbestos,'tap inside house',Brick,11,KZN,568.31059,396.428478,5,18,7.142238
37,150,3621.17,8,Asbestos,'tap inside house',Brick,7,KZN,1029.352305,647.551226,6,18,9.910697
40,81,3342.62,7,Asbestos,'block/street taps',Daub/Mud/Clay,3,KZN,300.699826,146.647486,6,18,2.272337
41,110,696.38,7,IBR/Corr.Iron/Zinc,'block/street taps',Blocks,14,KZN,148.421924,137.82905,6,19,0.760911
42,42,668.52,13,IBR/Corr.Iron/Zinc,'block/street taps',Daub/Mud/Clay,3,KZN,227.820869,273.178014,6,18,0.700342
51,96,3064.07,5,IBR/Corr.Iron/Zinc,'tap in yard',Daub/Mud/Clay,3,KZN,489.254932,399.206453,5,16,6.91968
53,66,3342.62,8,IBR/Corr.Iron/Zinc,'block/street taps',Blocks,3,KZN,169.484295,138.071463,5,18,1.060718
60,63,696.38,6,IBR/Corr.Iron/Zinc,'block/street taps',Blocks,3,KZN,155.422957,164.010573,9,13,0.209696
61,30,696.38,10,IBR/Corr.Iron/Zinc,'block/street taps',Brick,3,KZN,164.15411,151.166682,3,17,1.54657
86,70,13924.79,4,IBR/Corr.Iron/Zinc,'tap in yard',IBR/Corr.Iron/Zinc,3,EC,310.462389,335.976341,7,19,5.672614
87,32,2228.41,5,IBR/Corr.Iron/Zinc,'tap in yard',IBR/Corr.Iron/Zinc,3,EC,130.582856,116.566958,6,18,1.774483
89,40,5849.58,7,IBR/Corr.Iron/Zinc,'tap in yard',IBR/Corr.Iron/Zinc,2,EC,96.779935,78.841109,6,20,1.451979
94,64,1253.48,3,IBR/Corr.Iron/Zinc,'tap in yard',Brick,4,EC,95.609816,85.670241,6,20,0.05922
95,77,1559.89,4,IBR/Corr.Iron/Zinc,'tap in yard','Wood/Masonite board',3,EC,225.962656,186.008565,6,18,1.867437
100,70,2228.41,7,IBR/Corr.Iron/Zinc,'tap in yard',IBR/Corr.Iron/Zinc,4,EC,283.380522,225.70618,7,18,1.732832
101,80,1671.31,3,IBR/Corr.Iron/Zinc,'tap in yard',Blocks,2,EC,100.097123,78.398386,6,18,1.062663
105,40,9749.3,4,IBR/Corr.Iron/Zinc,'tap in yard',Blocks,4,EC,287.91418,201.479185,10,18,1.22702
106,88,1949.86,1,Tiles,'tap inside house',Brick,3,EC,187.069794,164.032089,7,17,1.002033
114,80,1253.48,2,IBR/Corr.Iron/Zinc,'tap in yard',IBR/Corr.Iron/Zinc,4,EC,101.501156,98.480181,7,19,0.409314
119,28,1114.21,3,IBR/Corr.Iron/Zinc,'tap in yard',Blocks,4,EC,105.706782,89.147359,6,19,1.133526
842,120,13927.58,2,IBR/Corr.Iron/Zinc,'tap inside house',Brick,3,WC,500.251588,356.918507,9,21,4.118439
846,180,8356.55,4,Tiles,'tap inside house',Plaster,5,WC,346.297954,260.402074,9,17,1.69141
847,180,16713.09,2,Tiles,'tap inside house',Brick,21,WC,784.208449,545.933443,6,18,5.511098
848,154,8356.55,1,Tiles,'tap inside house',Plaster,4,WC,611.242803,425.505736,6,19,5.492565
849,120,11142.06,4,Tiles,'tap inside house',Plaster,1,WC,594.602605,440.480323,7,21,6.911031
